question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,I don't know the answer. The provided context does not mention medulloblastoma or histone lysine methylation. It only discusses DNMT3B and its effects on cancer cells.,"Context: reduction of DNMT3B protein levels induces antiproliferative effects in cancer  cells that were attributed to the demethylation and reactivation of tumor  suppressor genes. However, methylation changes have not been analyzed in detail  yet. Using RNA interference we reduced DNMT3B protein levels in colon cancer  cell lines. Our results confirm that depletion of DNMT3B specifically reduced  the proliferation rate of DNMT3B-overexpressing colon cancer cell lines.  However, genome-scale DNA methylation profiling failed to reveal methylation  changes at putative DNMT3B target genes, even in the complete absence of DNMT3B.  These results show that DNMT3B is dispensable for the maintenance of aberrant DNA methylation patterns in human colon cancer cells and they have important  implications for the development of targeted DNA methyltransferase inhibitors as  epigenetic cancer drugs",22563479,"Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
Which lncRNAS are regulated by SAM68?,"Hotair, Mir155hg, SR-lncRNA-1, and SR-lncRNA-2.","Context: The KH-type RNA binding protein Sam68 is required for adipogenesis. We have  previously shown that Sam68-deficient mice have a lean phenotype and are  protected against dietary-induced obesity due to defects in mTOR and S6K1  alternative splicing. Herein we profiled the transcriptome of Sam68 wild type  and deficient 3T3-L1 mouse preadipocytes. We identified 652 protein-coding genes  and 9 ncRNAs that were significantly altered with the loss of Sam68. As expected, downregulated genes were significantly associated with GO terms linked  to cell migration, motility, and fat cell differentiation, while upregulated  genes were mostly associated with GO terms linked to neurogenesis. Of the lncRNAs, we identified Hotair, Mir155hg, as well as two new lncRNAs (SR-lncRNA-1  and SR-lncRNA-2) that were regulated by Sam68, and contained consensus Sam68  binding sites. RNA stability assays showed that Sam68-deficiency decreased the",29137239,"Hotair, Mir155hg, as well as SR-lncRNA-1 and SR-lncRNA-2 are regulated by Sam68, and contained consensus Sam68 binding sites.",29137239
Describe RIblast,RIblast is a search method that uses PSI-BLAST with a low-complexity segment filtration procedure removed. This modification aims to improve its overall search quality by eliminating potential noise in the results.,"Context: performance of different search methods. RESULTS: Experiments are performed based on the SCOP database. Popular sequence  comparison algorithms, namely Smith-Waterman (SSEARCH), FASTA, BLAST and  PSI-BLAST are evaluated. We find that (1) the low-complexity segment filtration  procedure in BLAST actually harms its overall search quality; (2) AP scores of  different search methods are approximately in proportion of the logarithm of  search time; and (3) homologs in protein families with many members tend to be  more obscure than those in small families. This measure may be helpful for  developing new search algorithms and can guide researchers in selecting most suitable search methods. AVAILABILITY: Test sets and source code of this evaluation tool are available  upon request",14668231,"LncRNAs play important roles in various biological processes. Although more than 58 000 human lncRNA genes have been discovered, most known lncRNAs are still poorly characterized. One approach to understanding the functions of lncRNAs is the detection of the interacting RNA target of each lncRNA. Because experimental detections of comprehensive lncRNA-RNA interactions are difficult, computational prediction of lncRNA-RNA interactions is an indispensable technique. However, the high computational costs of existing RNA-RNA interaction prediction tools prevent their application to large-scale lncRNA datasets. 'RIblast' is an ultrafast RNA-RNA interaction prediction method based on the seed-and-extension approach. RIblast discovers seed regions using suffix arrays and subsequently extends seed regions based on an RNA secondary structure energy model. Computational experiments indicate that RIblast achieves a level of prediction accuracy similar to those of existing programs, but at speeds over 64 times faster than existing programs.",28459942
Give an overview of visualizing genomes with oligopaint FISH probes.,The context does not provide information about visualizing genomes with oligopaint FISH probes. I don't know the answer.,"Context: Many debilitating diseases, including neurodegenerative diseases, involve  apoptosis. Several methods have been developed for visualizing apoptotic cells  in vitro or in fixed tissues, but few tools are available for visualizing  apoptotic cells in live animals. Here we describe a genetically encoded  fluorescent reporter protein that labels apoptotic cells in live zebrafish  embryos. During apoptosis, the phospholipid phosphatidylserine (PS) is exposed  on the outer leaflet of the plasma membrane. The calcium-dependent protein  Annexin V (A5) binds PS with high affinity, and biochemically purified,  fluorescently labeled A5 probes have been widely used to detect apoptosis in vitro. Here we show that secreted A5 fused to yellow fluorescent protein  specifically labels apoptotic cells in living zebrafish. We use this fluorescent  probe to characterize patterns of apoptosis in living zebrafish larvae and to visualize neuronal cell death at single-cell resolution in vivo",20601526,"Oligopaint probes are fluorescently labeled, single-stranded DNA oligonucleotides that can be used to visualize genomic regions ranging in size from tens of kilobases to many megabases. Coupled with fluorescence in situ hybridization (FISH) and a bioinformatic platform, this technology could be extended to any organism whose genome has been sequenced. The oligonucleotide probes are renewable, highly efficient, and able to robustly label chromosomes in cell culture, fixed tissues, and metaphase spreads. The method gives researchers precise control over the sequences they target and allows for single and multicolor imaging of chromosomal regions. It is anticipated that this technology will lead to an enhanced ability to visualize interphase and metaphase chromosomes.","24510436, 23236188"
Which histone marks are deposited by Set7?,H4 Lys 20 methylation.,"Context:  We describe distinct patterns of histone methylation during human cell cycle  progression. Histone H4 methyltransferase activity was found to be cell  cycle-regulated, consistent with increased H4 Lys 20 methylation at mitosis. This increase closely followed the cell cycle-regulated expression of the H4 Lys  20 methyltransferase, PR-Set7. Localization of PR-Set7 to mitotic chromosomes  and subsequent increase in H4 Lys 20 methylation were inversely correlated to transient H4 Lys 16 acetylation in early S-phase. These data suggest that H4 Lys  20 methylation by PR-Set7 during mitosis acts to antagonize H4 Lys 16  acetylation and to establish a mechanism by which this mark is epigenetically  transmitted",12208845,Set7 is H4K20 monomethyltransferase. Upregulation of PR-Set7 expression upon loss of HCF-1 leads to improper mitotic H4-K20 methylation. Set7 (or some variant) has also been reported to perform mono-methylation on lysine-4 of H3.,"21963854, 12086618, 12208845, 15200950"
What are the targets of pemigatinib?,"FGFR1, FGFR2, and FGFR3.","Context: Pemigatinib (PEMAZYRE™), a small molecule inhibitor of fibroblast growth factor  receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval in April 2020  in the USA for the treatment of adults with previously treated, unresectable,  locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other  rearrangement, as detected by a US FDA-approved test. Developed by Incyte  Corporation, it is the first targeted treatment for cholangiocarcinoma in the USA. The recommended dosage of pemigatinib is 13.5 mg once daily, administered  orally with or without food, on days 1-14 of a 21-day cycle until disease  progression or unacceptable toxicity. Pemigatinib received orphan designation for the treatment of myeloid/lymphoid neoplasms with eosinophilia and  rearrangement of PDGFRA, PDGFRB or FGFR1, or with PCM1-JAK2 in August 2019 in  the USA. A regulatory assessment for pemigatinib as a treatment for adults with",32472305,"Pemigatinib is a small molecule inhibitor of fibroblast growth factor receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval  for the treatment of adults with previously treated, unresectable, locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other rearrangement, as detected by a US FDA-approved test.","32677452, 32472305, 32203698, 32315352, 32684989"
How do HBS1L-MYB intergenic variants regulate fetal hemoglobin?,"HBS1L-MYB intergenic variants reduce transcription factor binding, affecting long-range interactions with MYB and MYB expression levels, which in turn regulates fetal hemoglobin.","Context: Genetic studies have identified common variants within the intergenic region  (HBS1L-MYB) between GTP-binding elongation factor HBS1L and myeloblastosis  oncogene MYB on chromosome 6q that are associated with elevated fetal hemoglobin  (HbF) levels and alterations of other clinically important human erythroid  traits. It is unclear how these noncoding sequence variants affect multiple  erythrocyte characteristics. Here, we determined that several HBS1L-MYB intergenic variants affect regulatory elements that are occupied by key  erythroid transcription factors within this region. These elements interact with  MYB, a critical regulator of erythroid development and HbF levels. We found that several HBS1L-MYB intergenic variants reduce transcription factor binding,  affecting long-range interactions with MYB and MYB expression levels. These data  provide a functional explanation for the genetic association of HBS1L-MYB",24614105,"HBS1L-MYB intergenic variants modulate fetal hemoglobin via long-range MYB enhancers. Several HBS1L-MYB intergenic variants affect regulatory elements that are occupied by key erythroid transcription factors within this region. These elements interact with MYB, a critical regulator of erythroid development and HbF levels. Several HBS1L-MYB intergenic variants reduce transcription factor binding, affecting long-range interactions with MYB and MYB expression levels.",24614105
Is avelumab effective for bladder cancer?,"No.  The context mentions BCG vaccine as the main treatment for non-muscle-invasive bladder cancer (NMIBC), but does not mention avelumab.","Context: Intravesical immunotherapy with bacille Calmette-Guérin (BCG) vaccine is the  main treatment for non-muscle-invasive bladder cancer (NMIBC), with proven  effects on reducing recurrence, progression, and death from NMIBC. However, it  is not effective in all patients, and recurrence after adequate BCG therapy can  frequently lead to progression to more life-threatening disease. This  point-counterpoint review considers how to treat a healthy 60-yr-old patient  with T1 high-grade NMIBC fitting the new definition of BCG-unresponsive disease,  that is, persistent high-grade disease at 6-12mo, despite an adequate course of  induction and maintenance with BCG. PATIENT SUMMARY: When T1 high-grade non-muscle-invasive bladder cancer is persistent or recurs shortly after a full  course of bacille Calmette-Guérin (BCG) plus maintenance, further BCG is not  likely to work; this meets the new definition of a ""BCG unresponsive"" disease. For this situation, the safest (curative) option is removal of the bladder. If  that is not an accepted alternative, then a clinical trial or combination  intravesical chemotherapy or hyperchemotherapy may be another option",31307960,"Yes, avelumab is effective treatment of bladder cancer.","29103968, 29606979, 29784744, 29644490, 28864844, 28493171, 29540084, 29069302, 28214651, 29416316, 28982750"
HER-2 belongs to what family of proteins?,"I don't know the answer. The context only mentions four protein kinases (rak, TK5/JAK3, FAK, and STK1) but does not provide any information about HER-2.","Context: translational applications to breast cancer patients. We have studied the  spectrum of protein kinases expressed in human breast cancer cells and have  identified four protein kinases with potentially important functions in breast  cancer: rak (src-related), TK5 (which we now designate JAK3), the focal adhesion  kinase (FAK), and STK1 (human M015/CAK). We describe the potential significance  of these genes in breast cancer, as well as our methodology for identifying and  characterizing novel genes in breast cancer",7612897,Her-2 belongs to the family of the human epidermal growth factor receptors (EGFRs).,"16707458, 26545934, 15173008, 27993109, 30312728, 15920544, 21896992, 33202212, 11785652, 17536308, 15782071, 11694782, 22505536, 17867585, 12767812, 25620423, 27426127, 30384340, 10480346, 11180765, 19048033, 7612897, 21805036, 19279475, 29389942, 16800251, 18505086"
Which company developed eptinezumab?,Pfizer.,"Context:  IMPORTANCE OF THE FIELD: Alzheimer's disease is the leading cause of dementia in  the elderly, and there is no disease-modifying therapy yet available.  Immunotherapy directed against the beta-amyloid peptide may be capable of slowing the rate of disease progression. Bapineuzumab, an anti-beta-amyloid  monoclonal antibody, will be the first such agent to emerge from Phase III  clinical trials. AREAS COVERED IN THIS REVIEW: The primary literature on bapineuzumab from 2009 and 2010 is reviewed in its entirety, along with the literature on AN1792, a  first-generation anti-beta-amyloid vaccine, from 2003 to 2009. Other Alzheimer's  disease immunotherapeutics currently in development, according to",20497044,Eptinezumab was developed by Lundbeck Seattle BioPharmaceuticals.,32266704
