question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,"Yes, the context suggests that histone lysine methylation has significant implications in medulloblastoma. Specifically, mutations in H3K27 demethylases are common in Group 3 and Group 4 med","Context: Recent studies showed frequent mutations in histone H3 lysine 27 (H3K27)  demethylases in medulloblastomas of Group 3 and Group 4, suggesting a role for  H3K27 methylation in these tumors. Indeed, trimethylated H3K27 (H3K27me3) levels, Context: Copy number aberrations of genes with critical roles in writing, reading,  removing and blocking the state of histone lysine methylation, particularly at  H3K9, suggest that defective control of the histone code contributes to the, Context: Recent studies showed frequent mutations in histone H3 lysine 27 (H3K27)  demethylases in medulloblastomas of Group 3 and Group 4, suggesting a role for  H3K27 methylation in these tumors. Indeed, trimethylated H3K27 (H3K27me3) levels","23179372, 19270706, 23179372","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
Which human gene encode for DNA polymerase θ?,"Yes, the POLQ gene encodes for DNA polymerase θ in humans. This is explicitly stated in the context.","Context: DNA polymerase theta (pol θ) is encoded in the genomes of many eukaryotes,  though not in fungi. Pol θ is encoded by the POLQ gene in mammalian cells. The  C-terminal third of the protein is a family A DNA polymerase with additional, Context: DNA polymerase theta (pol θ) is an evolutionarily conserved protein encoded by  the POLQ gene in mammalian genomes. Pol θ is the defining enzyme for a pathway  of DSB repair termed ""alternative end-joining"" (altEJ) or ""theta-mediated, Context: DNA polymerase theta (pol θ) is an evolutionarily conserved protein encoded by  the POLQ gene in mammalian genomes. Pol θ is the defining enzyme for a pathway  of DSB repair termed ""alternative end-joining"" (altEJ) or ""theta-mediated","27264557, 28668117, 28668117",DNA polymerase theta (pol θ) is an evolutionarily conserved protein encoded by the POLQ gene in mammalian genomes,"27264557, 28668117"
Which lncRNAS are regulated by SAM68?,"Yes, based on the context, Hotair, Mir155hg, SR-lncRNA-1, and SR-lncRNA-2 are lncRNAs that are regulated by Sam68.","Context: lncRNAs, we identified Hotair, Mir155hg, as well as two new lncRNAs (SR-lncRNA-1  and SR-lncRNA-2) that were regulated by Sam68, and contained consensus Sam68  binding sites. RNA stability assays showed that Sam68-deficiency decreased the, Context: depletion of SR-lncRNA-2 in Sam68-deficient 3T3-L1 cells partially rescued the  adipogenesis defect observed in these cells. Collectively, our findings define a  new role for Sam68 as a regulator of lncRNAs during adipogenic differentiation., Context: lncRNAs, we identified Hotair, Mir155hg, as well as two new lncRNAs (SR-lncRNA-1  and SR-lncRNA-2) that were regulated by Sam68, and contained consensus Sam68  binding sites. RNA stability assays showed that Sam68-deficiency decreased the","29137239, 29137239, 29137239","Hotair, Mir155hg, as well as SR-lncRNA-1 and SR-lncRNA-2 are regulated by Sam68, and contained consensus Sam68 binding sites.",29137239
What is ectopia lentis?,Ectopia lentis is a condition where the lens in the eye is not located in its usual position. It can either be isolated or occur as a symptom of underlying systemic conditions. The context discusses an autosomal,"Context: PURPOSE: To identify the genetic defect in an autosomal dominant isolated  ectopia lentis (EL) family. METHODS: Detailed family history and clinical data were collected from the  family including sixteen patients with isolated EL. Blood samples of nine, Context: for a correlation of R240C and isolated ectopia lentis. In addition, this is the  first report of molecular characterization in an ectopia lentis family of Indian  origin., Context: Ectopia lentis (EL) is a condition that can either herald underlying systemic  conditions, or be isolated. The recent expansion in the genetics of these  conditions has furthered the understanding of the underlying molecular","22539873, 18079676, 24406422",Ectopia Lentis is dislocation of the optic lens in the eye.,"25939784, 19200529, 25797933"
Describe RIblast,"Yes, RIblast is a sequence similarity search tool that achieves a level of prediction accuracy similar to existing programs but at significantly faster speeds. It is an open-source program, and its source code is freely available.","Context: essential for hypoxic survival in M. tuberculosis, but it is not known how the  regulon promotes survival. Here we report that mycobacteria, in contrast to  enteric bacteria, do not form higher-order structures (e.g. ribosomal dimers), Context: RIblast achieves a level of prediction accuracy similar to those of existing  programs, but at speeds over 64 times faster than existing programs. AVAILABILITY AND IMPLEMENTATION: The source code of RIblast is freely available, Context: RIblast achieves a level of prediction accuracy similar to those of existing  programs, but at speeds over 64 times faster than existing programs. AVAILABILITY AND IMPLEMENTATION: The source code of RIblast is freely available","22544737, 28459942, 28459942","LncRNAs play important roles in various biological processes. Although more than 58 000 human lncRNA genes have been discovered, most known lncRNAs are still poorly characterized. One approach to understanding the functions of lncRNAs is the detection of the interacting RNA target of each lncRNA. Because experimental detections of comprehensive lncRNA-RNA interactions are difficult, computational prediction of lncRNA-RNA interactions is an indispensable technique. However, the high computational costs of existing RNA-RNA interaction prediction tools prevent their application to large-scale lncRNA datasets. 'RIblast' is an ultrafast RNA-RNA interaction prediction method based on the seed-and-extension approach. RIblast discovers seed regions using suffix arrays and subsequently extends seed regions based on an RNA secondary structure energy model. Computational experiments indicate that RIblast achieves a level of prediction accuracy similar to those of existing programs, but at speeds over 64 times faster than existing programs.",28459942
Are piRNAs involved in gene silencing?,"Yes, according to the context, piRNAs are indeed involved in a posttranscriptional gene-silencing mechanism. This is mentioned in the second sentence of the text you provided.","Context: piRNAs have investigated piRNA-mediated gene silencing, including piRNA  biogenesis. However, piRNAs remain the most enigmatic among all of the  silencing-inducing small RNAs because of their complexity and uniqueness., Context: transcripts are transported toward the oocyte where retrotransposition occurs.  Our results indicate that piRNAs are involved in a posttranscriptional  gene-silencing mechanism resulting in RNA nuclear accumulation., Context: piRNAs have investigated piRNA-mediated gene silencing, including piRNA  biogenesis. However, piRNAs remain the most enigmatic among all of the  silencing-inducing small RNAs because of their complexity and uniqueness.","23124062, 18809914, 23124062",Piwi induces piRNA-guided transcriptional silencing and establishment of a repressive chromatin state. piRNA-guided slicing of transposon transcripts enforces their transcriptional silencing via specifying the nuclear piRNA repertoire. Transcriptional silencing implies a piRNA-mediated formation of repressive chromatin which diminishes the transcriptional capacity of the target locus.,"24178563, 20439430, 25336588, 21775629, 23625890, 21764773, 25842866, 18809914, 20559422, 26279487, 23465540, 20080197, 26302790, 26472911, 23124062, 23392610, 24939875, 23132912, 25313140, 24288375, 17872506"
Give an overview of visualizing genomes with oligopaint FISH probes.,"Yes, Oligopaint FISH (Fluorescence In Situ Hybridization) probes are used to visualize genomic regions of varying sizes, from tens of kilobases to many megabases. These probes are single","Context: Oligopaint probes are fluorescently labeled, single-stranded DNA  oligonucleotides that can be used to visualize genomic regions ranging in size  from tens of kilobases to many megabases. This unit details how Oligopaint, Context: Oligopaint probes are fluorescently labeled, single-stranded DNA  oligonucleotides that can be used to visualize genomic regions ranging in size  from tens of kilobases to many megabases. This unit details how Oligopaint, Context: Oligopaint probes are fluorescently labeled, single-stranded DNA  oligonucleotides that can be used to visualize genomic regions ranging in size  from tens of kilobases to many megabases. This unit details how Oligopaint","24510436, 24510436, 24510436","Oligopaint probes are fluorescently labeled, single-stranded DNA oligonucleotides that can be used to visualize genomic regions ranging in size from tens of kilobases to many megabases. Coupled with fluorescence in situ hybridization (FISH) and a bioinformatic platform, this technology could be extended to any organism whose genome has been sequenced. The oligonucleotide probes are renewable, highly efficient, and able to robustly label chromosomes in cell culture, fixed tissues, and metaphase spreads. The method gives researchers precise control over the sequences they target and allows for single and multicolor imaging of chromosomal regions. It is anticipated that this technology will lead to an enhanced ability to visualize interphase and metaphase chromosomes.","24510436, 23236188"
What is the minimal genome build?,"No, the context does not provide enough details about what exactly constitutes a minimal genome build. It mentions that the concept of a minimal cell represents a pragmatic approach to determining how few genes are required to run a cell, and that","Context: single protein-coding gene is entirely conserved. Furthermore, a lack of  consensus in the field as to what attributes make a gene truly essential adds  another aspect of variation. Thus, a universal minimal genome remains elusive., Context: The minimal cell concept represents a pragmatic approach to the question of how  few genes are required to run a cell. This is a helpful way to build a  parts-list, and has been more successful than attempts to deduce a minimal gene, Context: compares them to the current minimal cell model in order to determine which most  closely resembles a true minimal genome. M. pneumoniae possesses a genome of 816  394 base pairs (bp) with 688 open reading frames (ORF) and a severely limited","23219343, 26539175, 21987714","The identification of the essential genes of bacteria and the minimal genome for the free-living cellular life could provide insights into the origin, evolution, and essence of life forms. The field of Synthetic Biology seeks to apply engineering principles to biology in order to produce novel biological systems. One approach to accomplish this goal is the genome-driven cell engineering approach, which searches for functioning minimal genomes in naturally occurring microorganisms, which can then be used as a template for future systems. Currently a prototypical minimal genome has not been discovered.","21987714, 23420643, 23873957, 26539175, 22916492, 23219343, 21203957"
Which histone marks are deposited by Set7?,"Yes, Set7 deposits methylation marks on histones. Specifically, it is responsible for monomethylation of lysine 4 on histone H3 (H3K4me1). This is mentioned in the","Context: active gene transcription in meiotic and post-meiotic cells. In addition,  H4K8ac-associated genes are included in and constitute only a subfraction of  H4K8hib-labeled genes. The histone Khib mark is conserved and widely, Context: We describe distinct patterns of histone methylation during human cell cycle  progression. Histone H4 methyltransferase activity was found to be cell  cycle-regulated, consistent with increased H4 Lys 20 methylation at mitosis., Context: imprinting control regions, inhibiting production of an activating methylation  mark on histone H3 lysine 4. H1-dependent recruitment of DNMT1 and DNMT3B and  interference with the binding of SET7/9 also were observed with chromatin","24681537, 12208845, 23302691",Set7 is H4K20 monomethyltransferase. Upregulation of PR-Set7 expression upon loss of HCF-1 leads to improper mitotic H4-K20 methylation. Set7 (or some variant) has also been reported to perform mono-methylation on lysine-4 of H3.,"21963854, 12086618, 12208845, 15200950"
What is the most common monogenic cause of common variable immunodeficiency (CVID) in Europeans?,"No, the context does not provide information on the most common monogenic cause of CVID in Europeans. The text focuses on the classification and characteristics of CVID patients, but it does not mention any specific genetic causes.","Context: RESULTS: Of 3022 participants, SCT classified into 364 (12%) SE, 1053 (34.8%)  SY, 1605 (53.1%) TE, and no TY. Three hundred seventy nine (16%) newly developed  CVD during the following period, yielding 10-year cumulative incidence of, Context: Common variable immunodeficiency (CVID) is a heterogeneous group of diseases.  Our aim was to define sub-groups of CVID patients with similar phenotypes and  clinical characteristics. Using eight-color flow cytometry, we analyzed both B-, Context: Common variable immunodeficiency (CVID) is a heterogeneous group of diseases.  Our aim was to define sub-groups of CVID patients with similar phenotypes and  clinical characteristics. Using eight-color flow cytometry, we analyzed both B-","24290090, 28054583, 28054583",Loss-of-function nuclear factor κB subunit 1 (NFKB1) variants are the most common monogenic cause of common variable immunodeficiency in Europeans.,"29477724, 30063981"
