question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,"Histone H3 lysine 27 (H3K27) methylation plays a role in Group 3 and 4 medulloblastomas, as suggested by frequent mutations in H3K27 demethylases and higher levels of trim"," Context:  Recent studies showed frequent mutations in histone H3 lysine 27 (H3K27)  demethylases in medulloblastomas of Group 3 and Group 4, suggesting a role for  H3K27 methylation in these tumors. Indeed, trimethylated H3K27 (H3K27me3) levels were shown to be higher in Group 3 and 4 tumors compared to WNT and SHH  medulloblastomas, also in tumors without detectable mutations in demethylases.  Here, we report that polycomb genes, required for H3K27 methylation, are consistently upregulated in Group 3 and 4 tumors. These tumors show high  expression of the homeobox transcription factor OTX2. Silencing of OTX2 in D425  medulloblastoma cells resulted in downregulation of polycomb genes such as EZH2,  ,  Context: remaining genes studied showed either low frequency methylation (p14(ARF),  p16(INK4a), RIZ1; <7% of cases), no evidence of methylation (p15(INK4b), TIMP3,  TP73, TSLC1), or comparable patterns of methylation in the normal cerebellum  (EDNRB), suggesting that their hypermethylation does not play a major role in  medulloblastoma. Our data demonstrate that tumour-specific hypermethylation  affects only a subset of genes, and does not support the existence of a  concordant methylation phenotype in this disease. We conclude that epigenetic  TSG inactivation is a significant feature of medulloblastoma, and identify  RASSF1A, HIC1 and CASP8 as potentially critical genes in its pathogenesis. Furthermore, methylation observed in the normal cerebellum emphasises the  requirement for appropriate control tissues when assessing the  tumour-specificity of TSG hypermethylation.  ","23179372, 14688019","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
What is the role of STAG1/STAG2 proteins in differentiation?,"The provided context does not explicitly mention the role of STAG1/STAG2 proteins in differentiation. However, it mentions that STAG1 and STAG2 are core components of cohesin and are involved in maintaining sister chromatid cohesion during"," Context: Cohesin is a multi-protein complex that tethers sister chromatids during mitosis  and mediates DNA repair, genome compartmentalisation and regulation of gene  expression. Cohesin subunits frequently acquire cancer loss-of-function  alterations and act as tumour suppressors in several tumour types. This has led  to increased interest in cohesin as potential target in anti-cancer therapy.  Here we show that the loss-of-function of STAG2, a core component of cohesin and  an emerging tumour suppressor, leads to synthetic dependency of mutated cancer  cells on its paralog STAG1. STAG1 and STAG2 share high sequence identity, encode  mutually exclusive cohesin subunits and retain partially overlapping functions. We inhibited STAG1 and STAG2 in several cancer cell lines where the two genes  have variable mutation and copy number status. In all cases, we observed that  the simultaneous blocking of STAG1 and STAG2 significantly reduces cell proliferation. We further confirmed the synthetic lethal interaction developing  a vector-free CRISPR system to induce STAG1/STAG2 double gene knockout. We  provide strong evidence that STAG1 is a promising therapeutic target in cancers  ,  Context: STAG/SA proteins are specific cohesin complex subunits that maintain sister  chromatid cohesion in mitosis and meiosis. Two members of this family, STAG1/SA1  and STAG2/SA2,double dagger are classified as mitotic cohesins, as they are  found in human somatic cells and in Xenopus laevis as components of the  cohesin(SA1) and cohesin(SA2) complexes, in which the shared subunits are  Rad21/SCC1, SMC1 and SMC3 proteins. A recently reported third family member,  STAG3, is germinal cell-specific and is a subunit of the meiotic cohesin  complex. To date, the meiosis-specific cohesin complex has been considered to be  responsible for sister chromatid cohesion during meiosis. We studied replacement of the mitotic by the meiotic cohesin complex during mouse germinal cell  maturation, and we show that mammalian STAG2 and Rad21 are also involved in  several meiosis stages. Immunofluorescence results suggest that a cohesin complex containing Rad21 and STAG2 cooperates with a STAG3-specific complex to  maintain sister chromatid cohesion during the diplotene stage of meiosis.  ","28430577, 12034751",STAG1/STAG2 proteins are tumour suppressor proteins that suppress cell proliferation and are essential for differentiation.,"26997282, 21589869, 19822671, 29867216, 15361841, 28430577, 27298259, 12034751, 18276799"
What is the association between cell phone use and glioblastoma?,"There is no mention of glioblastoma in the provided context. However, it does mention that previous studies have shown a consistent association between long-term use of mobile and cordless phones and glioma (a type of brain tumor)."," Context:  Previous studies have shown a consistent association between long-term use of  mobile and cordless phones and glioma and acoustic neuroma, but not for  meningioma. When used these phones emit radiofrequency electromagnetic fields (RF-EMFs) and the brain is the main target organ for the handheld phone. The  International Agency for Research on Cancer (IARC) classified in May, 2011  RF-EMF as a group 2B, i.e. a 'possible' human carcinogen. The aim of this study was to further explore the relationship between especially long-term (>10 years)  use of wireless phones and the development of malignant brain tumours. We  conducted a new case-control study of brain tumour cases of both genders aged  ,  Context:  Previous studies have shown a consistent association between long-term use of  mobile and cordless phones and glioma and acoustic neuroma, but not for  meningioma. When used these phones emit radiofrequency electromagnetic fields (RF-EMFs) and the brain is the main target organ for the handheld phone. The  International Agency for Research on Cancer (IARC) classified in May, 2011  RF-EMF as a group 2B, i.e. a 'possible' human carcinogen. The aim of this study was to further explore the relationship between especially long-term (>10 years)  use of wireless phones and the development of malignant brain tumours. We  conducted a new case-control study of brain tumour cases of both genders aged  ","24064953, 24064953","The association between cell phone use and incident glioblastoma remains unclear. Some studies have reported that cell phone use was associated with incident glioblastoma, and with reduced survival of patients diagnosed with glioblastoma. However, other studies have repeatedly replicated to find an association between cell phone use and glioblastoma.","20215713, 17851009, 22882019, 12527940, 24348390, 19126439, 23095687, 14648713, 19261451, 17902192, 16804530, 18941554, 23261330, 10375602, 19494549, 24064953, 16570042"
What is the applicability of the No Promoter Left Behind method?,The No Promoter Left Behind (NPLB) method is organism-independent and can be applied to identify novel architectures in any genome. It has been tested as a case study on the fly genome.," Context: Promoters have diverse regulatory architectures and thus activate genes  differently. For example, some have a TATA-box, many others do not. Even the  ones with it can differ in its position relative to the transcription start site  (TSS). No Promoter Left Behind (NPLB) is an efficient, organism-independent  method for characterizing such diverse architectures directly from  experimentally identified genome-wide TSSs, without relying on known promoter elements. As a test case, we show its application in identifying novel  architectures in the fly genome. AVAILABILITY AND IMPLEMENTATION: Web-server at http://nplb.ncl.res.in Standalone also at https://github.com/computationalBiology/NPLB/ (Mac OSX/Linux). CONTACT: l.narlikar@ncl.res.in SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics  online.  ,  Context: fluorescence-activated cell sorting-based approaches that rely on tissue  protoplasting to isolate distinct cell populations. Additionally, no tissue  fixation is necessary as in laser capture microdissection-based techniques,  which allows high-quality RNA to be obtained. However, sampling from  subpopulations of cells and only isolating polysome-associated RNA severely  limits RNA yields. It is, therefore, necessary to apply sufficiently sensitive  library preparation methods for successful data acquisition by RNA-seq. TRAP  offers an ideal tool for plant research as many developmental processes involve  cell wall-related and mechanical signaling pathways. The use of promoters to target specific cell populations is bridging the gap between organ and  single-cell level that in turn suffer from little resolution or very high costs.  Here, we apply TRAP to study cell-cell communication in lateral root formation.  ","26530723, 32478741","No Promoter Left Behind (NPLB) is an efficient, organism-independent method for characterizing promoter architectures directly from experimentally identified genome-wide TSSs, without relying on known promoter elements.",26530723
Does the Oncotype DX test work with paraffin embedded tissues?,"Yes, the Oncotype DX test works with formalin-fixed paraffin-embedded (FPE) primary colon tumor tissue."," Context:  BACKGROUND: The Oncotype DX Colon Cancer Assay is a new diagnostic test for  determining the likelihood of recurrence in stage II colon cancer patients after  surgical resection using fixed paraffin embedded (FPE) primary colon tumor tissue. Like the Oncotype DX Breast Cancer Assay, this is a high complexity,  multi-analyte, reverse transcription (RT) polymerase chain reaction (PCR) assay  that measures the expression levels of specific cancer-related genes. By capturing the biology underlying each patient's tumor, the Oncotype DX Colon  Cancer Assay provides a Recurrence Score (RS) that reflects an individualized  risk of disease recurrence. Here we describe its analytical performance using  ,  Context: from the familiar slide-based assays of immunohistochemistry and fluorescence in  situ hybridization to the nonmorphology-driven molecular platforms of  quantitative multiplex real-time polymerase chain reaction and genomic  microarray profiling. In this review, 14 multigene assays are evaluated as to  their scientific validation, current clinical utility, regulatory approval  status, and estimated cost-benefit ratio. Emphasis is placed on two tests:  oncotype DX and MammaPrint. Current evidence indicates that the oncotype DX test  has the advantages of earlier commercial launch, wide acceptance for payment by  third-party payors in the U.S., ease of use of formalin-fixed paraffin-embedded tissues, recent listing by the American Society of Clinical Oncology Breast  Cancer Tumor Markers Update Committee as recommended for use, continuous scoring  system algorithm, ability to serve as both a prognostic test and predictive test for certain hormonal and chemotherapeutic agents, demonstrated  cost-effectiveness in one published study, and a high accrual rate for the  prospective validation clinical trial (Trial Assigning Individualized Options  ","21176237, 18515733","Yes, the Oncotype DX test works with paraffin embedded tissue.","23074401, 17039265, 18922117, 17463177, 16361546, 17140367"
Which disease of the central nervous system is characterized by the presence of Lewy bodies?,Lewy body disease is a disorder characterized by the presence of numerous Lewy bodies throughout the cerebral cortex and the brainstem.," Context:  Parkinson's disease (PD) and related Lewy body diseases are characterized by  deposition of α-synuclein aggregates in both the central nervous system and  peripheral nervous system. Synucleinopathy lesions spread to larger brain areas as the disease progresses, and prion-like cell-to-cell transmission of  aggregated α-synuclein is thought to be the underlying mechanism for this  pathological spreading. LRRK2 is another protein linked to the pathogenesis of PD, and its presence in Lewy bodies has attracted much attention as to whether  LRRK2 and α-synuclein interplay during the pathogenesis of PD. However, the  relationship between these two crucial proteins still remains unclear. In this  ,  Context: Lewy bodies are intraneuronal inclusions initially found in the pigmented  brainstem nuclei of patients with Parkinson's disease. Their aspect varies  according to their neuronal or cerebral situation. They have been a long time  the hallmark of Parkinson's disease, but in recent years it has emerged that a  small group of rare disorders or rare variants of common degenerative diseases  are also sometimes associated with Lewy bodies in the nervous system.  Pathological studies have also individualized a new disorder characterized by  the presence of numerous Lewy bodies throughout the cerebral cortex and the  brainstem: Lewy body disease. The clinical syndrome associates dementia, parkinsonian features, dysautonomia and motor neuron disease. The dementia is  cortical in type and psychiatric symptoms such as agitation, hallucinations or  delusions are frequent. The pathological features are nerve cell loss, diffuse Lewy bodies, and sometimes senile plaques. The origin of this disorder remains  unclear, but it could be a primitive abnormality of neuronal cytoskeleton.  ","24465140, 1534893",Parkinson s disease (PD) is one of the most common degenerative disorders of the central nervous system that produces motor and non-motor symptoms. The majority of cases are idiopathic and characterized by the presence of Lewy bodies containing fibrillar α-synuclein  ,"25514659, 20174468, 23587141, 2085926, 23281786, 22251432, 19155272, 23531432, 24095115, 22355263, 1534893, 10986355, 24465140, 23225525, 19877240, 23979994, 24291999"
The NoSAS Score can be used for screening of which disorders?,The NoSAS score can be used for screening of Sleep Disordered Breathing (SDB) and Obstructive Sleep Apnea (OSA).," Context: RESULTS: A total of 450 patients were included in the study. The sensitivity,  specificity, PPV, and NPV of the NoSAS score were 81%, 51.2%, 88.2%, and 37.5%  for an AHI (apnea–hypopnea index) ≥ 5 event/h and 84.5%, 38.2%, 66%, and 63.4%  for an AHI ≥ 15 event/h, respectively. AUC percentages for the NoSAS score,  STOP-Bang questionnaire, Berlin questionnaire, and ESS were 0.740, 0.737, 0.626,  and 0.571 for an AHI ≥ 5 events/h and 0.715, 0.704, 0.574, and 0.621 for an AHI  ≥ 30 events/h. The NoSAS score had a false negative rate of 2.9% for severe SDB. CONCLUSION: The NoSAS score had a good degree of differentiation for SDB and can  be used as an easily applicable, subjective, and effective screening tool in a sleep clinical population in Turkey. Not only in moderate to severe SDB but also  in mild SDB, the NoSAS score performed better than the other 3 screening tools.  ,  Context: metabolomic analysis by gas chromatography coupled to mass spectrometry and  lipidomic analysis with liquid chromatography followed by detection by MALDI-MS.  This study included 37 patients with OSA and 16 controls. From the 6 metabolites  and 22 lipids initially selected, those with the best association with OSA were  glutamic acid, deoxy sugar and arachidonic acid (metabolites), and  glycerophosphoethanolamines, sphingomyelin and lyso-phosphocholines (lipids).  For the questionnaires, the NoSAS score performed best with screening for OSA  (area under the curve [AUC] = 0.724, p = 0.003). The combination of the NoSAS  score with metabolites or lipids resulted in an AUC for detecting OSA of 0.911 and 0.951, respectively. In conclusion, metabolomic and lipidomic strategies  suggested potential early biomarkers in OSA that could also be helpful in  screening for this sleep disorder beyond traditional questionnaires.  ","32967411, 30050090","The NoSAS score can be used for screening of obstructive sleep apnea syndrome, Sleep-Disordered Breathing and obstructive sleep apnea-hypopnea syndrome.","31196834, 29518851, 30050090, 30220140, 33222029, 29394959, 32842224, 28064432, 32967411, 31998424, 30233849, 29789691, 29055261, 27321086"
What species is associated with Tetrodotoxin?,Pufferfish is a species associated with Tetrodotoxin (TTX).," Context:  Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin  found in a number of animal species, including pufferfish. Protection from toxin  tainted food stuffs requires rapid, sensitive, and specific diagnostic tests. An emerging technique for the detection of both proteins and nucleic acids is  Fluidic Force Discrimination (FFD) assays. This simple and rapid method  typically uses a sandwich immunoassay format labeled with micrometer-diameter beads and has the novel capability of removing nonspecifically attached beads  under controlled, fluidic conditions. This technique allows for near real-time,  multiplexed analysis at levels of detection that exceed many of the conventional  ,  Context:  Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin  found in a number of animal species, including pufferfish. Protection from toxin  tainted food stuffs requires rapid, sensitive, and specific diagnostic tests. An emerging technique for the detection of both proteins and nucleic acids is  Fluidic Force Discrimination (FFD) assays. This simple and rapid method  typically uses a sandwich immunoassay format labeled with micrometer-diameter beads and has the novel capability of removing nonspecifically attached beads  under controlled, fluidic conditions. This technique allows for near real-time,  multiplexed analysis at levels of detection that exceed many of the conventional  ","20411115, 20411115","Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin found in a number of animal species, including pufferfish. TTX is originally produced by marine bacteria, and pufferfish are intoxicated through the food chain that starts with the bacteria. TTX is found in warm waters, especially of the Indian and Pacific Oceans. TTX poisoning due to marine snails has recently spread through Japan, China, Taiwan, and Europe.","20637221, 22028709, 24295175, 20411115, 22163191, 20161971, 21734837, 20479966, 22688023, 23724281, 21549050, 22690139, 24279996, 22069694"
Does a selective sweep increase genetic variation?,"No, a selective sweep reduces linked genetic variation due to strong positive selection."," Context:  A selective sweep describes the reduction of linked genetic variation due to  strong positive selection. If s is the fitness advantage of a homozygote for the  beneficial allele and h its dominance coefficient, it is usually assumed that h=1/2, i.e. the beneficial allele is co-dominant. We complement existing theory  for selective sweeps by assuming that h is any value in [0, 1]. We show that  genetic diversity patterns under selective sweeps with strength s and dominance 0 < h < 1 are similar to co-dominant sweeps with selection strength 2hs.  Moreover, we focus on the case h=0 of a completely recessive beneficial allele.  We find that the length of the sweep, i.e. the time from occurrence until  ,  Context:  A selective sweep describes the reduction of linked genetic variation due to  strong positive selection. If s is the fitness advantage of a homozygote for the  beneficial allele and h its dominance coefficient, it is usually assumed that h=1/2, i.e. the beneficial allele is co-dominant. We complement existing theory  for selective sweeps by assuming that h is any value in [0, 1]. We show that  genetic diversity patterns under selective sweeps with strength s and dominance 0 < h < 1 are similar to co-dominant sweeps with selection strength 2hs.  Moreover, we focus on the case h=0 of a completely recessive beneficial allele.  We find that the length of the sweep, i.e. the time from occurrence until  ","21076829, 21076829","Selective sweep is a phenomenon in which the fixation of strongly beneficial alleles within a population reduces genetic diversity at partially linked neutral loci. Reduced variation or deviations from neutrality, along with an excess of fixed replacement sites, are indicative of selective sweep.","18346126, 16951057, 21705748, 24126360, 20140188, 21624997, 17396267, 21385389, 16339379, 22491190, 24282552, 24465214, 24075201, 16322515, 21076829, 16367838, 22087274, 20978039, 20352120"
List markers for autophagy.,"LC3 is a marker protein for autophagy. Additionally, monodansylcadaverine is used to characterize activation of autophagy."," Context: Resveratrol has many biological effects, including anti-tumor, antiviral  activities, and vascular protection. Recent studies have suggested that  resveratrol exert its antitumor effects through induction of autophagy by an  unknown mechanism. In this study, we investigated the involvement of autophagy  in resveratrol-induced cell death and its potential molecular mechanisms in A549  human lung adnocarcinoma cells. Resveratrol-induced growth inhibition and cell  death was assessed by MTT and clonogenic assays. Activation of autophagy was  characterized by monodansylcadaverine, transmission electron microscopy, and  expression of autophagy marker protein LC3. Western blot analysis was used to study the cell signals involved in the mechanisms of autophagic death.  Intracellular free calcium was detected with Fura2-AM staining. Our results  indicated that resveratrol induced A549 cell death was mediated by autophagy. 3-methyladenine, an inhibitor of autophagy, suppressed resveratrol-induced  autophagic cell death, and knockdown of autophagy-related genes Atg5 and  Beclin-1 with siRNAs reversed RSV-induced cell death. Intracellular free calcium  ,  Context: Various methods have been used to detect the marker genes and the proteins  involved in these processes. Quantitative real-time PCR (qRT-PCR) method for  monitoring the expression of genes involved in autophagy or autophagic cell  death is often preferred because of its sensitivity, high efficiency potential,  accurate quantification, and high-grade potential automation. The detection of  the markers for autophagy-related process by immunohistochemistry in paraffin  sections of various patient tissues has become a reliable method for monitoring  autophagy. Here, we introduce protocols for detecting autophagy and  autophagy-associated cell death in HeLa cells by using gene expression assays qRT-PCR, and also in paraffin-embedded tissue section from human biopsy material  by using immunohistochemistry.  ","23680031, 28889353",Expression of LC3-II and BECN1 as well as SQSTM1 are used as markers of autophagy activity.,"23182945, 23626658, 23598404, 22807527, 24255881, 23117929, 23437259, 24231340, 23940944, 24291536, 23727153, 23737395, 22652752, 23822101, 24141623, 23608825, 23193914, 24126619"
