question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,"Histone lysine methylation, particularly that of histone 3, lysine 9 (H3K9), is implicated in medulloblastoma as a result of recurrent, mutually exclusive, highly focal genetic events."," Context:  We used high-resolution SNP genotyping to identify regions of genomic gain and  loss in the genomes of 212 medulloblastomas, malignant pediatric brain tumors.  We found focal amplifications of 15 known oncogenes and focal deletions of 20 known tumor suppressor genes (TSG), most not previously implicated in  medulloblastoma. Notably, we identified previously unknown amplifications and  homozygous deletions, including recurrent, mutually exclusive, highly focal genetic events in genes targeting histone lysine methylation, particularly that  of histone 3, lysine 9 (H3K9). Post-translational modification of histone  proteins is critical for regulation of gene expression, can participate in  ,  Context: cell lines, primary tumours and the normal cerebellum. Gene-specific TSG  methylation was a significant feature of both medulloblastomas and the  cerebellum. Extensive hypermethylation of RASSF1A was detected frequently in  medulloblastomas but not in the normal cerebellum (41/44 primary tumours versus  0/5 normal cerebella). In contrast, complete methylation of HIC1 and CASP8 in a  subset of primary tumours (17/44 and 14/39) occurred against a consistent  background of partial methylation in the normal cerebellum. These data therefore  indicate that extensive methylation of RASSF1A, HIC1 and CASP8 are  tumour-specific events in medulloblastoma. Moreover, methylation of these genes in medulloblastoma cell lines was associated with their epigenetic  transcriptional silencing and methylation-dependent re-expression following  treatment with the DNA methyltransferase inhibitor, 5-aza-2'-deoxycytidine. The remaining genes studied showed either low frequency methylation (p14(ARF),  p16(INK4a), RIZ1; <7% of cases), no evidence of methylation (p15(INK4b), TIMP3,  TP73, TSLC1), or comparable patterns of methylation in the normal cerebellum  ","19270706, 14688019","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
What is the role of STAG1/STAG2 proteins in differentiation?,I don't know the answer.," Context: Cohesin is a multi-protein complex that tethers sister chromatids during mitosis  and mediates DNA repair, genome compartmentalisation and regulation of gene  expression. Cohesin subunits frequently acquire cancer loss-of-function  alterations and act as tumour suppressors in several tumour types. This has led  to increased interest in cohesin as potential target in anti-cancer therapy.  Here we show that the loss-of-function of STAG2, a core component of cohesin and an emerging tumour suppressor, leads to synthetic dependency of mutated cancer  cells on its paralog STAG1. STAG1 and STAG2 share high sequence identity, encode  mutually exclusive cohesin subunits and retain partially overlapping functions. We inhibited STAG1 and STAG2 in several cancer cell lines where the two genes  have variable mutation and copy number status. In all cases, we observed that  the simultaneous blocking of STAG1 and STAG2 significantly reduces cell  ,  Context: implicates important biological applications, such as the detection of  differentially expressed genes in tumors, the retrieval of orthologs with  significant expression in the same tissue etc. Additionally, our refined  categorization of expressed sequence tags (ESTs) according to the normalization  of cDNA libraries allows searching for putative low-abundant transcripts. The  results are tightly linked to our visualization tools, GeneNest (expression  patterns of genes) and SpliceNest (gene structure and alternative splicing). The  user-friendly interface of T-STAG offers a platform for comprehensive analysis  of tissue and/or tumor-specific expression patterns revealed by the EST data. T-STAG is freely accessible at http://tstag.molgen.mpg.de.  ","28430577, 15980556",STAG1/STAG2 proteins are tumour suppressor proteins that suppress cell proliferation and are essential for differentiation.,"26997282, 21589869, 19822671, 29867216, 15361841, 28430577, 27298259, 12034751, 18276799"
What is the association between cell phone use and glioblastoma?,"For astrocytoma grade IV (glioblastoma), the hazard ratio (HR) was 1.1 (95% CI = 0.95-1.4), with > 10 year latency HR = 1.3"," Context: BACKGROUND: We analysed the survival of patients after glioma diagnosis in  relation to the use of wireless phones. METHODS: All cases diagnosed between 1997 and 2003 with a malignant brain tumour  (n = 1,251) in our case-control studies were included and followed from the date  of diagnosis to the date of death or until May 30, 2012. RESULTS: For glioma, the use of wireless phones (mobile and cordless phones) gave a hazard ratio (HR) = 1.1 (95% confidence interval, CI = 0.9-1.2), with >  10-year latency HR = 1.2 (95% CI = 1.002-1.5, p trend = 0.02). For astrocytoma  grade I-II (low-grade), the results were, HR = 0.5 (95% CI = 0.3-0.9) and for astrocytoma grade IV (glioblastoma), HR = 1.1 (95% CI = 0.95-1.4), with > 10  year latency HR = 1.3 (95% CI = 1.03-1.7). In the highest tertile (> 426 h) of  cumulative use, HR = 1.2 (95% CI = 0.95-1.5) was found for glioblastoma. The  ,  Context: face-to-face interview. Conditional logistic regression was used to estimate the  odds ratio (OR) for an association between the use of cell phones and risk of  each type of cancer.  RESULTS: Regular cell phone use was not associated with an increased risk of  neuroma (OR=0,92; 95% confidence interval=[0.53-1.59]), meningioma (OR=0,74; 95%  confidence interval=[0.43-1.28]) or glioma (OR=1.15; 95% confidence  interval=[0.65-2.05]). Although these results are not statistically significant,  a general tendency was observed for an increased risk of glioma among the  heaviest users: long-term users, heavy users, users with the largest numbers of  telephones. CONCLUSION: No significant increased risk for glioma, meningioma or neuroma was  observed among cell phone users participating in Interphone. The statistical  power of the study is limited, however. Our results, suggesting the possibility of an increased risk among the heaviest users, therefore need to be verified in  the international INTERPHONE analyses.  ","23095687, 17851009","The association between cell phone use and incident glioblastoma remains unclear. Some studies have reported that cell phone use was associated with incident glioblastoma, and with reduced survival of patients diagnosed with glioblastoma. However, other studies have repeatedly replicated to find an association between cell phone use and glioblastoma.","20215713, 17851009, 22882019, 12527940, 24348390, 19126439, 23095687, 14648713, 19261451, 17902192, 16804530, 18941554, 23261330, 10375602, 19494549, 24064953, 16570042"
What is the applicability of the No Promoter Left Behind method?,"The No Promoter Left Behind (NPLB) method is organism-independent, meaning it can be applied to any organism."," Context: Promoters have diverse regulatory architectures and thus activate genes  differently. For example, some have a TATA-box, many others do not. Even the  ones with it can differ in its position relative to the transcription start site  (TSS). No Promoter Left Behind (NPLB) is an efficient, organism-independent  method for characterizing such diverse architectures directly from  experimentally identified genome-wide TSSs, without relying on known promoter  elements. As a test case, we show its application in identifying novel  architectures in the fly genome. AVAILABILITY AND IMPLEMENTATION: Web-server at http://nplb.ncl.res.in Standalone also at https://github.com/computationalBiology/NPLB/ (Mac OSX/Linux). CONTACT: l.narlikar@ncl.res.in SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics  online.  ,  Context: Currently DNA profiling methods only compare a suspect's DNA with DNA left at  the crime scene. When there is no suspect, it would be useful for the police to  be able to predict what the person of interest looks like by analysing the DNA  left behind in a crime scene. Determination of the age of the suspect is an  important factor in creating an identikit. Human somatic cells gradually lose  telomeric repeats with age. This study investigated if one could use a  correlation between telomere length and age, to predict the age of an individual  from their DNA. Telomere length, in buccal cells, of 167 individuals aged  between 1 and 96 years old was measured using real-time quantitative PCR. Telomere length decreased with age (r=-0.185, P<0.05) and the age of an  individual could be roughly determined by the following formula: (age=relative  telomere length -1.5/-0.005). The regression (R(2)) value between telomere length and age was approximately 0.04, which is too low to be use for forensics.  The causes for the presence of large variation in telomere lengths in the  population were further investigated. The age prediction accuracies were low  ","26530723, 18378481","No Promoter Left Behind (NPLB) is an efficient, organism-independent method for characterizing promoter architectures directly from experimentally identified genome-wide TSSs, without relying on known promoter elements.",26530723
Does the Oncotype DX test work with paraffin embedded tissues?,"Yes, the Oncotype DX Colon Cancer Assay uses fixed paraffin embedded (FPE) primary colon tumor tissue."," Context: systematic review, by Marchionni et al. (2008), included literature up to  January 1(st), 2007. All studies identified in the review by Marchionni et al.  as well as those identified in updated literature searching were used to form  the evidentiary base of this review. The quality of the overall body of evidence  was identified as high, moderate, low or very low according to GRADE  methodology. INCLUSION CRITERIA: Any observational trial, controlled clinical trial,  randomized controlled trial (RCT), meta-analysis or systematic review that  reported on the laboratory performance, prognostic value and/or predictive value  of Oncotype-DX testing, or other outcome relevant to the Key Questions, specific to the target population was included. EXCLUSION CRITERIA: Studies that did not report original data or original data  analysis,Studies published in a language other than English,Studies reported only in abstract or as poster presentations (such publications were not sought  nor included in this review since the MAS does not generally consider evidence  that is not subject to peer review nor does the MAS consider evidence that lacks  ,  Context: BACKGROUND: The Oncotype DX Colon Cancer Assay is a new diagnostic test for  determining the likelihood of recurrence in stage II colon cancer patients after  surgical resection using fixed paraffin embedded (FPE) primary colon tumor  tissue. Like the Oncotype DX Breast Cancer Assay, this is a high complexity,  multi-analyte, reverse transcription (RT) polymerase chain reaction (PCR) assay  that measures the expression levels of specific cancer-related genes. By  capturing the biology underlying each patient's tumor, the Oncotype DX Colon  Cancer Assay provides a Recurrence Score (RS) that reflects an individualized  risk of disease recurrence. Here we describe its analytical performance using pre-determined performance criteria, which is a critical component of molecular  diagnostic test validation. RESULTS: All analytical measurements met pre-specified performance criteria. PCR amplification efficiency for all 12 assays was high, ranging from 96% to 107%,  while linearity was demonstrated over an 11 log2 concentration range for all  assays. Based on estimated components of variance for FPE RNA pools, analytical  ","23074401, 21176237","Yes, the Oncotype DX test works with paraffin embedded tissue.","23074401, 17039265, 18922117, 17463177, 16361546, 17140367"
Which disease of the central nervous system is characterized by the presence of Lewy bodies?,Lewy body disease (LBD) is a type of alpha-synucleinopathy characterized by the presence of numerous Lewy bodies in the central and sympathetic nervous systems.," Context:  Lewy bodies are intraneuronal inclusions initially found in the pigmented  brainstem nuclei of patients with Parkinson's disease. Their aspect varies  according to their neuronal or cerebral situation. They have been a long time the hallmark of Parkinson's disease, but in recent years it has emerged that a  small group of rare disorders or rare variants of common degenerative diseases  are also sometimes associated with Lewy bodies in the nervous system. Pathological studies have also individualized a new disorder characterized by  the presence of numerous Lewy bodies throughout the cerebral cortex and the  brainstem: Lewy body disease. The clinical syndrome associates dementia,  ,  Context: We proposed the term 'Lewy body disease' (LBD) in 1980. Subsequently, we  classified LBD into three types according to the distribution pattern of Lewy  bodies: a brainstem type, a transitional type and a diffuse type. Later, we  added the cerebral type. As we have proposed since 1980, LBD has recently been  used as a generic term, including Parkinson's disease, Parkinson's disease with  dementia and dementia with Lewy bodies. LBD has neuropathological  characteristics whereby numerous Lewy bodies are present in the central and  sympathetic nervous systems, and it is a type of alpha-synucleinopathy because  the main component of Lewy body is alpha-synuclein. In this paper we explain the most recent concept of LBD from the historical viewpoint.  ","1534893, 24597591",Parkinson s disease (PD) is one of the most common degenerative disorders of the central nervous system that produces motor and non-motor symptoms. The majority of cases are idiopathic and characterized by the presence of Lewy bodies containing fibrillar α-synuclein  ,"25514659, 20174468, 23587141, 2085926, 23281786, 22251432, 19155272, 23531432, 24095115, 22355263, 1534893, 10986355, 24465140, 23225525, 19877240, 23979994, 24291999"
The NoSAS Score can be used for screening of which disorders?,The NoSAS score can be used for screening Sleep-Disordered Breathing (SDB).," Context: compare its performance with the Epworth Sleepiness Scale (ESS), STOP-Bang, and  Berlin questionnaires for high-risk SDB. MATERIALS AND METHODS: This was a retrospective study. Patients who had a  full-night PSG examination between 01.03.2017 and 01.01.2018 at the sleep center  of our hospital were included in the study. Demographic characteristics,  anthropometrics measurements, ESS, STOP-Bang, and Berlin scores were collected  from the existing data of the patients. The NoSAS score was subsequently  calculated based on available data. Predictive parameters for each screening  questionnaires were calculated to compare the discriminative power of those for  high-risk SDB. RESULTS: A total of 450 patients were included in the study. The sensitivity,  specificity, PPV, and NPV of the NoSAS score were 81%, 51.2%, 88.2%, and 37.5%  for an AHI (apnea–hypopnea index) ≥ 5 event/h and 84.5%, 38.2%, 66%, and 63.4% for an AHI ≥ 15 event/h, respectively. AUC percentages for the NoSAS score,  STOP-Bang questionnaire, Berlin questionnaire, and ESS were 0.740, 0.737, 0.626,  and 0.571 for an AHI ≥ 5 events/h and 0.715, 0.704, 0.574, and 0.621 for an AHI  ,  Context: scores, which ranged from 0 to 17 and allocated a threshold of 8 points,  identified individuals at risk of clinically significant SDB (defined as an  apnea-hypopnea index [AHI] cutoff of ≥ 20 events/h), with an area under the  curve (AUC) of 0.707. The NoSAS score performed significantly better than the  STOP (AUC 0.655) and STOP-Bang (AUC 0.704) questionnaires and the ESS (AUC  0.642), and it was at par with the Berlin (AUC 0.697) scores for SDB screening.  A significant correlation was found between the AHI and NoSAS score (r = .386, P  < .001). CONCLUSIONS: The NoSAS score is a simple, efficient, and easy method for  screening SDB in the clinical setting, especially in moderate to severe SDB. It demonstrates a moderately high level of sensitivity for SDB.  ","32967411, 29394959","The NoSAS score can be used for screening of obstructive sleep apnea syndrome, Sleep-Disordered Breathing and obstructive sleep apnea-hypopnea syndrome.","31196834, 29518851, 30050090, 30220140, 33222029, 29394959, 32842224, 28064432, 32967411, 31998424, 30233849, 29789691, 29055261, 27321086"
What species is associated with Tetrodotoxin?,Takifugu niphobles (puffer fish) and Raoultella terrigena (bacteria).," Context: Puffer fish, Takifugu niphobles, collected from the Hong Kong coastal waters  were screened for tetrodotoxin-producing bacteria. A Gram-negative,  non-acid-fast, non-sporing and rod shaped bacterial strain (designated as  gutB01) was isolated from the intestine of the puffer fish and was shown to  produce tetrodotoxin (TTX). Based on the Microbial Identification (MIDI) and  16S-23S rDNA internal transcribed spacer (ITS) phylogenetic analysis, the strain was identified as Raoultella terrigena. The TTX production ability of the strain  was confirmed by mouse bioassay, ELISA and mass spectrometry (MALDI-TOF). Our  results reiterate that the TTX found in puffer fish was likely produced by the associated bacteria and TTX are widely produced amongst a diversity of bacterial  species.  ,  Context: Marine pufferfish contain tetrodotoxin (TTX), an extremely potent neurotoxin.  All species of the genus Takifugu accumulate TTX in the liver and ovaries,  although the tissue(s) in which it is localized can differ among species. TTX is  the major defense strategy the pufferfish appears to use against predators. TTX  is also used as a male-attracting pheromone during spawning. Here we demonstrate  an additional (and unexpected) use of maternal TTX in the early larval stages of the Takifugu pufferfish. Predation experiments demonstrated that juveniles of  all the species of fish used as predators ingested pufferfish larvae, but spat  them out promptly. Liquid Chromatography-Tandem Mass Spectrometry (LC-MSMS) analysis revealed that the pufferfish larvae contain a small quantity of TTX,  which is not enough to be lethal to the predators. Immunohistochemical analysis  with anti-TTX monoclonal antibody revealed that the TTX is primarily localized  ","22163191, 24279996","Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin found in a number of animal species, including pufferfish. TTX is originally produced by marine bacteria, and pufferfish are intoxicated through the food chain that starts with the bacteria. TTX is found in warm waters, especially of the Indian and Pacific Oceans. TTX poisoning due to marine snails has recently spread through Japan, China, Taiwan, and Europe.","20637221, 22028709, 24295175, 20411115, 22163191, 20161971, 21734837, 20479966, 22688023, 23724281, 21549050, 22690139, 24279996, 22069694"
Does a selective sweep increase genetic variation?,"No, a selective sweep describes the reduction of linked genetic variation due to strong positive selection."," Context: in a sweep and hitchhike with the adaptive allele. We show that the interplay  between mutation and exponential amplification through hitchhiking results in a  characteristic frequency spectrum of the resulting novel haplotype variation  that depends only on the ratio of the mutation rate and the selection  coefficient of the sweep. On the basis of this result, we develop an estimator  for the selection coefficient driving a sweep. Since this estimator utilizes the  novel variation arising from mutations during a sweep, it does not rely on  preexisting variation and can also be applied to loci that lack recombination.  Compared with standard approaches that infer selection coefficients from the size of dips in genetic diversity around the adaptive site, our estimator  requires much shorter sequences but sampled at high population depth to capture  low-frequency variants; given such data, it consistently outperforms standard approaches. We investigate analytically and numerically how the accuracy of our  estimator is affected by the decay of the sweep pattern over time as a  consequence of random genetic drift and discuss potential effects of  ,  Context:  A selective sweep describes the reduction of linked genetic variation due to  strong positive selection. If s is the fitness advantage of a homozygote for the  beneficial allele and h its dominance coefficient, it is usually assumed that h=1/2, i.e. the beneficial allele is co-dominant. We complement existing theory  for selective sweeps by assuming that h is any value in [0, 1]. We show that  genetic diversity patterns under selective sweeps with strength s and dominance 0 < h < 1 are similar to co-dominant sweeps with selection strength 2hs.  Moreover, we focus on the case h=0 of a completely recessive beneficial allele.  We find that the length of the sweep, i.e. the time from occurrence until  ","22491190, 21076829","Selective sweep is a phenomenon in which the fixation of strongly beneficial alleles within a population reduces genetic diversity at partially linked neutral loci. Reduced variation or deviations from neutrality, along with an excess of fixed replacement sites, are indicative of selective sweep.","18346126, 16951057, 21705748, 24126360, 20140188, 21624997, 17396267, 21385389, 16339379, 22491190, 24282552, 24465214, 24075201, 16322515, 21076829, 16367838, 22087274, 20978039, 20352120"
List markers for autophagy.,GFP-LC3 and GFP-Atg5 are used as markers for monitoring autophagy.," Context: (Atg) complexes in mammals are ULK1 protein kinase, Atg9-WIPI-1 and  Vps34-beclin1 class III PI3-kinase complexes, and the Atg12 and LC3 conjugation  systems. In addition, PI(3)-binding proteins, PI3-phosphatases, and Rab proteins  contribute to autophagy. The autophagy process consists of continuous dynamic  membrane formation and fusion. In this review, the relationships between these  Atg complexes and each process are described. Finally, the critical points for  monitoring autophagy, including the use of GFP-LC3 and GFP-Atg5, are discussed.  ,  Context: point to fully integrated, multitiered regulatory and effector connections  between autophagy and nearly all facets of innate and adaptive immunity.  Autophagy in the immune system as a whole confers measured immune responses; on  the flip side, suppression of autophagy can lead to inflammation and tissue  damage, as evidenced by Crohn's disease predisposition polymorphisms in  autophagy basal apparatus (Atg16L) and regulatory (IRGM) genes. Polymorphisms in  the IRGM gene in human populations have also been linked to predisposition to  tuberculosis. There are several areas of most recent growth: first, links  between autophagy regulators and infectious disease predisposition in human populations; second, demonstration of a role for autophagy in infection control  in vivo in animal models; third, the definition of specific antiautophagic  defenses in highly evolved pathogens; and fourth, recognition of connections between the ubiquitin system and autophagy of bacteria (and interestingly  mitochondria, which are incidentally organelles of bacterial evolutionary  origin) via a growing list of modifier and adapter proteins including  ","21175768, 20116986",Expression of LC3-II and BECN1 as well as SQSTM1 are used as markers of autophagy activity.,"23182945, 23626658, 23598404, 22807527, 24255881, 23117929, 23437259, 24231340, 23940944, 24291536, 23727153, 23737395, 22652752, 23822101, 24141623, 23608825, 23193914, 24126619"
