question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,"Histone lysine methylation plays a role in medulloblastoma, as frequent mutations in histone H3 lysine 27 (H3K27) demethylases have been found in Group 3 and Group 4 medul"," Context: known tumor suppressor genes (TSG), most not previously implicated in  medulloblastoma. Notably, we identified previously unknown amplifications and  homozygous deletions, including recurrent, mutually exclusive, highly focal ,  Context: critical genes in its development, we profiled the promoter methylation status  of 11 candidate tumour-suppressor genes (TSGs; p14(ARF), p15(INK4b), p16(INK4a),  CASP8, HIC1, EDNRB, TIMP3, TP73, TSLC1, RIZ1 and RASSF1A) in medulloblastoma ,  Context: Recent studies showed frequent mutations in histone H3 lysine 27 (H3K27)  demethylases in medulloblastomas of Group 3 and Group 4, suggesting a role for  H3K27 methylation in these tumors. Indeed, trimethylated H3K27 (H3K27me3) levels ,  Context: class a potential new area for the development of novel chemotherapeutics. EZH2  is the catalytic component of the polycomb group repressive complex (PRC2),  which selectively methylates histone H3 lysine 27 (H3K27). EZH2 is overexpressed ,  Context: methyltransferases. In particular, the MLL family of methyltransferases for  histone H3 lysine 4 were mutated in 20% of tumors. CONCLUSION: The NFE2L2-KEAP1 and MLL pathways are recurrently mutated in  multiple cohorts of HCC. ,  Context: lysine 9 methylation activities. These results support the hypothesis that H3  lysine 9 methylation activities of a PR/SET domain have tumor suppression  functions and may underlie carcinogenesis associated with dietary methyl donor  deficiency. ","19270706, 14688019, 23179372, 22904200, 23728943, 14633678","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
What is the role of STAG1/STAG2 proteins in differentiation?,"The role of STAG1/STAG2 proteins in differentiation is not explicitly stated. However, it is mentioned that STAG3 is germinal cell-specific and is a subunit of the meiotic cohesin complex, which suggests that ST"," Context: with inactivating alterations of STAG2. ,  Context: STAG3, is germinal cell-specific and is a subunit of the meiotic cohesin  complex. To date, the meiosis-specific cohesin complex has been considered to be  responsible for sister chromatid cohesion during meiosis. We studied replacement ,  Context: dynamic regulation than previously thought, such as cell cycle dependent  activation and oscillating gene expression. We discuss here recent advances in  understanding how Notch signaling is regulated in the developing nervous system ,  Context: The Fanconi anemia (FA) core complex plays a central role in the DNA damage  response network involving breast cancer susceptibility gene products, BRCA1 and  BRCA2. The complex consists of eight FA proteins, including a ubiquitin ligase ,  Context: The generation of functionally distinct neuronal subtypes within the vertebrate  central nervous system (CNS) requires the precise regulation of progenitor gene  expression in specific neuronal territories during early embryogenesis. ,  Context: T-STAG (tissue-specific transcripts and genes) is a resource and web-interface,  designated to analyze tissue/tumor-specific expression patterns in human and  mouse transcriptomes. It integrates our refined prediction of specific ","28430577, 12034751, 19783418, 17396147, 27668865, 15980556",STAG1/STAG2 proteins are tumour suppressor proteins that suppress cell proliferation and are essential for differentiation.,"26997282, 21589869, 19822671, 29867216, 15361841, 28430577, 27298259, 12034751, 18276799"
What is the association between cell phone use and glioblastoma?,"There is no mention of glioblastoma in the provided context. However, there is a mention of glioma, which shows an increased risk with latency >15-20 years of wireless phone use (mobile and cordless phones)."," Context: type of wireless phones (2G and 3G mobile phones, cordless phones) gave  increased risk with latency >1-5 years, then a lower risk in the following  latency groups, but again increasing risk with latency >15-20 years. Ipsilateral ,  Context: (n = 1,251) in our case-control studies were included and followed from the date  of diagnosis to the date of death or until May 30, 2012. RESULTS: For glioma, the use of wireless phones (mobile and cordless phones) ,  Context: RESULTS: Regular cell phone use was not associated with an increased risk of  neuroma (OR=0,92; 95% confidence interval=[0.53-1.59]), meningioma (OR=0,74; 95%  confidence interval=[0.43-1.28]) or glioma (OR=1.15; 95% confidence ,  Context: Swedish studies, independent of industry funding, reported numerous findings of  significant increased brain tumor risk from cellphone and cordless phone use. An  analysis of the data from the Interphone studies suggests that either the use of ,  Context: mobile phones was based mainly on the Hardell group of studies from Sweden and  the IARC Interphone study. We give an overview of current epidemiological  evidence for an increased risk for brain tumours including a meta-analysis of ","24064953, 23095687, 17851009, 19356911, 23261330","The association between cell phone use and incident glioblastoma remains unclear. Some studies have reported that cell phone use was associated with incident glioblastoma, and with reduced survival of patients diagnosed with glioblastoma. However, other studies have repeatedly replicated to find an association between cell phone use and glioblastoma.","20215713, 17851009, 22882019, 12527940, 24348390, 19126439, 23095687, 14648713, 19261451, 17902192, 16804530, 18941554, 23261330, 10375602, 19494549, 24064953, 16570042"
What is the applicability of the No Promoter Left Behind method?,The No Promoter Left Behind (NPLB) method is organism-independent and can characterize diverse architectures directly from experimentally identified genome-wide TSSs.," Context: (TSS). No Promoter Left Behind (NPLB) is an efficient, organism-independent  method for characterizing such diverse architectures directly from  experimentally identified genome-wide TSSs, without relying on known promoter ,  Context: replication, their tight mutants are unable to enter S phase. This is the case  for dpb11-iAID and mcm10-iAID cells after the addition of tetracycline and  auxin. Both the 'Tet-OFF' promoter and the AID system have been shown to work in ,  Context: higher performance in the EPISONO cohort, with an AUC of 0·81 (0·77-0·85). The  NoSAS score performed significantly better than did the STOP-Bang (AUC 0·67 [95%  CI 0·65-0·69]; p<0·0001) and Berlin (0·63 [0·61-0·66]; p<0·0001) scores. ,  Context: library preparation methods for successful data acquisition by RNA-seq. TRAP  offers an ideal tool for plant research as many developmental processes involve  cell wall-related and mechanical signaling pathways. The use of promoters to ,  Context: the ab initio techniques. This experiment also presents the first assessment of  promoter prediction techniques for a significant number of genes in a large  contiguous region. We discovered that the promoter predictors' high ,  Context: exhibit poor performance of gene promoter prediction methods on miRNAs. In this  paper, we concentrate on the problem of TSS prediction for miRNAs. The present  study begins with the identification of positive and negative promoter samples ","26530723, 26081484, 27321086, 32478741, 10779488, 22499686","No Promoter Left Behind (NPLB) is an efficient, organism-independent method for characterizing promoter architectures directly from experimentally identified genome-wide TSSs, without relying on known promoter elements.",26530723
Does the Oncotype DX test work with paraffin embedded tissues?,"Yes, the Oncotype DX test works with formalin-fixed paraffin-embedded (FPE) tissues. In fact, it is mentioned that one of its advantages is the ease of use of such tissues. Additionally, the Oncotype DX Colon"," Context: reliable is Oncotype-DX (i.e., how repeatable and reproducible is  Oncotype-DX)?How often does Oncotype-DX fail to give a useable result?What is  the prognostic value of Oncotype-DX?Is Oncotype-DX recurrence score associated ,  Context: acceptance for payment by third party payors, the ease of use of formalin fixed  paraffin embedded tissues, a recommendation as ready for use by the American  Society of Clinical Oncology Breast Cancer Tumor Markers Update Committee, a ,  Context: oncotype DX and MammaPrint. Current evidence indicates that the oncotype DX test  has the advantages of earlier commercial launch, wide acceptance for payment by  third-party payors in the U.S., ease of use of formalin-fixed paraffin-embedded ,  Context: the Oncotype DX breast cancer assay into routine clinical practice. This expert  dialog offers an update and clinical insights into when, how, and why clinicians  might incorporate the Oncotype DX assay into the management of their breast ,  Context: BACKGROUND: The Oncotype DX Colon Cancer Assay is a new diagnostic test for  determining the likelihood of recurrence in stage II colon cancer patients after  surgical resection using fixed paraffin embedded (FPE) primary colon tumor ,  Context: biomarker for 88.4% of the clinical samples. The success rates decreased and  tissue consumption increased with testing of additional biomarkers.  Investigational Oncomine Dx Target Tests were permitted 1 tissue slide each and ","23074401, 19546609, 18515733, 19536946, 21176237, 30243889","Yes, the Oncotype DX test works with paraffin embedded tissue.","23074401, 17039265, 18922117, 17463177, 16361546, 17140367"
Which disease of the central nervous system is characterized by the presence of Lewy bodies?,"Lewy body disease (LBD) is characterized by the widespread distribution of Lewy bodies in virtually every brain area. Specifically, three types of LBD have been classified based on the distribution pattern of Lewy bodies: a brainstem type,"," Context: Pathological studies have also individualized a new disorder characterized by  the presence of numerous Lewy bodies throughout the cerebral cortex and the  brainstem: Lewy body disease. The clinical syndrome associates dementia, ,  Context: accompanied by subcortical multisystem degeneration with neuronal loss and  gliosis with or without Alzheimer pathologic state. Lewy bodies also occur in  numerous other disorders, including pure autonomic failure, neuroaxonal ,  Context: as the disease progresses, and prion-like cell-to-cell transmission of  aggregated α-synuclein is thought to be the underlying mechanism for this  pathological spreading. LRRK2 is another protein linked to the pathogenesis of ,  Context: abnormalities and late-onset neurological and muscular defects. We report two  Chilean brothers with the McLeod phenotype who showed important psychiatric  features. The diagnosis may be elusive if the presence of acanthocytosis is not ,  Context: We proposed the term 'Lewy body disease' (LBD) in 1980. Subsequently, we  classified LBD into three types according to the distribution pattern of Lewy  bodies: a brainstem type, a transitional type and a diffuse type. Later, we ,  Context: Lewy body diseases include Parkinson disease and dementia with Lewy bodies and  are characterized by the widespread distribution of Lewy bodies in virtually  every brain area. The main component of Lewy bodies is alpha-synuclein (AS). ","1534893, 14502650, 24465140, 17277857, 24597591, 22923347",Parkinson s disease (PD) is one of the most common degenerative disorders of the central nervous system that produces motor and non-motor symptoms. The majority of cases are idiopathic and characterized by the presence of Lewy bodies containing fibrillar α-synuclein  ,"25514659, 20174468, 23587141, 2085926, 23281786, 22251432, 19155272, 23531432, 24095115, 22355263, 1534893, 10986355, 24465140, 23225525, 19877240, 23979994, 24291999"
The NoSAS Score can be used for screening of which disorders?,The NoSAS score is a simple and efficient screening tool for Obstructive Sleep Apnea Syndrome (OSAS) in patients with Major Depressive Episodes (MDE).," Context: sleep-disordered breathing. The NoSAS score was externally validated in an  independent sleep cohort (EPISONO). We compared its performance to existing  screening scores (STOP-Bang and Berlin scores). ,  Context: CONCLUSIONS: This is the first study assessing the performance of screening  tools for OSAS in MDE. The NoSAS score is a simple and efficient screening tool  for OSAS in this population, and may be a helpful instrument for clinicians. ,  Context: objective sleep study may be considered in these patients. ,  Context: is necessary to further evaluate the diagnostic value of NoSAS score. ,  Context: OSA was 0.538 and 0.624, respectively. The sensitivity and specificity of NoSAS  combined with improved Mallampati grading for screening OSA were 0.813 and  0.710, respectively. Conclusion:As a new screening tool, NoSAS questionnaire is ,  Context: for an AHI ≥ 15 event/h, respectively. AUC percentages for the NoSAS score,  STOP-Bang questionnaire, Berlin questionnaire, and ESS were 0.740, 0.737, 0.626,  and 0.571 for an AHI ≥ 5 events/h and 0.715, 0.704, 0.574, and 0.621 for an AHI ","27321086, 29055261, 29789691, 29518851, 32842224, 32967411","The NoSAS score can be used for screening of obstructive sleep apnea syndrome, Sleep-Disordered Breathing and obstructive sleep apnea-hypopnea syndrome.","31196834, 29518851, 30050090, 30220140, 33222029, 29394959, 32842224, 28064432, 32967411, 31998424, 30233849, 29789691, 29055261, 27321086"
What species is associated with Tetrodotoxin?,Pufferfish.," Context: associated bacteria and TTX are widely produced amongst a diversity of bacterial  species. ,  Context: an adjunct to weapons used not only in the search of food and clothes, but also  for preventing depredation by wild animals. They have been employed for martial  and criminal purposes and also as a means of determining guilt or innocence. By ,  Context: remarkable potency and selectivity against target receptors has led to an  explosion in the number of new toxins being discovered and characterised. From  an evolutionary perspective, spiders are the most successful venomous animals ,  Context: Tetrodotoxin is a potent low weight marine toxin found in warm waters,  especially of the Indian and Pacific Oceans. Intoxications are usually linked to  the consumption of the puffer fish, although TTX was already detected in several ,  Context: Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin  found in a number of animal species, including pufferfish. Protection from toxin  tainted food stuffs requires rapid, sensitive, and specific diagnostic tests. An ,  Context: of 1 microM tetrodotoxin.(ABSTRACT TRUNCATED AT 250 WORDS) ","22163191, 15302523, 19674480, 22690139, 20411115, 8026537","Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin found in a number of animal species, including pufferfish. TTX is originally produced by marine bacteria, and pufferfish are intoxicated through the food chain that starts with the bacteria. TTX is found in warm waters, especially of the Indian and Pacific Oceans. TTX poisoning due to marine snails has recently spread through Japan, China, Taiwan, and Europe.","20637221, 22028709, 24295175, 20411115, 22163191, 20161971, 21734837, 20479966, 22688023, 23724281, 21549050, 22690139, 24279996, 22069694"
Does a selective sweep increase genetic variation?,"No, a selective sweep is typically associated with a local reduction of genetic diversity around the adaptive site."," Context: 0 < h < 1 are similar to co-dominant sweeps with selection strength 2hs.  Moreover, we focus on the case h=0 of a completely recessive beneficial allele.  We find that the length of the sweep, i.e. the time from occurrence until ,  Context: Selective sweeps are typically associated with a local reduction of genetic  diversity around the adaptive site. However, selective sweeps can also quickly  carry neutral mutations to observable population frequencies if they arise early ,  Context: as the spread of the beneficial mutation across demes is delayed when migration  rate is much smaller than the strength of selection. Furthermore, the amount of  genetic variation after a selective sweep is expected to be unequal over demes: ","21076829, 22491190, 21705748","Selective sweep is a phenomenon in which the fixation of strongly beneficial alleles within a population reduces genetic diversity at partially linked neutral loci. Reduced variation or deviations from neutrality, along with an excess of fixed replacement sites, are indicative of selective sweep.","18346126, 16951057, 21705748, 24126360, 20140188, 21624997, 17396267, 21385389, 16339379, 22491190, 24282552, 24465214, 24075201, 16322515, 21076829, 16367838, 22087274, 20978039, 20352120"
List markers for autophagy.,"Autophagosome membrane marker is a marker for autophagy. Additionally, Beclin 1 is also involved in autophagy, whereas Bcl-2 levels decrease during autophagy."," Context: Various methods have been used to detect the marker genes and the proteins  involved in these processes. Quantitative real-time PCR (qRT-PCR) method for  monitoring the expression of genes involved in autophagy or autophagic cell ,  Context: responses to viral and bacterial infections. Some viruses encode virulence  factors for blocking autophagy, whereas others utilize some autophagy components  for their intracellular growth or cellular budding. The ""core"" autophagy-related ,  Context: autophagosome membrane marker and the mTOR signaling pathway, and Beclin 1 while  decreasing the Bcl-2 levels. Moreover, these expressions correlate with a  decreased binding ratio between Bcl-2 and Beclin 1, in effect limiting the ,  Context: Autophagy is the process by which portions of cytoplasm are enclosed by  membranous organelles, phagophores, which deliver the sequestered cytoplasm to  degradative autophagic vacuoles. Genes and proteins involved in phagophore ,  Context: fibroblasts to undergo autophagy/mitophagy and aerobic glycolysis. This, in  turn, produces recycled nutrients (lactate, ketones and glutamine) to feed  anabolic cancer cells, which are undergoing oxidative mitochondrial metabolism. ,  Context: between the ubiquitin system and autophagy of bacteria (and interestingly  mitochondria, which are incidentally organelles of bacterial evolutionary  origin) via a growing list of modifier and adapter proteins including ","28889353, 21175768, 24326530, 25779646, 21521946, 20116986",Expression of LC3-II and BECN1 as well as SQSTM1 are used as markers of autophagy activity.,"23182945, 23626658, 23598404, 22807527, 24255881, 23117929, 23437259, 24231340, 23940944, 24291536, 23727153, 23737395, 22652752, 23822101, 24141623, 23608825, 23193914, 24126619"
