question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,"Defective control of histone lysine methylation, particularly at H3K9, contributes to medulloblastoma. Restoration of expression of genes controlling H3K9 methylation greatly diminishes proliferation of medulloblastoma in vitro"," Context: determination of stem cell fates and has been implicated in carcinogenesis.  Consistent with our genetic data, restoration of expression of genes controlling  H3K9 methylation greatly diminishes proliferation of medulloblastoma in vitro. ,  Context: determination of stem cell fates and has been implicated in carcinogenesis.  Consistent with our genetic data, restoration of expression of genes controlling  H3K9 methylation greatly diminishes proliferation of medulloblastoma in vitro. ,  Context: current review will focus on the most recent findings on the molecular pathology  of medulloblastoma and discuss their potential contribution to treatments  directed by the molecular alterations. ,  Context: current review will focus on the most recent findings on the molecular pathology  of medulloblastoma and discuss their potential contribution to treatments  directed by the molecular alterations. ,  Context: Copy number aberrations of genes with critical roles in writing, reading,  removing and blocking the state of histone lysine methylation, particularly at  H3K9, suggest that defective control of the histone code contributes to the ,  Context: Copy number aberrations of genes with critical roles in writing, reading,  removing and blocking the state of histone lysine methylation, particularly at  H3K9, suggest that defective control of the histone code contributes to the ","19270706, 19270706, 19747111, 19747111, 19270706, 19270706","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
What is the role of STAG1/STAG2 proteins in differentiation?,"The role of STAG1/STAG2 proteins in differentiation is not explicitly stated. However, it is mentioned that knockout of both genes leads to a synthetic lethal interaction affecting cell proliferation, suggesting that these proteins may play a role in cell growth or"," Context: integrins at focal adhesions, and integrins are known to be present in TBCs. ,  Context: integrins at focal adhesions, and integrins are known to be present in TBCs. ,  Context: proliferation. We further confirmed the synthetic lethal interaction developing  a vector-free CRISPR system to induce STAG1/STAG2 double gene knockout. We  provide strong evidence that STAG1 is a promising therapeutic target in cancers ,  Context: proliferation. We further confirmed the synthetic lethal interaction developing  a vector-free CRISPR system to induce STAG1/STAG2 double gene knockout. We  provide strong evidence that STAG1 is a promising therapeutic target in cancers ,  Context: and a homologue of the XCAP-E condensin, does not suppress brn1, pointing to  functional specialization of components of the condensin complex. ,  Context: and a homologue of the XCAP-E condensin, does not suppress brn1, pointing to  functional specialization of components of the condensin complex. ","22553491, 22553491, 28430577, 28430577, 10749931, 10749931",STAG1/STAG2 proteins are tumour suppressor proteins that suppress cell proliferation and are essential for differentiation.,"26997282, 21589869, 19822671, 29867216, 15361841, 28430577, 27298259, 12034751, 18276799"
What is the association between cell phone use and glioblastoma?,There is no mention of an association between cell phone use and glioblastoma in the provided context.," Context: with the logistic regression model. Significance was set at p < 0.05. RESULTS: Multivariate analysis showed the only factor associated with longer  survival, both for newly diagnosed and for recurrent GBM, was resection extent. ,  Context: with the logistic regression model. Significance was set at p < 0.05. RESULTS: Multivariate analysis showed the only factor associated with longer  survival, both for newly diagnosed and for recurrent GBM, was resection extent. ,  Context: of glioblastoma patients. ,  Context: of glioblastoma patients. ,  Context: patients is still poor. Fewer than 3% of glioblastoma patients are still alive  at 5 years after diagnosis, older age being the most significant and consistent  prognostic factor of poorer outcome. Gliomas are components of several inherited ,  Context: patients is still poor. Fewer than 3% of glioblastoma patients are still alive  at 5 years after diagnosis, older age being the most significant and consistent  prognostic factor of poorer outcome. Gliomas are components of several inherited ","22718138, 22718138, 22374425, 22374425, 19107440, 19107440","The association between cell phone use and incident glioblastoma remains unclear. Some studies have reported that cell phone use was associated with incident glioblastoma, and with reduced survival of patients diagnosed with glioblastoma. However, other studies have repeatedly replicated to find an association between cell phone use and glioblastoma.","20215713, 17851009, 22882019, 12527940, 24348390, 19126439, 23095687, 14648713, 19261451, 17902192, 16804530, 18941554, 23261330, 10375602, 19494549, 24064953, 16570042"
What is the applicability of the No Promoter Left Behind method?,I am uncertain about the applicability of the No Promoter Left Behind method as there is no mention of it in the provided context.," Context: set up and then evaluate a call center procedure involving extensive counseling  for parents and reminder telephone calls. ,  Context: set up and then evaluate a call center procedure involving extensive counseling  for parents and reminder telephone calls. ,  Context: framework. It then proposes a procedure for this evaluation. ,  Context: framework. It then proposes a procedure for this evaluation. ,  Context: (2011-2012) in which no interventional program was conducted. RESULTS: Compliance was better in the group of patients followed (2012-2013);  59.7% of them received all the palivizumab doses, while only 32.9% of the ,  Context: (2011-2012) in which no interventional program was conducted. RESULTS: Compliance was better in the group of patients followed (2012-2013);  59.7% of them received all the palivizumab doses, while only 32.9% of the ","25534557, 25534557, 18002293, 18002293, 25534557, 25534557","No Promoter Left Behind (NPLB) is an efficient, organism-independent method for characterizing promoter architectures directly from experimentally identified genome-wide TSSs, without relying on known promoter elements.",26530723
Does the Oncotype DX test work with paraffin embedded tissues?,"Yes, the Oncotype DX Colon Cancer Assay uses fixed paraffin embedded (FPE) primary colon tumor tissue."," Context: BACKGROUND: The Oncotype DX Colon Cancer Assay is a new diagnostic test for  determining the likelihood of recurrence in stage II colon cancer patients after  surgical resection using fixed paraffin embedded (FPE) primary colon tumor ,  Context: BACKGROUND: The Oncotype DX Colon Cancer Assay is a new diagnostic test for  determining the likelihood of recurrence in stage II colon cancer patients after  surgical resection using fixed paraffin embedded (FPE) primary colon tumor ,  Context: assay requires a fresh-frozen tissue sample, which is not always feasible. The  oncotype DX® genomic assay has also been used to help prognosis estimation and  treatment decisions. It is currently under evaluation in conjunction with the ,  Context: assay requires a fresh-frozen tissue sample, which is not always feasible. The  oncotype DX® genomic assay has also been used to help prognosis estimation and  treatment decisions. It is currently under evaluation in conjunction with the ,  Context: made following multidisciplinary discussion, with adherence to guidelines and  consideration of trial protocol and Oncotype DX recurrence scores. RESULTS: 479 consecutive patients were included in the study, of whom 241 (50%) ,  Context: made following multidisciplinary discussion, with adherence to guidelines and  consideration of trial protocol and Oncotype DX recurrence scores. RESULTS: 479 consecutive patients were included in the study, of whom 241 (50%) ","21176237, 21176237, 21278441, 21278441, 25240289, 25240289","Yes, the Oncotype DX test works with paraffin embedded tissue.","23074401, 17039265, 18922117, 17463177, 16361546, 17140367"
Which disease of the central nervous system is characterized by the presence of Lewy bodies?,Parkinson's disease and dementia with Lewy bodies are characterized by the presence of Lewy bodies.," Context: Lewy bodies and Lewy neurites are the defining neuropathological characteristics  of Parkinson's disease and dementia with Lewy bodies. They are made of abnormal  filamentous assemblies of unknown composition. We show here that Lewy bodies and ,  Context: Lewy bodies and Lewy neurites are the defining neuropathological characteristics  of Parkinson's disease and dementia with Lewy bodies. They are made of abnormal  filamentous assemblies of unknown composition. We show here that Lewy bodies and ,  Context: AD by fluctuating cognition, prominent visual hallucinations and parkinsonism,  and from Parkinson disease, by the appearance of parkinsonism within one year of  cognitive or behavioral decline. The main component of Lewy bodies is ,  Context: AD by fluctuating cognition, prominent visual hallucinations and parkinsonism,  and from Parkinson disease, by the appearance of parkinsonism within one year of  cognitive or behavioral decline. The main component of Lewy bodies is ,  Context: full-length alpha-synuclein. The number of alpha-synuclein-stained structures  exceeded that immunoreactive for ubiquitin, which is currently the most  sensitive marker of Lewy bodies and Lewy neurites. Staining for alpha-synuclein ,  Context: full-length alpha-synuclein. The number of alpha-synuclein-stained structures  exceeded that immunoreactive for ubiquitin, which is currently the most  sensitive marker of Lewy bodies and Lewy neurites. Staining for alpha-synuclein ","9600990, 9600990, 18991634, 18991634, 9600990, 9600990",Parkinson s disease (PD) is one of the most common degenerative disorders of the central nervous system that produces motor and non-motor symptoms. The majority of cases are idiopathic and characterized by the presence of Lewy bodies containing fibrillar α-synuclein  ,"25514659, 20174468, 23587141, 2085926, 23281786, 22251432, 19155272, 23531432, 24095115, 22355263, 1534893, 10986355, 24465140, 23225525, 19877240, 23979994, 24291999"
The NoSAS Score can be used for screening of which disorders?,"The NoSAS score is a new screening tool similar to the SBQ questionnaire, and it is also simple and effective. However, its diagnostic value needs further evaluation. Based on this information, I am uncertain about the specific disorder(s) that the"," Context: is necessary to further evaluate the diagnostic value of NoSAS score. ,  Context: is necessary to further evaluate the diagnostic value of NoSAS score. ,  Context: is necessary to further evaluate the diagnostic value of NoSAS score. ,  Context: is necessary to further evaluate the diagnostic value of NoSAS score. ,  Context: SBQ questionnaire have a moderate performance in diagnosing OSAHS. The NoSAS  score is a new screening tool, and it is similar to the SBQ questionnaire, being  also simple and effective. While the SBQ questionnaire is more widely used, it ,  Context: SBQ questionnaire have a moderate performance in diagnosing OSAHS. The NoSAS  score is a new screening tool, and it is similar to the SBQ questionnaire, being  also simple and effective. While the SBQ questionnaire is more widely used, it ","29518851, 29518851, 29518851, 29518851, 29518851, 29518851","The NoSAS score can be used for screening of obstructive sleep apnea syndrome, Sleep-Disordered Breathing and obstructive sleep apnea-hypopnea syndrome.","31196834, 29518851, 30050090, 30220140, 33222029, 29394959, 32842224, 28064432, 32967411, 31998424, 30233849, 29789691, 29055261, 27321086"
What species is associated with Tetrodotoxin?,Pufferfish (Takifugu niphobles) is a species associated with Tetrodotoxin.," Context: Puffer fish, Takifugu niphobles, collected from the Hong Kong coastal waters  were screened for tetrodotoxin-producing bacteria. A Gram-negative,  non-acid-fast, non-sporing and rod shaped bacterial strain (designated as ,  Context: Puffer fish, Takifugu niphobles, collected from the Hong Kong coastal waters  were screened for tetrodotoxin-producing bacteria. A Gram-negative,  non-acid-fast, non-sporing and rod shaped bacterial strain (designated as ,  Context: Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin  found in a number of animal species, including pufferfish. Protection from toxin  tainted food stuffs requires rapid, sensitive, and specific diagnostic tests. An ,  Context: Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin  found in a number of animal species, including pufferfish. Protection from toxin  tainted food stuffs requires rapid, sensitive, and specific diagnostic tests. An ,  Context: was identified as Raoultella terrigena. The TTX production ability of the strain  was confirmed by mouse bioassay, ELISA and mass spectrometry (MALDI-TOF). Our  results reiterate that the TTX found in puffer fish was likely produced by the ,  Context: was identified as Raoultella terrigena. The TTX production ability of the strain  was confirmed by mouse bioassay, ELISA and mass spectrometry (MALDI-TOF). Our  results reiterate that the TTX found in puffer fish was likely produced by the ","22163191, 22163191, 20411115, 20411115, 22163191, 22163191","Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin found in a number of animal species, including pufferfish. TTX is originally produced by marine bacteria, and pufferfish are intoxicated through the food chain that starts with the bacteria. TTX is found in warm waters, especially of the Indian and Pacific Oceans. TTX poisoning due to marine snails has recently spread through Japan, China, Taiwan, and Europe.","20637221, 22028709, 24295175, 20411115, 22163191, 20161971, 21734837, 20479966, 22688023, 23724281, 21549050, 22690139, 24279996, 22069694"
Does a selective sweep increase genetic variation?,"No, a selective sweep describes the reduction of linked genetic variation due to strong positive selection."," Context: in a sweep and hitchhike with the adaptive allele. We show that the interplay  between mutation and exponential amplification through hitchhiking results in a  characteristic frequency spectrum of the resulting novel haplotype variation ,  Context: in a sweep and hitchhike with the adaptive allele. We show that the interplay  between mutation and exponential amplification through hitchhiking results in a  characteristic frequency spectrum of the resulting novel haplotype variation ,  Context: A selective sweep describes the reduction of linked genetic variation due to  strong positive selection. If s is the fitness advantage of a homozygote for the  beneficial allele and h its dominance coefficient, it is usually assumed that ,  Context: A selective sweep describes the reduction of linked genetic variation due to  strong positive selection. If s is the fitness advantage of a homozygote for the  beneficial allele and h its dominance coefficient, it is usually assumed that ,  Context: that depends only on the ratio of the mutation rate and the selection  coefficient of the sweep. On the basis of this result, we develop an estimator  for the selection coefficient driving a sweep. Since this estimator utilizes the ,  Context: that depends only on the ratio of the mutation rate and the selection  coefficient of the sweep. On the basis of this result, we develop an estimator  for the selection coefficient driving a sweep. Since this estimator utilizes the ","22491190, 22491190, 21076829, 21076829, 22491190, 22491190","Selective sweep is a phenomenon in which the fixation of strongly beneficial alleles within a population reduces genetic diversity at partially linked neutral loci. Reduced variation or deviations from neutrality, along with an excess of fixed replacement sites, are indicative of selective sweep.","18346126, 16951057, 21705748, 24126360, 20140188, 21624997, 17396267, 21385389, 16339379, 22491190, 24282552, 24465214, 24075201, 16322515, 21076829, 16367838, 22087274, 20978039, 20352120"
List markers for autophagy.,p62/SQSTM1 and NBR1 are markers for autophagy as they physically link autophagic cargo to ATG8/MAP1-LC3/GABARAP family members located on the forming autophagic membranes.," Context: autophagic cargo to ATG8/MAP1-LC3/GABARAP family members located on the forming  autophagic membranes, have been identified. To identify conditions or compounds  that affect autophagy, cell systems that efficiently report on autophagic flux ,  Context: autophagic cargo to ATG8/MAP1-LC3/GABARAP family members located on the forming  autophagic membranes, have been identified. To identify conditions or compounds  that affect autophagy, cell systems that efficiently report on autophagic flux ,  Context: number of methods for monitoring autophagy are available, and several excellent  protocols have been published in this journal (Klionsky et al., Autophagy  8:445-544, 2012; Tooze et al., Methods Mol Biol 1270:155-165, 2015; Tabata et ,  Context: number of methods for monitoring autophagy are available, and several excellent  protocols have been published in this journal (Klionsky et al., Autophagy  8:445-544, 2012; Tooze et al., Methods Mol Biol 1270:155-165, 2015; Tabata et ,  Context: Macroautophagy (hereafter referred to as autophagy) is a catabolic pathway to  isolate and transport cytosolic components to the lysosome for degradation.  Recently, autophagy receptors, like p62/SQSTM1 and NBR1, which physically link ,  Context: Macroautophagy (hereafter referred to as autophagy) is a catabolic pathway to  isolate and transport cytosolic components to the lysosome for degradation.  Recently, autophagy receptors, like p62/SQSTM1 and NBR1, which physically link ","20574168, 20574168, 27812870, 27812870, 20574168, 20574168",Expression of LC3-II and BECN1 as well as SQSTM1 are used as markers of autophagy activity.,"23182945, 23626658, 23598404, 22807527, 24255881, 23117929, 23437259, 24231340, 23940944, 24291536, 23727153, 23737395, 22652752, 23822101, 24141623, 23608825, 23193914, 24126619"
