question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,"The implication of histone H3 lysine 27 (H3K27) methylation in medulloblastoma is that it may play a role in these tumors, as suggested by frequent mutations in H3K27 demethylases in"," Context: known tumor suppressor genes (TSG), most not previously implicated in  medulloblastoma. Notably, we identified previously unknown amplifications and  homozygous deletions, including recurrent, mutually exclusive, highly focal ,  Context: Recent studies showed frequent mutations in histone H3 lysine 27 (H3K27)  demethylases in medulloblastomas of Group 3 and Group 4, suggesting a role for  H3K27 methylation in these tumors. Indeed, trimethylated H3K27 (H3K27me3) levels ","19270706, 23179372","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
What is the role of STAG1/STAG2 proteins in differentiation?,"The role of STAG1/STAG2 proteins in differentiation is not explicitly stated in the provided context. However, it is mentioned that there are ""inactivating alterations of STAG2"", but no information about their function or role in differentiation"," Context: with inactivating alterations of STAG2. ,  Context: dynamic regulation than previously thought, such as cell cycle dependent  activation and oscillating gene expression. We discuss here recent advances in  understanding how Notch signaling is regulated in the developing nervous system ","28430577, 19783418",STAG1/STAG2 proteins are tumour suppressor proteins that suppress cell proliferation and are essential for differentiation.,"26997282, 21589869, 19822671, 29867216, 15361841, 28430577, 27298259, 12034751, 18276799"
What is the association between cell phone use and glioblastoma?,"There is a general tendency for an increased risk of glioma among heavy users of cell phones, particularly long-term users (>10 years)."," Context: was to further explore the relationship between especially long-term (>10 years)  use of wireless phones and the development of malignant brain tumours. We  conducted a new case-control study of brain tumour cases of both genders aged ,  Context: interval=[0.65-2.05]). Although these results are not statistically significant,  a general tendency was observed for an increased risk of glioma among the  heaviest users: long-term users, heavy users, users with the largest numbers of  telephones. ","24064953, 17851009","The association between cell phone use and incident glioblastoma remains unclear. Some studies have reported that cell phone use was associated with incident glioblastoma, and with reduced survival of patients diagnosed with glioblastoma. However, other studies have repeatedly replicated to find an association between cell phone use and glioblastoma.","20215713, 17851009, 22882019, 12527940, 24348390, 19126439, 23095687, 14648713, 19261451, 17902192, 16804530, 18941554, 23261330, 10375602, 19494549, 24064953, 16570042"
What is the applicability of the No Promoter Left Behind method?,"The No Promoter Left Behind (NPLB) method is applicable for characterizing diverse architectures directly from experimentally identified genome-wide TSSs, without relying on known promoter sequences. It is organism-independent and efficient."," Context: (TSS). No Promoter Left Behind (NPLB) is an efficient, organism-independent  method for characterizing such diverse architectures directly from  experimentally identified genome-wide TSSs, without relying on known promoter ,  Context: used for training ID predictors. RESULTS: Here, we describe the first systematic benchmarking of ID predictors on  the new DisProt dataset. In contrast to previous assessments based on missing ","26530723, 28968848","No Promoter Left Behind (NPLB) is an efficient, organism-independent method for characterizing promoter architectures directly from experimentally identified genome-wide TSSs, without relying on known promoter elements.",26530723
Does the Oncotype DX test work with paraffin embedded tissues?,"No, the text does not explicitly mention if the Oncotype DX test works with paraffin embedded tissues."," Context: a moderate failure rate of Oncotype-DX testing; however, the failure rate  observed across clinical trials included in this review is likely inflated; the  current Ontario experience suggests an acceptably lower rate of test failure.In ,  Context: biomarker for 88.4% of the clinical samples. The success rates decreased and  tissue consumption increased with testing of additional biomarkers.  Investigational Oncomine Dx Target Tests were permitted 1 tissue slide each and ","23074401, 30243889","Yes, the Oncotype DX test works with paraffin embedded tissue.","23074401, 17039265, 18922117, 17463177, 16361546, 17140367"
Which disease of the central nervous system is characterized by the presence of Lewy bodies?,Lewy body disease is characterized by the presence of numerous Lewy bodies throughout the cerebral cortex and the brainstem.," Context: system atrophy and Lewy body disorders and establish that  alpha-synucleinopathies constitute a major class of human neurodegenerative  disorder. ,  Context: Pathological studies have also individualized a new disorder characterized by  the presence of numerous Lewy bodies throughout the cerebral cortex and the  brainstem: Lewy body disease. The clinical syndrome associates dementia, ","9726379, 1534893",Parkinson s disease (PD) is one of the most common degenerative disorders of the central nervous system that produces motor and non-motor symptoms. The majority of cases are idiopathic and characterized by the presence of Lewy bodies containing fibrillar α-synuclein  ,"25514659, 20174468, 23587141, 2085926, 23281786, 22251432, 19155272, 23531432, 24095115, 22355263, 1534893, 10986355, 24465140, 23225525, 19877240, 23979994, 24291999"
The NoSAS Score can be used for screening of which disorders?,The NoSAS score can be used for screening OSA (Obstructive Sleep Apnea) and OSAHS (Obstructive Sleep Apnea Hypopnea Syndrome).," Context: NoSAS score and the SBQ questionnaire had a higher accuracy than the other 3  questionnaires as screening questionnaires for diagnosing OSAHS, and the value  of DOR were 4.298 and 3.758 respectively. Conclusions: The NoSAS score and the ,  Context: OSA was 0.538 and 0.624, respectively. The sensitivity and specificity of NoSAS  combined with improved Mallampati grading for screening OSA were 0.813 and  0.710, respectively. Conclusion:As a new screening tool, NoSAS questionnaire is ","29518851, 32842224","The NoSAS score can be used for screening of obstructive sleep apnea syndrome, Sleep-Disordered Breathing and obstructive sleep apnea-hypopnea syndrome.","31196834, 29518851, 30050090, 30220140, 33222029, 29394959, 32842224, 28064432, 32967411, 31998424, 30233849, 29789691, 29055261, 27321086"
What species is associated with Tetrodotoxin?,Marine pufferfish is associated with tetrodotoxin (TTX).," Context: Marine pufferfish generally contain a large amount of tetrodotoxin (TTX) in  their skin and viscera, and have caused many incidences of food poisoning,  especially in Japan. Edible species and body tissues of pufferfish, as well as ,  Context: > Arothron reticularis from muscle and T. vermicularis > T. rubripes > L.  wheeleri > A. reticularis > C. rivulata from liver, thereby indicating that the  amount of toxin in the liver or muscle differs between puffers. In addition, the ","23724281, 20637221","Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin found in a number of animal species, including pufferfish. TTX is originally produced by marine bacteria, and pufferfish are intoxicated through the food chain that starts with the bacteria. TTX is found in warm waters, especially of the Indian and Pacific Oceans. TTX poisoning due to marine snails has recently spread through Japan, China, Taiwan, and Europe.","20637221, 22028709, 24295175, 20411115, 22163191, 20161971, 21734837, 20479966, 22688023, 23724281, 21549050, 22690139, 24279996, 22069694"
Does a selective sweep increase genetic variation?,"No, a selective sweep reduces linked genetic variation due to strong positive selection."," Context: A selective sweep describes the reduction of linked genetic variation due to  strong positive selection. If s is the fitness advantage of a homozygote for the  beneficial allele and h its dominance coefficient, it is usually assumed that ,  Context: novel variation arising from mutations during a sweep, it does not rely on  preexisting variation and can also be applied to loci that lack recombination.  Compared with standard approaches that infer selection coefficients from the ","21076829, 22491190","Selective sweep is a phenomenon in which the fixation of strongly beneficial alleles within a population reduces genetic diversity at partially linked neutral loci. Reduced variation or deviations from neutrality, along with an excess of fixed replacement sites, are indicative of selective sweep.","18346126, 16951057, 21705748, 24126360, 20140188, 21624997, 17396267, 21385389, 16339379, 22491190, 24282552, 24465214, 24075201, 16322515, 21076829, 16367838, 22087274, 20978039, 20352120"
List markers for autophagy.,"Autophagic activity levels can serve as a marker for autophagy. Additionally, integrin-mediated hemocyte spreading and Rho1-induced cell protrusions are also indicative of autophagy."," Context: both systemic insulin resistance and morphological characteristics of adipose  tissue inflammation. Similarly, autophagic activity levels were increased in  adipose tissue of obese and insulin resistant animals as compared with lean ,  Context: specifically in the cortical remodeling of Drosophila blood cells (hemocytes)  and mouse macrophages. Continuous autophagy was required for integrin-mediated  hemocyte spreading and Rho1-induced cell protrusions. Consequently, hemocytes ","23117929, 20498061",Expression of LC3-II and BECN1 as well as SQSTM1 are used as markers of autophagy activity.,"23182945, 23626658, 23598404, 22807527, 24255881, 23117929, 23437259, 24231340, 23940944, 24291536, 23727153, 23737395, 22652752, 23822101, 24141623, 23608825, 23193914, 24126619"
