question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,"Histone lysine methylation, specifically H3K27 methylation, plays a role in medulloblastomas of Group 3 and Group 4, as suggested by frequent mutations in H3K27 demethylases. Additionally, aberr"," Context: known tumor suppressor genes (TSG), most not previously implicated in  medulloblastoma. Notably, we identified previously unknown amplifications and  homozygous deletions, including recurrent, mutually exclusive, highly focal ,  Context: critical genes in its development, we profiled the promoter methylation status  of 11 candidate tumour-suppressor genes (TSGs; p14(ARF), p15(INK4b), p16(INK4a),  CASP8, HIC1, EDNRB, TIMP3, TP73, TSLC1, RIZ1 and RASSF1A) in medulloblastoma ,  Context: Recent studies showed frequent mutations in histone H3 lysine 27 (H3K27)  demethylases in medulloblastomas of Group 3 and Group 4, suggesting a role for  H3K27 methylation in these tumors. Indeed, trimethylated H3K27 (H3K27me3) levels ,  Context: aberrant methylation of H3K27 has recently been targeted for therapy in other  diseases, it represents an actionable target for a substantial percentage of  medulloblastoma patients with aggressive forms of the disease. ,  Context: methyltransferases. In particular, the MLL family of methyltransferases for  histone H3 lysine 4 were mutated in 20% of tumors. CONCLUSION: The NFE2L2-KEAP1 and MLL pathways are recurrently mutated in  multiple cohorts of HCC. ","19270706, 14688019, 23179372, 23184418, 23728943","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
What is the role of STAG1/STAG2 proteins in differentiation?,STAG1/STAG2 proteins play a crucial role in the proper differentiation of embryonic stem cells and normal development.," Context: with inactivating alterations of STAG2. ,  Context: dynamic regulation than previously thought, such as cell cycle dependent  activation and oscillating gene expression. We discuss here recent advances in  understanding how Notch signaling is regulated in the developing nervous system ,  Context: Drosophila, dMP1, that encodes an ERK scaffold protein, regulates ERK signaling  during wing development and contributes to intervein and vein cell  differentiation. Functional relationships during wing development between a ,  Context: Therefore we suggest that regulated expression of stg mRNA controls the timing  and location of these embryonic cell divisions. ,  Context: The extracellular matrix component periostin is a secreted protein that  functions as both a cell attachment protein and an autocrine or paracrine factor  that signals through the cell adhesion molecule integrins αvβ3 and αvβ5. ,  Context: proteins to target genes and, consistent with this, for the proper  differentiation of embryonic stem cells and normal development. ","28430577, 19783418, 21401930, 2702688, 25759527, 20075857",STAG1/STAG2 proteins are tumour suppressor proteins that suppress cell proliferation and are essential for differentiation.,"26997282, 21589869, 19822671, 29867216, 15361841, 28430577, 27298259, 12034751, 18276799"
What is the association between cell phone use and glioblastoma?,"There is no significant increased risk for glioma observed among cell phone users participating in Interphone. However, a hazard ratio (HR) of 1.2 (95% CI = 1.002-1.5, p trend ="," Context: Previous studies have shown a consistent association between long-term use of  mobile and cordless phones and glioma and acoustic neuroma, but not for  meningioma. When used these phones emit radiofrequency electromagnetic fields ,  Context: Swedish studies, independent of industry funding, reported numerous findings of  significant increased brain tumor risk from cellphone and cordless phone use. An  analysis of the data from the Interphone studies suggests that either the use of ,  Context: CONCLUSION: No significant increased risk for glioma, meningioma or neuroma was  observed among cell phone users participating in Interphone. The statistical  power of the study is limited, however. Our results, suggesting the possibility ,  Context: gave a hazard ratio (HR) = 1.1 (95% confidence interval, CI = 0.9-1.2), with >  10-year latency HR = 1.2 (95% CI = 1.002-1.5, p trend = 0.02). For astrocytoma  grade I-II (low-grade), the results were, HR = 0.5 (95% CI = 0.3-0.9) and for ,  Context: categorised the radiofrequency electromagnetic fields from mobile phones, and  from other devices that emit similar non-ionising electromagnetic fields  (RF-EMF), as Group 2B, i.e., a 'possible', human carcinogen. The decision on ,  Context: and glioblastoma (GBM) at 5.73/10(5)/year and 3.69/10(5)/year, respectively. A  male to female ratio of 1.25 was obtained in the GBM group. IRs of glioma and  GBM for both males and females were higher in the age group 60-79. The most ","24064953, 19356911, 17851009, 23095687, 23261330, 19494549","The association between cell phone use and incident glioblastoma remains unclear. Some studies have reported that cell phone use was associated with incident glioblastoma, and with reduced survival of patients diagnosed with glioblastoma. However, other studies have repeatedly replicated to find an association between cell phone use and glioblastoma.","20215713, 17851009, 22882019, 12527940, 24348390, 19126439, 23095687, 14648713, 19261451, 17902192, 16804530, 18941554, 23261330, 10375602, 19494549, 24064953, 16570042"
What is the applicability of the No Promoter Left Behind method?,"The No Promoter Left Behind (NPLB) method is applicable for characterizing diverse architectures directly from experimentally identified genome-wide transcription start sites (TSSs), without relying on known promoter sequences, and it is organism-independent."," Context: (TSS). No Promoter Left Behind (NPLB) is an efficient, organism-independent  method for characterizing such diverse architectures directly from  experimentally identified genome-wide TSSs, without relying on known promoter ,  Context: library preparation methods for successful data acquisition by RNA-seq. TRAP  offers an ideal tool for plant research as many developmental processes involve  cell wall-related and mechanical signaling pathways. The use of promoters to ,  Context: TATA-less promoters with one false positive prediction per 650 bp. It can be  used to identify transcription start sites upstream of annotated coding parts of  genes found by gene prediction software. ,  Context: when PARP-1 expression was suppressed or KLF8-PARP-1 interaction was disrupted.  Ubiquitination assays implicated KLF8 as a target of ubiquitination that was  significantly higher in PARP-1(-/-) cells. Promoter reporter assays and ,  Context: the enhancer elements for 1.8 kb-mRNA was important for promoter activity for  pp38/pp24. The gel shift analysis revealed that nuclear factor(s) actually bound  to the overlapping 30 bp region. In addition, the activity of these promoters in ,  Context: family and may thus possess DNA-binding potential. Both HP1 and SP100-HMG  concentrate in the PML/SP100 NBs, and overexpression of SP100 leads to enhanced  accumulation of endogenous HP1 in these structures. When bound to a promoter, ","26530723, 32478741, 16925832, 21518760, 10550664, 9636146","No Promoter Left Behind (NPLB) is an efficient, organism-independent method for characterizing promoter architectures directly from experimentally identified genome-wide TSSs, without relying on known promoter elements.",26530723
Does the Oncotype DX test work with paraffin embedded tissues?,"Yes, the Oncotype DX test works with formalin-fixed paraffin-embedded (FFPE) tumour blocks."," Context: formalin-fixed paraffin-embedded (FFPE) tumour blocks that are obtained during  initial surgery (lumpectomy, mastectomy, or core biopsy) of women with early  breast cancer that is newly diagnosed. The panel of 21 genes include genes ,  Context: oncotype DX and MammaPrint. Current evidence indicates that the oncotype DX test  has the advantages of earlier commercial launch, wide acceptance for payment by  third-party payors in the U.S., ease of use of formalin-fixed paraffin-embedded ,  Context: therapy alone or require adjuvant chemotherapy to attain the best survival  outcome. The results of the assay are converted to a recurrence score (0-100)  that has been found to be predictive of 10- and 15-year local and distant ,  Context: biomarker for 88.4% of the clinical samples. The success rates decreased and  tissue consumption increased with testing of additional biomarkers.  Investigational Oncomine Dx Target Tests were permitted 1 tissue slide each and ,  Context: breast cancer. The Recurrence Score (RS) provides a more accurate, reproducible  measure of breast cancer aggressiveness and therapeutic responsiveness than  standard measures. Individualized patient management requires strict performance ,  Context: prevalent. Both assays proved highly sensitive and specific when applied to  clinical specimens, and were applicable to both fresh-frozen and formalin-fixed  paraffin-embedded archival tissues. These assays would serve as a suitable ","23074401, 18515733, 18922117, 30243889, 17463177, 19430299","Yes, the Oncotype DX test works with paraffin embedded tissue.","23074401, 17039265, 18922117, 17463177, 16361546, 17140367"
Which disease of the central nervous system is characterized by the presence of Lewy bodies?,Lewy body disease is a disorder characterized by the presence of numerous Lewy bodies throughout the cerebral cortex and the brainstem.," Context: pathological diagnosis of Lewy body disorders and dementia with Lewy bodies is  established by validated consensus criteria based on semiquantitative assessment  of subcortical and cortical Lewy bodies as their common hallmarks. They are ,  Context: system atrophy and Lewy body disorders and establish that  alpha-synucleinopathies constitute a major class of human neurodegenerative  disorder. ,  Context: Although categorized as an infection, CJD doesn't lead to the immune system or  inflammatory response typical of most infectious diseases. This article  discusses the pathophysiology and diagnosis of this terminal illness and nursing ,  Context: as the disease progresses, and prion-like cell-to-cell transmission of  aggregated α-synuclein is thought to be the underlying mechanism for this  pathological spreading. LRRK2 is another protein linked to the pathogenesis of ,  Context: Pathological studies have also individualized a new disorder characterized by  the presence of numerous Lewy bodies throughout the cerebral cortex and the  brainstem: Lewy body disease. The clinical syndrome associates dementia, ,  Context: features and pathologies such as diffuse Lewy body disease, multiple system  atrophy, progressive supranuclear palsy, and amyotrophic lateral sclerosis have  been reported. Although Lewy bodies have been considered as a pathological ","14502650, 9726379, 26840797, 24465140, 1534893, 17713120",Parkinson s disease (PD) is one of the most common degenerative disorders of the central nervous system that produces motor and non-motor symptoms. The majority of cases are idiopathic and characterized by the presence of Lewy bodies containing fibrillar α-synuclein  ,"25514659, 20174468, 23587141, 2085926, 23281786, 22251432, 19155272, 23531432, 24095115, 22355263, 1534893, 10986355, 24465140, 23225525, 19877240, 23979994, 24291999"
The NoSAS Score can be used for screening of which disorders?,The NoSAS score can be used for screening of sleep-disordered breathing (SDB).," Context: is necessary to further evaluate the diagnostic value of NoSAS score. ,  Context: curve (AUC) of 0.707. The NoSAS score performed significantly better than the  STOP (AUC 0.655) and STOP-Bang (AUC 0.704) questionnaires and the ESS (AUC  0.642), and it was at par with the Berlin (AUC 0.697) scores for SDB screening. ,  Context: sleep-disordered breathing. The NoSAS score was externally validated in an  independent sleep cohort (EPISONO). We compared its performance to existing  screening scores (STOP-Bang and Berlin scores). ,  Context: for an AHI ≥ 15 event/h, respectively. AUC percentages for the NoSAS score,  STOP-Bang questionnaire, Berlin questionnaire, and ESS were 0.740, 0.737, 0.626,  and 0.571 for an AHI ≥ 5 events/h and 0.715, 0.704, 0.574, and 0.621 for an AHI ,  Context: objective sleep study may be considered in these patients. ,  Context: the von Willebrand factor (vWF)-cleaving protease, seems to play a major role in  the development of TTP. We report on a 3-year-old boy with a dramatic but  typical clinical course of CRTTP. At the time of diagnosis, neurological ","29518851, 29394959, 27321086, 32967411, 29789691, 10541941","The NoSAS score can be used for screening of obstructive sleep apnea syndrome, Sleep-Disordered Breathing and obstructive sleep apnea-hypopnea syndrome.","31196834, 29518851, 30050090, 30220140, 33222029, 29394959, 32842224, 28064432, 32967411, 31998424, 30233849, 29789691, 29055261, 27321086"
What species is associated with Tetrodotoxin?,"Pufferfish, specifically the Takifugu pufferfish, is associated with Tetrodotoxin (TTX)."," Context: associated bacteria and TTX are widely produced amongst a diversity of bacterial  species. ,  Context: the Takifugu pufferfish. Predation experiments demonstrated that juveniles of  all the species of fish used as predators ingested pufferfish larvae, but spat  them out promptly. Liquid Chromatography-Tandem Mass Spectrometry (LC-MSMS) ,  Context: Tetrodotoxin is a potent low weight marine toxin found in warm waters,  especially of the Indian and Pacific Oceans. Intoxications are usually linked to  the consumption of the puffer fish, although TTX was already detected in several ,  Context: Marine pufferfish generally contain a large amount of tetrodotoxin (TTX) in  their skin and viscera, and have caused many incidences of food poisoning,  especially in Japan. Edible species and body tissues of pufferfish, as well as ,  Context: of 1 microM tetrodotoxin.(ABSTRACT TRUNCATED AT 250 WORDS) ,  Context: Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin  found in a number of animal species, including pufferfish. Protection from toxin  tainted food stuffs requires rapid, sensitive, and specific diagnostic tests. An ","22163191, 24279996, 22690139, 23724281, 8026537, 20411115","Tetrodotoxin (TTX) is a low molecular weight (approximately 319 Da) neurotoxin found in a number of animal species, including pufferfish. TTX is originally produced by marine bacteria, and pufferfish are intoxicated through the food chain that starts with the bacteria. TTX is found in warm waters, especially of the Indian and Pacific Oceans. TTX poisoning due to marine snails has recently spread through Japan, China, Taiwan, and Europe.","20637221, 22028709, 24295175, 20411115, 22163191, 20161971, 21734837, 20479966, 22688023, 23724281, 21549050, 22690139, 24279996, 22069694"
Does a selective sweep increase genetic variation?,"No, a selective sweep does not increase genetic variation. In fact, it reduces linked genetic variation due to strong positive selection, creating a pattern of decreased variation in neighboring loci."," Context: novel variation arising from mutations during a sweep, it does not rely on  preexisting variation and can also be applied to loci that lack recombination.  Compared with standard approaches that infer selection coefficients from the ,  Context: A selective sweep describes the reduction of linked genetic variation due to  strong positive selection. If s is the fitness advantage of a homozygote for the  beneficial allele and h its dominance coefficient, it is usually assumed that ,  Context: Organisms can often adapt surprisingly quickly to evolutionary challenges, such  as the application of pesticides or antibiotics, suggesting an abundant supply  of adaptive genetic variation. In these situations, adaptation should commonly ,  Context: BACKGROUND: Adaptive alleles may rise in frequency as a consequence of positive  selection, creating a pattern of decreased variation in the neighboring loci,  known as a selective sweep. When the region containing this pattern is compared ,  Context: naturally occurring recombination events allowed the establishment of haplotype  diversity after the sweep. However, recombination did not have sufficient time  to erase the signal of the selective sweep. ,  Context: close to the gene. This reduction in allelic diversity around flanking regions  of pfcrt gene was reported in worldwide chloroquine resistant isolates and  referred as selective sweep. In Plasmodium falciparum isolates of India, the ","22491190, 21076829, 24075201, 25838885, 18346126, 24126360","Selective sweep is a phenomenon in which the fixation of strongly beneficial alleles within a population reduces genetic diversity at partially linked neutral loci. Reduced variation or deviations from neutrality, along with an excess of fixed replacement sites, are indicative of selective sweep.","18346126, 16951057, 21705748, 24126360, 20140188, 21624997, 17396267, 21385389, 16339379, 22491190, 24282552, 24465214, 24075201, 16322515, 21076829, 16367838, 22087274, 20978039, 20352120"
List markers for autophagy.,"Autophagosome membrane marker is a marker for autophagy. Additionally, Beclin 1 is also associated with autophagy, as its expression correlates with autophagic processes."," Context: responses to viral and bacterial infections. Some viruses encode virulence  factors for blocking autophagy, whereas others utilize some autophagy components  for their intracellular growth or cellular budding. The ""core"" autophagy-related ,  Context: Various methods have been used to detect the marker genes and the proteins  involved in these processes. Quantitative real-time PCR (qRT-PCR) method for  monitoring the expression of genes involved in autophagy or autophagic cell ,  Context: the selective processes are induced in response to various specific  physiological conditions such as alterations in the carbon source. In this  review, we provide an overview of the common aspects concerning the mechanism of ,  Context: autophagosome-lysosome fusion by promoting F-actin remodeling in a  cortactin-dependent manner. Remarkably, HDAC6 and cortactin are dispensable for  starvation-induced autophagy. These findings reveal that autophagosomes ,  Context: autophagosome membrane marker and the mTOR signaling pathway, and Beclin 1 while  decreasing the Bcl-2 levels. Moreover, these expressions correlate with a  decreased binding ratio between Bcl-2 and Beclin 1, in effect limiting the ,  Context: between the ubiquitin system and autophagy of bacteria (and interestingly  mitochondria, which are incidentally organelles of bacterial evolutionary  origin) via a growing list of modifier and adapter proteins including ","21175768, 28889353, 20359542, 20404488, 24326530, 20116986",Expression of LC3-II and BECN1 as well as SQSTM1 are used as markers of autophagy activity.,"23182945, 23626658, 23598404, 22807527, 24255881, 23117929, 23437259, 24231340, 23940944, 24291536, 23727153, 23737395, 22652752, 23822101, 24141623, 23608825, 23193914, 24126619"
