question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,"The context does not provide specific information about the implication of histone lysine methylation in medulloblastoma. However, it mentions that distinct and recurrent mutations in a specific histone variant, histone H3.3, have been implicated","Context:  A host of cancer types exhibit aberrant histone modifications. Recently,  distinct and recurrent mutations in a specific histone variant, histone H3.3,  have been implicated in a high proportion of malignant pediatric brain cancers. The presence of mutant H3.3 histone disrupts epigenetic posttranslational  modifications near genes involved in cancer processes and in brain function.  Here, we review possible mechanisms by which mutant H3.3 histones may act to promote tumorigenesis. Furthermore, we discuss how perturbations in normal H3.3  chromatin-related and epigenetic functions may more broadly contribute to the  formation of human cancers, Context:  Epigenetic mechanisms are increasingly recognized as a major factor contributing  to pathogenesis of cancer including glioblastoma, the most common and most  malignant primary brain tumour in adults. Enzymatic modifications of histone proteins regulating gene expression are being exploited for therapeutic drug  targeting. Over the last decade, numerous studies have shown promising results  with histone deacetylase (HDAC) inhibitors in various malignancies. This article provides a brief overview of mechanism of anti-cancer effect and pharmacology of  HDAC inhibitors and summarizes results from pre-clinical and clinical studies in  glioblastoma. It analyses experience with HDAC inhibitors as single agents as, Context: A host of cancer types exhibit aberrant histone modifications. Recently,  distinct and recurrent mutations in a specific histone variant, histone H3.3,  have been implicated in a high proportion of malignant pediatric brain cancers.  The presence of mutant H3.3 histone disrupts epigenetic posttranslational  modifications near genes involved in cancer processes and in brain function.  Here, we review possible mechanisms by which mutant H3.3 histones may act to promote tumorigenesis. Furthermore, we discuss how perturbations in normal H3.3  chromatin-related and epigenetic functions may more broadly contribute to the  formation of human cancers","24229707, 24838514, 24229707","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
Which lncRNAS are regulated by SAM68?,"Hotair, Mir155hg, SR-lncRNA-1, and SR-lncRNA-2.","Context: The KH-type RNA binding protein Sam68 is required for adipogenesis. We have  previously shown that Sam68-deficient mice have a lean phenotype and are  protected against dietary-induced obesity due to defects in mTOR and S6K1  alternative splicing. Herein we profiled the transcriptome of Sam68 wild type  and deficient 3T3-L1 mouse preadipocytes. We identified 652 protein-coding genes  and 9 ncRNAs that were significantly altered with the loss of Sam68. As expected, downregulated genes were significantly associated with GO terms linked  to cell migration, motility, and fat cell differentiation, while upregulated  genes were mostly associated with GO terms linked to neurogenesis. Of the lncRNAs, we identified Hotair, Mir155hg, as well as two new lncRNAs (SR-lncRNA-1  and SR-lncRNA-2) that were regulated by Sam68, and contained consensus Sam68  binding sites. RNA stability assays showed that Sam68-deficiency decreased the, Context: The KH-type RNA binding protein Sam68 is required for adipogenesis. We have  previously shown that Sam68-deficient mice have a lean phenotype and are  protected against dietary-induced obesity due to defects in mTOR and S6K1  alternative splicing. Herein we profiled the transcriptome of Sam68 wild type  and deficient 3T3-L1 mouse preadipocytes. We identified 652 protein-coding genes  and 9 ncRNAs that were significantly altered with the loss of Sam68. As expected, downregulated genes were significantly associated with GO terms linked  to cell migration, motility, and fat cell differentiation, while upregulated  genes were mostly associated with GO terms linked to neurogenesis. Of the lncRNAs, we identified Hotair, Mir155hg, as well as two new lncRNAs (SR-lncRNA-1  and SR-lncRNA-2) that were regulated by Sam68, and contained consensus Sam68  binding sites. RNA stability assays showed that Sam68-deficiency decreased the, Context: lncRNAs, we identified Hotair, Mir155hg, as well as two new lncRNAs (SR-lncRNA-1  and SR-lncRNA-2) that were regulated by Sam68, and contained consensus Sam68  binding sites. RNA stability assays showed that Sam68-deficiency decreased the  half-life of Hotair, and increased the half-lives of Mir155hg and SR-lncRNA-2,  while the stability of SR-lncRNA-1 was unaffected. Depletion of Hotair and  SR-lncRNA-1 in wild type 3T3-L1 cells led to defects in adipogenesis, whereas  depletion of SR-lncRNA-2 in Sam68-deficient 3T3-L1 cells partially rescued the  adipogenesis defect observed in these cells. Collectively, our findings define a  new role for Sam68 as a regulator of lncRNAs during adipogenic differentiation","29137239, 29137239, 29137239","Hotair, Mir155hg, as well as SR-lncRNA-1 and SR-lncRNA-2 are regulated by Sam68, and contained consensus Sam68 binding sites.",29137239
Describe RIblast,RIblast is an ultrafast RNA-RNA interaction prediction method based on the seed-and-extension approach. It discovers seed regions using suffix arrays and subsequently extends seed regions based on an RNA secondary structure energy model.,"Context: indispensable technique. However, the high computational costs of existing  RNA-RNA interaction prediction tools prevent their application to large-scale  lncRNA datasets. RESULTS: Here, we present 'RIblast', an ultrafast RNA-RNA interaction prediction  method based on the seed-and-extension approach. RIblast discovers seed regions  using suffix arrays and subsequently extends seed regions based on an RNA  secondary structure energy model. Computational experiments indicate that  RIblast achieves a level of prediction accuracy similar to those of existing  programs, but at speeds over 64 times faster than existing programs. AVAILABILITY AND IMPLEMENTATION: The source code of RIblast is freely available at https://github.com/fukunagatsu/RIblast . CONTACT: t.fukunaga@kurenai.waseda.jp or mhamada@waseda.jp. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics  online, Context: method based on the seed-and-extension approach. RIblast discovers seed regions  using suffix arrays and subsequently extends seed regions based on an RNA  secondary structure energy model. Computational experiments indicate that  RIblast achieves a level of prediction accuracy similar to those of existing  programs, but at speeds over 64 times faster than existing programs. AVAILABILITY AND IMPLEMENTATION: The source code of RIblast is freely available  at https://github.com/fukunagatsu/RIblast . CONTACT: t.fukunaga@kurenai.waseda.jp or mhamada@waseda.jp. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics  online, Context: method based on the seed-and-extension approach. RIblast discovers seed regions  using suffix arrays and subsequently extends seed regions based on an RNA  secondary structure energy model. Computational experiments indicate that  RIblast achieves a level of prediction accuracy similar to those of existing  programs, but at speeds over 64 times faster than existing programs. AVAILABILITY AND IMPLEMENTATION: The source code of RIblast is freely available  at https://github.com/fukunagatsu/RIblast . CONTACT: t.fukunaga@kurenai.waseda.jp or mhamada@waseda.jp. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics  online","28459942, 28459942, 28459942","LncRNAs play important roles in various biological processes. Although more than 58 000 human lncRNA genes have been discovered, most known lncRNAs are still poorly characterized. One approach to understanding the functions of lncRNAs is the detection of the interacting RNA target of each lncRNA. Because experimental detections of comprehensive lncRNA-RNA interactions are difficult, computational prediction of lncRNA-RNA interactions is an indispensable technique. However, the high computational costs of existing RNA-RNA interaction prediction tools prevent their application to large-scale lncRNA datasets. 'RIblast' is an ultrafast RNA-RNA interaction prediction method based on the seed-and-extension approach. RIblast discovers seed regions using suffix arrays and subsequently extends seed regions based on an RNA secondary structure energy model. Computational experiments indicate that RIblast achieves a level of prediction accuracy similar to those of existing programs, but at speeds over 64 times faster than existing programs.",28459942
Give an overview of visualizing genomes with oligopaint FISH probes.,"Oligopaint probes are fluorescently labeled, single-stranded DNA oligonucleotides that can be used to visualize genomic regions ranging in size from tens of kilobases to many megabases using Fluorescence In Situ Hybridization","Context:  Oligopaint probes are fluorescently labeled, single-stranded DNA  oligonucleotides that can be used to visualize genomic regions ranging in size  from tens of kilobases to many megabases. This unit details how Oligopaint probes can be synthesized using basic molecular biological techniques, and  provides protocols for FISH, 3D-FISH, and sample preparation, Context:  Oligopaint probes are fluorescently labeled, single-stranded DNA  oligonucleotides that can be used to visualize genomic regions ranging in size  from tens of kilobases to many megabases. This unit details how Oligopaint probes can be synthesized using basic molecular biological techniques, and  provides protocols for FISH, 3D-FISH, and sample preparation, Context: Oligopaint probes are fluorescently labeled, single-stranded DNA  oligonucleotides that can be used to visualize genomic regions ranging in size  from tens of kilobases to many megabases. This unit details how Oligopaint  probes can be synthesized using basic molecular biological techniques, and  provides protocols for FISH, 3D-FISH, and sample preparation","24510436, 24510436, 24510436","Oligopaint probes are fluorescently labeled, single-stranded DNA oligonucleotides that can be used to visualize genomic regions ranging in size from tens of kilobases to many megabases. Coupled with fluorescence in situ hybridization (FISH) and a bioinformatic platform, this technology could be extended to any organism whose genome has been sequenced. The oligonucleotide probes are renewable, highly efficient, and able to robustly label chromosomes in cell culture, fixed tissues, and metaphase spreads. The method gives researchers precise control over the sequences they target and allows for single and multicolor imaging of chromosomal regions. It is anticipated that this technology will lead to an enhanced ability to visualize interphase and metaphase chromosomes.","24510436, 23236188"
Which histone marks are deposited by Set7?,I don't know the answer.,"Context: show that, in vitro, TFL2/LHP1 binds to histone H3 di- or tri-methylated at  lysine 9 (H3K9me2 or H3K9me3), the marks recognized by HP1, and to histone H3  trimethylated at lysine 27 (H3K27me3), the mark deposited by PRC2. However, in  vivo TFL2/LHP1 association with chromatin occurs almost exclusively and  co-extensively with domains marked by H3K27me3, but not H3K9me2 or -3. Moreover,  the distribution of H3K27me3 is unaffected in lhp1 mutant plants, indicating  that unlike PRC2 components, TFL2/LHP1 is not involved in the deposition of this  mark. Rather, our data suggest that TFL2/LHP1 recognizes specifically H3K27me3  in vivo as part of a mechanism that represses the expression of many genes  targeted by PRC2, Context: The rich diversity within each of the five histone families (H1, H2A, H2B, H3,  and H4) can hardly be reconciled with the notion of homogenizing evolution. The  prevalence of birth-and-death long-term evolution over concerted evolution has  already been demonstrated in the linker histone H1 family as well as for the  H2A, H3, and H4 core histone families. However, information about histone H2B is  lacking. In the present work, we have analyzed the diversity of the members of this histone family across different eukaryotic genomes and have characterized  the mechanisms involved in their long-term evolution. Our results reveal that,  quite in contrast with other histones, H2B variants are subject to a very rapid process of diversification that primarily affects the male germinal cell lineage  and involves their functional specialization probably as a consequence of  neofunctionalization and subfunctionalization events after gene duplication. The, Context: Chromosome 4 tiling array (ChIP-chip) that TFL2/LHP1 associates with hundreds of  small domains, almost all of which correspond to genes located within  euchromatin. We investigated the chromatin marks to which TFL2/LHP1 binds and  show that, in vitro, TFL2/LHP1 binds to histone H3 di- or tri-methylated at  lysine 9 (H3K9me2 or H3K9me3), the marks recognized by HP1, and to histone H3  trimethylated at lysine 27 (H3K27me3), the mark deposited by PRC2. However, in  vivo TFL2/LHP1 association with chromatin occurs almost exclusively and  co-extensively with domains marked by H3K27me3, but not H3K9me2 or -3. Moreover,  the distribution of H3K27me3 is unaffected in lhp1 mutant plants, indicating that unlike PRC2 components, TFL2/LHP1 is not involved in the deposition of this  mark. Rather, our data suggest that TFL2/LHP1 recognizes specifically H3K27me3  in vivo as part of a mechanism that represses the expression of many genes  targeted by PRC2","17542647, 20194426, 17542647",Set7 is H4K20 monomethyltransferase. Upregulation of PR-Set7 expression upon loss of HCF-1 leads to improper mitotic H4-K20 methylation. Set7 (or some variant) has also been reported to perform mono-methylation on lysine-4 of H3.,"21963854, 12086618, 12208845, 15200950"
What are the targets of pemigatinib?,"FGFR1, 2, and 3.","Context:  BACKGROUND: Fibroblast growth factor receptor (FGFR) 2 gene alterations are  involved in the pathogenesis of cholangiocarcinoma. Pemigatinib is a selective,  potent, oral inhibitor of FGFR1, 2, and 3. This study evaluated the safety and antitumour activity of pemigatinib in patients with previously treated, locally  advanced or metastatic cholangiocarcinoma with and without FGFR2 fusions or  rearrangements. METHODS: In this multicentre, open-label, single-arm, multicohort, phase 2 study (FIGHT-202), patients aged 18 years or older with disease progression following  at least one previous treatment and an Eastern Cooperative Oncology Group (ECOG)  performance status of 0-2 recruited from 146 academic or community-based sites, Context: for the treatment of myeloid/lymphoid neoplasms with eosinophilia and  rearrangement of PDGFRA, PDGFRB or FGFR1, or with PCM1-JAK2 in August 2019 in  the USA. A regulatory assessment for pemigatinib as a treatment for adults with  locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or  rearrangement that is relapsed or refractory after ≥ 1 line of systemic therapy  is underway in the EU. Pemigatinib is also undergoing clinical development in  various countries worldwide for use in several other FGFR-driven malignancies  (e.g. solid tumour, urothelial carcinoma). This article summarizes the  milestones in the development of pemigatinib leading to this first approval for the treatment of adults with previously treated, unresectable, locally advanced  or metastatic cholangiocarcinoma and a FGFR2 fusion or other rearrangement, as  detected by a US FDA-approved test, Context: locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other  rearrangement, as detected by a US FDA-approved test. Developed by Incyte  Corporation, it is the first targeted treatment for cholangiocarcinoma in the  USA. The recommended dosage of pemigatinib is 13.5 mg once daily, administered  orally with or without food, on days 1-14 of a 21-day cycle until disease  progression or unacceptable toxicity. Pemigatinib received orphan designation  for the treatment of myeloid/lymphoid neoplasms with eosinophilia and  rearrangement of PDGFRA, PDGFRB or FGFR1, or with PCM1-JAK2 in August 2019 in  the USA. A regulatory assessment for pemigatinib as a treatment for adults with locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or  rearrangement that is relapsed or refractory after ≥ 1 line of systemic therapy  is underway in the EU. Pemigatinib is also undergoing clinical development in various countries worldwide for use in several other FGFR-driven malignancies  (e.g. solid tumour, urothelial carcinoma). This article summarizes the  milestones in the development of pemigatinib leading to this first approval for","32203698, 32472305, 32472305","Pemigatinib is a small molecule inhibitor of fibroblast growth factor receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval  for the treatment of adults with previously treated, unresectable, locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other rearrangement, as detected by a US FDA-approved test.","32677452, 32472305, 32203698, 32315352, 32684989"
How do HBS1L-MYB intergenic variants regulate fetal hemoglobin?,I don't know the answer. The provided context does not mention anything about HBS1L-MYB intergenic variants or their regulation of fetal hemoglobin.,"Context: is possible to use fetal hemoglobin induction to eliminate the residual α-globin  aggregates and achieve normal levels of hemoglobin. Transgenic K562 cell lines  and erythroid precursor cells from β(0)39-thalassemia patients were employed.  Gene therapy was performed with the lentiviral vector T9W. Induction of fetal  hemoglobin was obtained using mithramycin. Levels of mRNA and hemoglobins were  determined by qRT-PCR and HPLC. First, we analyzed the effect of mithramycin on  K562 transgenic cell lines harboring different copies of a lentiviral vector  carrying the human β-globin gene, showing that γ-globin mRNA expression and HbF  production can be induced in the presence of high levels of β-globin gene expression and HbA accumulation. We then treated erythroid progenitor cells from  β-thalassemic patients with T9W, which expresses the human β-globin gene and  mithramycin separately or in combination. When transduction with our lentiviral vector is insufficient to completely eliminate the unpaired α-globin chains,  combination of β-globin gene transfer therapy together with fetal hemoglobin  induction might be very efficacious to remove the excess of α-globin proteins in, Context: switch in haemoglobin expression, as well as the fetal to adult switch that is  unique to humans and old world monkeys. We discuss the nature of these switches  and models of their regulation. The factors that have been suggested to regulate  this process are then discussed. With the increased understanding and discovery  of molecular regulators of haemoglobin switching, such as BCL11A, new avenues of  research may lead ultimately to novel therapeutic, mechanism-based approaches to  fetal haemoglobin reactivation in patients, Context: Gene therapy might fall short in achieving a complete reversion of the  β-thalassemic phenotype due to current limitations in vector design and  myeloablative regimen. Following gene transfer, all or a large proportion of  erythroid cells might express suboptimal levels of β-globin, impairing the  therapeutic potential of the treatment. Our aim was to evaluate whether, in  absence of complete reversion of the β-globin phenotype upon gene transfer, it is possible to use fetal hemoglobin induction to eliminate the residual α-globin  aggregates and achieve normal levels of hemoglobin. Transgenic K562 cell lines  and erythroid precursor cells from β(0)39-thalassemia patients were employed. Gene therapy was performed with the lentiviral vector T9W. Induction of fetal  hemoglobin was obtained using mithramycin. Levels of mRNA and hemoglobins were  determined by qRT-PCR and HPLC. First, we analyzed the effect of mithramycin on","22460946, 20201948, 22460946","HBS1L-MYB intergenic variants modulate fetal hemoglobin via long-range MYB enhancers. Several HBS1L-MYB intergenic variants affect regulatory elements that are occupied by key erythroid transcription factors within this region. These elements interact with MYB, a critical regulator of erythroid development and HbF levels. Several HBS1L-MYB intergenic variants reduce transcription factor binding, affecting long-range interactions with MYB and MYB expression levels.",24614105
Is avelumab effective for bladder cancer?,"No.  The context does not mention avelumab as an effective treatment for bladder cancer. It discusses intravesical BCG immunotherapy and Hsp90 inhibitors, but not avelumab.","Context: Bladder cancer is a common malignant disease, with non-muscle-invasive bladder  cancer (NMIBC) representing the majority of tumors. This cancer subtype is  typically treated by transurethral resection. In spite of treatment, up to 70%  of patients show local recurrences. Intravesical BCG (Bacillus Calmette-Guerin)  immunotherapy has been widely used to treat NMIBC, but it fails to suppress  recurrence of bladder tumors in up to 40% of patients. Therefore, the development of prognostic markers is needed to predict the progression of  bladder cancer and the efficacy of intravesical BCG treatment. This study  demonstrates the effectiveness of an E2F4 signature for prognostic prediction of bladder cancer. E2F4 scores for each sample in a bladder cancer expression  dataset were calculated by summarizing the relative expression levels of E2F4  target genes identified by ChIP-seq, and then the scores were used to stratify, Context: 17-DMAG was more effective than a combination of the two inhibitors specific for  the Akt and ERK pathways. Finally, the authors have confirmed that, though human  BCIC xenografts exhibited resistance to a single administration of CDDP and the  Hsp90 inhibitor 17-(allylamino)-17-demethoxygeldanamycin (17-AAG), 17-AAG  sensitized them to CDDP in a mouse model. These data encourage clinical trials  of Hsp90 inhibitors as they may improve therapeutic outcomes of CDDP-based  combination chemotherapy against advanced bladder cancer, Context: Bladder cancer is a common malignant disease, with non-muscle-invasive bladder  cancer (NMIBC) representing the majority of tumors. This cancer subtype is  typically treated by transurethral resection. In spite of treatment, up to 70%  of patients show local recurrences. Intravesical BCG (Bacillus Calmette-Guerin)  immunotherapy has been widely used to treat NMIBC, but it fails to suppress  recurrence of bladder tumors in up to 40% of patients. Therefore, the  development of prognostic markers is needed to predict the progression of  bladder cancer and the efficacy of intravesical BCG treatment. This study  demonstrates the effectiveness of an E2F4 signature for prognostic prediction of bladder cancer. E2F4 scores for each sample in a bladder cancer expression  dataset were calculated by summarizing the relative expression levels of E2F4  target genes identified by ChIP-seq, and then the scores were used to stratify patients into good- and poor-outcome groups. The molecular signature was  investigated in a single bladder cancer dataset and then its effectiveness was  confirmed in two meta-bladder datasets consisting of specimens from multiple","26032289, 21964864, 26032289","Yes, avelumab is effective treatment of bladder cancer.","29103968, 29606979, 29784744, 29644490, 28864844, 28493171, 29540084, 29069302, 28214651, 29416316, 28982750"
HER-2 belongs to what family of proteins?,I don't know the answer.,"Context:  OBJECTIVE: Familial left ventricular noncompaction(LVNC) is quite rare. We  screened for the presence of LVNC and related clinical characteristics in a  5-generation Chinese family. METHODS: Comprehensive medical history was obtained from 40 members in a 5-generation Chinese family. Systemic clinical investigations including  echocardiography (UCG), routine and ambulatory electrocardiogram (ECG), X-rays  were performed in 33 family members. Cardiovascular magnetic resonance image (MRI) was carried out in 2 family members. RESULTS: Sudden cardiac death (including 1 occurred while following-up) was  reported in 7 family members (17.5%, 7/40). LVNC was diagnosed in 10 out of the, Context:  The locus control region of the beta-globin cluster contains five DNase I  hypersensitive sites (5'HS1-5) required for locus activation. 5'HS3 contains six  G-rich motifs that are essential for its activity. Members of a protein family, characterized by three zinc fingers highly homologous to those found in  transcription factor Sp1, interact with these motifs. Because point mutagenesis  cannot distinguish between family members, it is not known which protein activates 5'HS3. We show that the function of such closely related proteins can  be distinguished in vivo by matching point mutations in 5'HS3 with amino acid  changes in the zinc fingers of Sp1 and EKLF. Testing their activity in, Context: OBJECTIVE: Familial left ventricular noncompaction(LVNC) is quite rare. We  screened for the presence of LVNC and related clinical characteristics in a  5-generation Chinese family. METHODS: Comprehensive medical history was obtained from 40 members in a  5-generation Chinese family. Systemic clinical investigations including  echocardiography (UCG), routine and ambulatory electrocardiogram (ECG), X-rays  were performed in 33 family members. Cardiovascular magnetic resonance image (MRI) was carried out in 2 family members. RESULTS: Sudden cardiac death (including 1 occurred while following-up) was  reported in 7 family members (17.5%, 7/40). LVNC was diagnosed in 10 out of the 33 family members (30.3%) and heart enlargement was evidenced in 3, heart  failure in 2, complete left branch conductive block in 3, serious sick sinus  syndrome (SSS) treated with permanent pacemaker implantation in 1 and paroxysmal","22801312, 9744863, 22801312",Her-2 belongs to the family of the human epidermal growth factor receptors (EGFRs).,"16707458, 26545934, 15173008, 27993109, 30312728, 15920544, 21896992, 33202212, 11785652, 17536308, 15782071, 11694782, 22505536, 17867585, 12767812, 25620423, 27426127, 30384340, 10480346, 11180765, 19048033, 7612897, 21805036, 19279475, 29389942, 16800251, 18505086"
Which company developed eptinezumab?,Lundbeck Seattle BioPharmaceuticals.,"Context: people's quality of life and ability to participate in work, family, and social  events. A new class of medication, calcitonin gene-related peptide (CGRP)  antagonists, has been approved for migraine prevention in adults. The newly  approved CGRP antagonists are erenumab, fremanezumab, and galcanezumab, while  eptinezumab looks to 2020 for approval. Lasmiditan, ubrogepant, and rimegepant  are currently emerging acute migraine therapies that may be added to the arsenal  of current migraine management, Context: Global Clinical Safety and Pharmacovigilance (E.W.L.), and Neurosciences  Clinical Statistics (SecTK), GlaxoSmithKline, Research Triangle Park, NC;  Department of Neurology (A.E.M.), Corinne Goldsmith Dickinson Center for  Multiple Sclerosis, Icahn School of Medicine at Mount Sinai, New York, NY; and  Danish Multiple Sclerosis Center (P.S.S.), Department of Neurology, University  of Copenhagen, Rigshospitalet, Copenhagen, Denmark. Dr. Derosier is now at  Clinical Development, Isis Pharmaceutical, Carlsbad, CA, Context:  Eptinezumab-jjmr (referred to as eptinezumab hereafter; Vyepti™) is a humanised  monoclonal antibody that binds to calcitonin gene-related peptide (CGRP) and  blocks its binding to the receptor. CGRP is believed to play a major role in the pathophysiology of migraine. Eptinezumab, delivered by intravenous (IV)  administration, is being developed by Lundbeck Seattle BioPharmaceuticals for  the prevention of migraine. In February 2020, eptinezumab was approved in the USA for the preventive treatment of migraine in adults. This article summarizes  the milestones in the development of eptinezumab leading to this first approval","30681821, 29695594, 32266704",Eptinezumab was developed by Lundbeck Seattle BioPharmaceuticals.,32266704
