question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,I don't know the answer. The provided context does not mention medulloblastoma.,"Context: genetic events in genes targeting histone lysine methylation, particularly that  of histone 3, lysine 9 (H3K9). Post-translational modification of histone  proteins is critical for regulation of gene expression, can participate in, Context: histone mutations can lead to the substitution of amino acid(s) at or near a  lysine residue, which is a methylation target. H3K27M characteristically exists  in diffuse intrinsic pontine glioma (pediatric DIPG), and its expression can, Context: intrinsic pontine glioma. In this chapter, we will review and summarize recent  studies on the H3K27M-driven tumorigenic mechanisms and properties and the role  of H3.1K27M and H3.3K27M oncohistones in brain tumors, Context: methyltransferases. In particular, the MLL family of methyltransferases for  histone H3 lysine 4 were mutated in 20% of tumors. CONCLUSION: The NFE2L2-KEAP1 and MLL pathways are recurrently mutated in  multiple cohorts of HCC","19270706, 33155136, 33155136, 23728943","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
Which lncRNAS are regulated by SAM68?,"Hotair, Mir155hg, SR-lncRNA-1, and SR-lncRNA-2.","Context: depletion of SR-lncRNA-2 in Sam68-deficient 3T3-L1 cells partially rescued the  adipogenesis defect observed in these cells. Collectively, our findings define a  new role for Sam68 as a regulator of lncRNAs during adipogenic differentiation, Context: lncRNAs, we identified Hotair, Mir155hg, as well as two new lncRNAs (SR-lncRNA-1  and SR-lncRNA-2) that were regulated by Sam68, and contained consensus Sam68  binding sites. RNA stability assays showed that Sam68-deficiency decreased the, Context: alternative splicing. Herein we profiled the transcriptome of Sam68 wild type  and deficient 3T3-L1 mouse preadipocytes. We identified 652 protein-coding genes  and 9 ncRNAs that were significantly altered with the loss of Sam68. As, Context: mechanisms remain fairly complicated. Here, we give a systematic and  comprehensive summary of the existing knowledge of lncRNAs in order to provide a  better understanding of this new studying field. lncRNAs play important roles in","29137239, 29137239, 29137239, 23756188","Hotair, Mir155hg, as well as SR-lncRNA-1 and SR-lncRNA-2 are regulated by Sam68, and contained consensus Sam68 binding sites.",29137239
Describe RIblast,"A large body of data has been generated on different aspects of biology of Magnaporthe oryzae, rice blast fungus. However, most of the data is scattered and is not available as a single resource for researchers in this field.","Context: BACKGROUND: Magnaporthe oryzae, rice blast fungus, is the most devastating  pathogen of rice. It has emerged as a model phytopathogen for the study of  host-pathogen interactions. A large body of data has been generated on different, Context: leukaemic blast cells is moderately basophilic cytoplasm containing a variable  number of coarse basophilic granules. The most characteristic cytochemical  reaction is metachromatic positivity with toluidine blue. Blast are, Context: aspects of biology of this fungus and on host-pathogen interactions. However,  most of the data is scattered and is not available as a single resource for  researchers in this field, Context: parasite development. PfNT1 predicts a polypeptide of 422 amino acids with 11  transmembrane domains that is homologous to other members of the equilibrative  nucleoside transporter family. Southern analysis and BLAST searching of The","19604367, 20698148, 19604367, 10744765","LncRNAs play important roles in various biological processes. Although more than 58 000 human lncRNA genes have been discovered, most known lncRNAs are still poorly characterized. One approach to understanding the functions of lncRNAs is the detection of the interacting RNA target of each lncRNA. Because experimental detections of comprehensive lncRNA-RNA interactions are difficult, computational prediction of lncRNA-RNA interactions is an indispensable technique. However, the high computational costs of existing RNA-RNA interaction prediction tools prevent their application to large-scale lncRNA datasets. 'RIblast' is an ultrafast RNA-RNA interaction prediction method based on the seed-and-extension approach. RIblast discovers seed regions using suffix arrays and subsequently extends seed regions based on an RNA secondary structure energy model. Computational experiments indicate that RIblast achieves a level of prediction accuracy similar to those of existing programs, but at speeds over 64 times faster than existing programs.",28459942
Give an overview of visualizing genomes with oligopaint FISH probes.,"Visualizing genomes with oligopaint FISH probes involves using a technique called Fluorescence In Situ Hybridization (FISH) to label specific genomic regions with fluorescently tagged oligonucleotide probes, known as oligopaints. These","Context: such as BAM, bigBed and bigWig, allowing rapid visualization of large datasets  from RNA-seq and ChIP-seq experiments via local hosting, Context: efforts there still exists a shortage of tools dedicated to visualizing the  genome. Creating a tool that can accurately visualize the genome can aid  researchers by highlighting structural relationships that may not be obvious, Context: large sequencing experiment (whole-genome or whole-exome), where the differences  between the data set and the reference assembly may be displayed graphically.  Support for high-throughput sequencing extends to compact, indexed data formats,, Context: MOTIVATION: Genome plotting is performed using a wide range of visualizations  tools each with emphasis on a different informative dimension of the genome.  These tools can provide a deeper insight into the genomic structure of the  organism","22908213, 26868282, 22908213, 29659705","Oligopaint probes are fluorescently labeled, single-stranded DNA oligonucleotides that can be used to visualize genomic regions ranging in size from tens of kilobases to many megabases. Coupled with fluorescence in situ hybridization (FISH) and a bioinformatic platform, this technology could be extended to any organism whose genome has been sequenced. The oligonucleotide probes are renewable, highly efficient, and able to robustly label chromosomes in cell culture, fixed tissues, and metaphase spreads. The method gives researchers precise control over the sequences they target and allows for single and multicolor imaging of chromosomal regions. It is anticipated that this technology will lead to an enhanced ability to visualize interphase and metaphase chromosomes.","24510436, 23236188"
Which histone marks are deposited by Set7?,H4 Lys 20 methylation.,"Context: We describe distinct patterns of histone methylation during human cell cycle  progression. Histone H4 methyltransferase activity was found to be cell  cycle-regulated, consistent with increased H4 Lys 20 methylation at mitosis, Context: active gene transcription in meiotic and post-meiotic cells. In addition,  H4K8ac-associated genes are included in and constitute only a subfraction of  H4K8hib-labeled genes. The histone Khib mark is conserved and widely, Context: transient H4 Lys 16 acetylation in early S-phase. These data suggest that H4 Lys  20 methylation by PR-Set7 during mitosis acts to antagonize H4 Lys 16  acetylation and to establish a mechanism by which this mark is epigenetically  transmitted, Context: novel histone mark for aging and cancer","12208845, 24681537, 12208845, 22190683",Set7 is H4K20 monomethyltransferase. Upregulation of PR-Set7 expression upon loss of HCF-1 leads to improper mitotic H4-K20 methylation. Set7 (or some variant) has also been reported to perform mono-methylation on lysine-4 of H3.,"21963854, 12086618, 12208845, 15200950"
What are the targets of pemigatinib?,"PDGFRA, PDGFRB, FGFR1, PCM1-JAK2, FGFR2.","Context: for the treatment of myeloid/lymphoid neoplasms with eosinophilia and  rearrangement of PDGFRA, PDGFRB or FGFR1, or with PCM1-JAK2 in August 2019 in  the USA. A regulatory assessment for pemigatinib as a treatment for adults with, Context: various countries worldwide for use in several other FGFR-driven malignancies  (e.g. solid tumour, urothelial carcinoma). This article summarizes the  milestones in the development of pemigatinib leading to this first approval for, Context: locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other  rearrangement, as detected by a US FDA-approved test. Developed by Incyte  Corporation, it is the first targeted treatment for cholangiocarcinoma in the, Context: frequently because of disease progression (61 [42%]); no deaths were deemed to  be treatment related. INTERPRETATION: These data support the therapeutic potential of pemigatinib in","32472305, 32472305, 32472305, 32203698","Pemigatinib is a small molecule inhibitor of fibroblast growth factor receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval  for the treatment of adults with previously treated, unresectable, locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other rearrangement, as detected by a US FDA-approved test.","32677452, 32472305, 32203698, 32315352, 32684989"
How do HBS1L-MYB intergenic variants regulate fetal hemoglobin?,"It is unclear from the provided context how HBS1L-MYB intergenic variants specifically regulate fetal hemoglobin. However, it mentions that these variants are associated with elevated fetal hemoglobin levels, suggesting a regulatory effect, but does not provide further","Context: (HbF) levels and alterations of other clinically important human erythroid  traits. It is unclear how these noncoding sequence variants affect multiple  erythrocyte characteristics. Here, we determined that several HBS1L-MYB, Context: diagnosis as well as in fundamental studies of hemoglobin biochemistry, globin  gene regulation, and human sequence variation at these loci, Context: Genetic studies have identified common variants within the intergenic region  (HBS1L-MYB) between GTP-binding elongation factor HBS1L and myeloblastosis  oncogene MYB on chromosome 6q that are associated with elevated fetal hemoglobin, Context: We have constructed a relational database of hemoglobin variants and thalassemia  mutations, called HbVar, which can be accessed on the web at  http://globin.cse.psu.edu. Extensive information is recorded for each variant","24614105, 11857738, 24614105, 11857738","HBS1L-MYB intergenic variants modulate fetal hemoglobin via long-range MYB enhancers. Several HBS1L-MYB intergenic variants affect regulatory elements that are occupied by key erythroid transcription factors within this region. These elements interact with MYB, a critical regulator of erythroid development and HbF levels. Several HBS1L-MYB intergenic variants reduce transcription factor binding, affecting long-range interactions with MYB and MYB expression levels.",24614105
Is avelumab effective for bladder cancer?,Yes. Avelumab was reported to have shown efficacy in metastatic urothelial carcinoma (bladder cancer) with manageable safety profile.,"Context: therapy, surgery, and/or chemotherapeutic agents. Cancer cells escape immune  surveillance by interrupting immune checkpoint pathways, resulting in  dysregulation of T-cell function and so preventing its antitumor effects. In, Context: the pharmacological characteristics of avelumab, the efficacy studies which led  to its approval, its safety profile, as well as its place within the management  of urothelial carcinoma with immunotherapy. For that matter, we undertook a, Context: available outside of radiation therapy and surgical interventions. The use of  immunotherapeutic agents such as monoclonal antibodies has been considered a  promising alternative for cancers that progress despite treatment with radiation, Context: with platinum-refractory metastatic urothelial carcinoma; a manageable safety  profile was reported in all avelumab-treated patients. These data provide the  rationale for therapeutic use of avelumab in metastatic urothelial carcinoma and","30004857, 29540084, 30004857, 29217288","Yes, avelumab is effective treatment of bladder cancer.","29103968, 29606979, 29784744, 29644490, 28864844, 28493171, 29540084, 29069302, 28214651, 29416316, 28982750"
HER-2 belongs to what family of proteins?,I don't know the answer.,"Context: denaturing high-performance liquid chromatography analysis and direct DNA  sequencing. RESULTS: A mutation, c.184C-->T in exon 2 of FBN1, which results in substitution  of arginine by cysteine at position 62 of the fibrillin-1 protein (p.R62C) in, Context: The locus control region of the beta-globin cluster contains five DNase I  hypersensitive sites (5'HS1-5) required for locus activation. 5'HS3 contains six  G-rich motifs that are essential for its activity. Members of a protein family,, Context: extracted from leukocytes of peripheral blood from the available members and 100  controls for mutation analysis. The 65 exons of FBN1 were amplified by  polymerase chain reaction and screened for mutations by a combination of, Context: to further protein families","16765689, 9744863, 16765689, 23157214",Her-2 belongs to the family of the human epidermal growth factor receptors (EGFRs).,"16707458, 26545934, 15173008, 27993109, 30312728, 15920544, 21896992, 33202212, 11785652, 17536308, 15782071, 11694782, 22505536, 17867585, 12767812, 25620423, 27426127, 30384340, 10480346, 11180765, 19048033, 7612897, 21805036, 19279475, 29389942, 16800251, 18505086"
Which company developed eptinezumab?,I don't know the answer.,"Context: from baseline compared to placebo. The ≥50% and ≥ 75% migraine responder rates  (MRRs) increased after a second dose, with more eptinezumab-treated patients  experiencing migraine response than placebo patients (≥50% MRRs weeks 13-24:, Context: ebolavirus infections. This novel neutralizing monoclonal antibody targets a  highly conserved internal fusion loop in the glycoprotein molecule and prevents  membrane fusion of the viral envelope with cellular membranes. The discovery of, Context: 300 mg, - 8.2 days; placebo, - 5.6 days) was further decreased after an  additional dose (100 mg, - 8.2 days; 300 mg, - 8.8 days; placebo, - 6.2 days),  with both doses of eptinezumab demonstrating consistently greater reductions, Context: Pyroptosis was long regarded as caspase-1-mediated monocyte death in response to  certain bacterial insults. Caspase-1 is activated upon various infectious and  immunological challenges through different inflammasomes. The discovery of","33023473, 26861827, 33023473, 27932073",Eptinezumab was developed by Lundbeck Seattle BioPharmaceuticals.,32266704
