question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,The deregulation of histone lysine methylation has been implicated in the pathogenesis of medulloblastoma. This suggests that alterations in epigenetic regulation may play a role in the development and progression of this tumor type.,"Context: and Wnt developmental pathways is associated with medulloblastoma, but  deregulation of other molecular pathways, including insulin-like growth factor  (IGF) signaling, has also been implicated in the pathogenesis of the tumor.  Recent observations in mouse models have demonstrated the importance of genome  surveillance, as defects in DNA repair pathways in animals can lead to genomic  instability in neural progenitor cells, resulting in medulloblastoma. The  current review will focus on the most recent findings on the molecular pathology  of medulloblastoma and discuss their potential contribution to treatments  directed by the molecular alterations, Context: Although low-grade gliomas predominate and have favorable outcomes, up to 20% of  pediatric gliomas are high-grade. These tumors are a major contributor to  cancer-related morbidity and mortality in infants, children, and adolescents,  with long-term survival rates of only 10 to 15%. The recent discovery of somatic  oncogenic mutations affecting chromatin regulation in pediatric high-grade  glioma has markedly improved our understanding of disease pathogenesis, and  these findings have stimulated the development of novel therapeutic approaches  targeting epigenetic regulators for disease treatment. We review the current  perspective on pediatric high-grade glioma genetics and epigenetics, and discuss the emerging and experimental therapeutics targeting the unique molecular  abnormalities present in these deadly childhood brain tumors","19747111, 27034984","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
Which lncRNAS are regulated by SAM68?,"Hotair, Mir155hg, SR-lncRNA-1, and SR-lncRNA-2.","Context: alternative splicing. Herein we profiled the transcriptome of Sam68 wild type  and deficient 3T3-L1 mouse preadipocytes. We identified 652 protein-coding genes  and 9 ncRNAs that were significantly altered with the loss of Sam68. As  expected, downregulated genes were significantly associated with GO terms linked  to cell migration, motility, and fat cell differentiation, while upregulated  genes were mostly associated with GO terms linked to neurogenesis. Of the  lncRNAs, we identified Hotair, Mir155hg, as well as two new lncRNAs (SR-lncRNA-1  and SR-lncRNA-2) that were regulated by Sam68, and contained consensus Sam68  binding sites. RNA stability assays showed that Sam68-deficiency decreased the half-life of Hotair, and increased the half-lives of Mir155hg and SR-lncRNA-2,  while the stability of SR-lncRNA-1 was unaffected. Depletion of Hotair and  SR-lncRNA-1 in wild type 3T3-L1 cells led to defects in adipogenesis, whereas depletion of SR-lncRNA-2 in Sam68-deficient 3T3-L1 cells partially rescued the  adipogenesis defect observed in these cells. Collectively, our findings define a  new role for Sam68 as a regulator of lncRNAs during adipogenic differentiation, Context: The KH-type RNA binding protein Sam68 is required for adipogenesis. We have  previously shown that Sam68-deficient mice have a lean phenotype and are  protected against dietary-induced obesity due to defects in mTOR and S6K1  alternative splicing. Herein we profiled the transcriptome of Sam68 wild type  and deficient 3T3-L1 mouse preadipocytes. We identified 652 protein-coding genes  and 9 ncRNAs that were significantly altered with the loss of Sam68. As expected, downregulated genes were significantly associated with GO terms linked  to cell migration, motility, and fat cell differentiation, while upregulated  genes were mostly associated with GO terms linked to neurogenesis. Of the lncRNAs, we identified Hotair, Mir155hg, as well as two new lncRNAs (SR-lncRNA-1  and SR-lncRNA-2) that were regulated by Sam68, and contained consensus Sam68  binding sites. RNA stability assays showed that Sam68-deficiency decreased the","29137239, 29137239","Hotair, Mir155hg, as well as SR-lncRNA-1 and SR-lncRNA-2 are regulated by Sam68, and contained consensus Sam68 binding sites.",29137239
Describe RIblast,RIblast is a method based on the seed-and-extension approach that discovers seed regions using suffix arrays and extends them based on an RNA secondary structure energy model. It achieves high prediction accuracy at speeds over 64 times faster than existing programs.,"Context: method based on the seed-and-extension approach. RIblast discovers seed regions  using suffix arrays and subsequently extends seed regions based on an RNA  secondary structure energy model. Computational experiments indicate that  RIblast achieves a level of prediction accuracy similar to those of existing  programs, but at speeds over 64 times faster than existing programs. AVAILABILITY AND IMPLEMENTATION: The source code of RIblast is freely available  at https://github.com/fukunagatsu/RIblast . CONTACT: t.fukunaga@kurenai.waseda.jp or mhamada@waseda.jp. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics  online, Context: It is thought that during latent infection, Mycobacterium tuberculosis bacilli  are retained within granulomas in a low-oxygen environment. The dormancy  survival (Dos) regulon, regulated by the response regulator DosR, appears to be  essential for hypoxic survival in M. tuberculosis, but it is not known how the  regulon promotes survival. Here we report that mycobacteria, in contrast to  enteric bacteria, do not form higher-order structures (e.g. ribosomal dimers) upon entry into stasis. Instead, ribosomes are stabilized in the associated form  (70S). Using a strategy incorporating microfluidic, proteomic, and ribosomal  profiling techniques to elucidate the fate of mycobacterial ribosomes during hypoxic stasis, we show that the dormancy regulator DosR is required for optimal  ribosome stabilization. We present evidence that the majority of this effect is  mediated by the DosR-regulated protein MSMEG_3935 (a S30AE domain protein),","28459942, 22544737","LncRNAs play important roles in various biological processes. Although more than 58 000 human lncRNA genes have been discovered, most known lncRNAs are still poorly characterized. One approach to understanding the functions of lncRNAs is the detection of the interacting RNA target of each lncRNA. Because experimental detections of comprehensive lncRNA-RNA interactions are difficult, computational prediction of lncRNA-RNA interactions is an indispensable technique. However, the high computational costs of existing RNA-RNA interaction prediction tools prevent their application to large-scale lncRNA datasets. 'RIblast' is an ultrafast RNA-RNA interaction prediction method based on the seed-and-extension approach. RIblast discovers seed regions using suffix arrays and subsequently extends seed regions based on an RNA secondary structure energy model. Computational experiments indicate that RIblast achieves a level of prediction accuracy similar to those of existing programs, but at speeds over 64 times faster than existing programs.",28459942
Give an overview of visualizing genomes with oligopaint FISH probes.,"GMOL is a desktop application designed to visualize genome structures using oligopaint FISH probes, allowing researchers to scale between six separate levels within the genome and highlight structural relationships that may not be obvious from sequence information alone.","Context: It has been shown that genome spatial structures largely affect both genome  activity and DNA function. Knowing this, many researchers are currently  attempting to accurately model genome structures. Despite these increased  efforts there still exists a shortage of tools dedicated to visualizing the  genome. Creating a tool that can accurately visualize the genome can aid  researchers by highlighting structural relationships that may not be obvious when examining the sequence information alone. Here we present a desktop  application, known as GMOL, designed to effectively visualize genome structures  so that researchers may better analyze genomic data. GMOL was developed based upon our multi-scale approach that allows a user to scale between six separate  levels within the genome. With GMOL, a user can choose any unit at any scale and  scale it up or down to visualize its structure and retrieve corresponding genome, Context:  MOTIVATION: Genome plotting is performed using a wide range of visualizations  tools each with emphasis on a different informative dimension of the genome.  These tools can provide a deeper insight into the genomic structure of the  organism. RESULTS: Here, we announce a new visualization tool that is specifically  designed for chloroplast genomes. It allows the users to depict the genetic  architecture of up to ten chloroplast genomes in the vicinity of the sites connecting the inverted repeats to the short and long single copy regions. The  software and its dependent libraries are fully coded in R and the reflected plot  is scaled up to realistic size of nucleotide base pairs in the vicinity of the","26868282, 29659705","Oligopaint probes are fluorescently labeled, single-stranded DNA oligonucleotides that can be used to visualize genomic regions ranging in size from tens of kilobases to many megabases. Coupled with fluorescence in situ hybridization (FISH) and a bioinformatic platform, this technology could be extended to any organism whose genome has been sequenced. The oligonucleotide probes are renewable, highly efficient, and able to robustly label chromosomes in cell culture, fixed tissues, and metaphase spreads. The method gives researchers precise control over the sequences they target and allows for single and multicolor imaging of chromosomal regions. It is anticipated that this technology will lead to an enhanced ability to visualize interphase and metaphase chromosomes.","24510436, 23236188"
Which histone marks are deposited by Set7?,I don't know the answer.,"Context: modified by lysine acetylation (Kac) and lysine crotonylation (Kcr). This  histone mark was initially identified by MS and then validated by chemical and  biochemical methods. Histone Khib shows distinct genomic distributions from  histone Kac or histone Kcr during male germ cell differentiation. Using  chromatin immunoprecipitation sequencing, gene expression analysis and  immunodetection, we show that in male germ cells, H4K8hib is associated with  active gene transcription in meiotic and post-meiotic cells. In addition,  H4K8ac-associated genes are included in and constitute only a subfraction of  H4K8hib-labeled genes. The histone Khib mark is conserved and widely distributed, has high stoichiometry and induces a large structural change. These  findings suggest its critical role on the regulation of chromatin functions, Context: upstream of the Set1A SET domain is necessary for interaction with CFP1, Ash2,  Rbbp5, and Wdr5. This protein domain is also required to mediate feedback  inhibition of Set1A and Set1B expression, which is a consequence of reduced  Set1A and Set1B stability when not associated with the methyltransferase  complex. Confocal microscopy reveals that Set1A and Set1B each localize to a  largely non-overlapping set of euchromatic nuclear speckles, suggesting that  Set1A and Set1B each bind to a unique set of target genes and thus make  non-redundant contributions to the epigenetic control of chromatin structure and  gene expression","24681537, 17355966",Set7 is H4K20 monomethyltransferase. Upregulation of PR-Set7 expression upon loss of HCF-1 leads to improper mitotic H4-K20 methylation. Set7 (or some variant) has also been reported to perform mono-methylation on lysine-4 of H3.,"21963854, 12086618, 12208845, 15200950"
What are the targets of pemigatinib?,I don't know the answer.,"Context: glutamate (E) corresponding to the second hinge residue, and a lysine (K) in the  β8-strand (the NEK triad). PDGFRα/β, Kit, CSF1R, VEGFR1/2/3, Flt3, Tek, and Tie  protein kinases are also regulated by a similar autoinhibitory brake mechanism.  Ponatinib binds to FGFR4 in a DFG-Dout conformation and is classified as a type  II inhibitor. Futibatinib, roblitinib, H3B-6527, fisogatinib, and PRN1371 bind  covalently to their FGFR target and are classified as type VI inhibitors.  Nintedanib, pazopanib, pemigatinib, rogaratinib, fisogatinib, and PRN1371 are  FGFR inhibitors lacking drug-enzyme crystal structures. All of the  aforementioned FGFR antagonists are orally effective. The development of FGFR inhibitors has lagged behind those of other receptor protein-tyrosine kinases.  However, the FDA approval of erdafitinib for the treatment of urinary bladder  cancers may stimulate additional work targeting the many other FGFR-driven  neoplasms, Context: FGFR3 mut/fus, it is the first approved targeted therapy in metastatic UC. Areas  covered: This review covers the preclinical and clinical evidence for  erdafitinib, summarizes the results of other FGFR inhibitors tested in UC and  explores future perspectives of FGFR inhibition in UC. Expert opinion: In the  era of precision medicine, erdafitinib approval marks a step forward in UC.  Erdafitinib qualifies as a compelling comparator in the salvage therapy setting.  Special attention must be paid to typical adverse class-effects of FGFR  inhibitors. In the near future, in order to achieve an optimal selection of  molecularly-altered tumors, it will be important to assess the performance of different diagnostic tools and to investigate the role of liquid biopsy.  Combinations with immunotherapy represent a novel therapeutic opportunity being  tested in ongoing trials","31770593, 31544541","Pemigatinib is a small molecule inhibitor of fibroblast growth factor receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval  for the treatment of adults with previously treated, unresectable, locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other rearrangement, as detected by a US FDA-approved test.","32677452, 32472305, 32203698, 32315352, 32684989"
How do HBS1L-MYB intergenic variants regulate fetal hemoglobin?,"HBS1L-MYB intergenic variants reduce transcription factor binding, affecting long-range interactions with MYB and MYB expression levels. This reduces MYB's ability to silence gamma-globin gene expression, leading to increased fetal hemoglobin (","Context: Genetic studies have identified common variants within the intergenic region  (HBS1L-MYB) between GTP-binding elongation factor HBS1L and myeloblastosis  oncogene MYB on chromosome 6q that are associated with elevated fetal hemoglobin  (HbF) levels and alterations of other clinically important human erythroid  traits. It is unclear how these noncoding sequence variants affect multiple  erythrocyte characteristics. Here, we determined that several HBS1L-MYB  intergenic variants affect regulatory elements that are occupied by key  erythroid transcription factors within this region. These elements interact with  MYB, a critical regulator of erythroid development and HbF levels. We found that several HBS1L-MYB intergenic variants reduce transcription factor binding,  affecting long-range interactions with MYB and MYB expression levels. These data  provide a functional explanation for the genetic association of HBS1L-MYB intergenic polymorphisms with human erythroid traits and HbF levels. Our results  further designate MYB as a target for therapeutic induction of HbF to ameliorate  sickle cell and β-thalassemia disease severity, Context:  Interruption of the normal fetal-to-adult transition of hemoglobin expression  should largely ameliorate sickle cell and beta-thalassemia syndromes.  Achievement of this clinical goal requires a robust understanding of gamma-globin gene and protein silencing during human development. For this  purpose, age-related changes in globin phenotypes of circulating human erythroid  cells were examined from 5 umbilical cords, 99 infants, and 5 adult donors. Unexpectedly, an average of 95% of the cord blood erythrocytes and reticulocytes  expressed HbA and the adult beta-globin gene, as well as HbF and the  gamma-globin genes. The distribution of hemoglobin and globin gene expression","24614105, 16735596","HBS1L-MYB intergenic variants modulate fetal hemoglobin via long-range MYB enhancers. Several HBS1L-MYB intergenic variants affect regulatory elements that are occupied by key erythroid transcription factors within this region. These elements interact with MYB, a critical regulator of erythroid development and HbF levels. Several HBS1L-MYB intergenic variants reduce transcription factor binding, affecting long-range interactions with MYB and MYB expression levels.",24614105
Is avelumab effective for bladder cancer?,Yes. The context mentions that avelumab is among the recent novel therapeutic advances gaining approvals by the FDA for treatment of advanced-stage urothelial carcinoma.,"Context: Urothelial carcinoma is the predominant histologic type of bladder cancer. After  30 years of minimal progress in the treatment of advanced-stage disease, recent  advances in the genomic characterization of urothelial cancer and breakthroughs  in bladder cancer therapeutics have rejuvenated the field. Nivolumab,  pembrolizumab, atezolizumab, durvalumab, and avelumab are among the exciting  recent novel therapeutic advances gaining approvals by the FDA for treatment of advanced-stage urothelial carcinoma. Yet the challenge for clinicians is to  determine the optimal choice of agents as first-line or second-line therapy and  which offers the best chance for overall survival for the individual patient in this rapidly changing field, Context: This selection from the NCCN Clinical Practice Guidelines in Oncology (NCCN  Guidelines) for Bladder Cancer focuses on systemic therapy for muscle-invasive  urothelial bladder cancer, as substantial revisions were made in the 2017  updates, such as new recommendations for nivolumab, pembrolizumab, atezolizumab,  durvalumab, and avelumab. The complete version of the NCCN Guidelines for  Bladder Cancer addresses additional aspects of the management of bladder cancer, including non-muscle-invasive urothelial bladder cancer and nonurothelial  histologies, as well as staging, evaluation, and follow-up","29784744, 28982750","Yes, avelumab is effective treatment of bladder cancer.","29103968, 29606979, 29784744, 29644490, 28864844, 28493171, 29540084, 29069302, 28214651, 29416316, 28982750"
HER-2 belongs to what family of proteins?,"The Human Epidermal growth factor Receptor (HER) family.   This is mentioned in the context as ""the Human Epidermal growth factor Receptor (HER) family belongs to the RTKs superfamily"".","Context: Receptor tyrosine kinases (RTKs) are a superfamily of transmembrane proteins  that mediate intracellular signaling by phosphorylating substrate proteins  involved in cell proliferation, survival, differentiation or migration. The  Human Epidermal growth factor Receptor (HER) family belongs to the RTKs  superfamily, and comprises four members: EGFR (epidermal growth factor  receptor), HER2, HER3 and HER4. Physiologically, these receptors are activated by the ligands of the EGF family. In solid tumors other mechanisms of  activation, such as overexpression or molecular alterations have been reported,  and have been linked to tumour initiation/progression. Because of that, several strategies have been developed to target HER receptors and include i)  antibody-based therapies using monoclonal antibodies against the extracellular  domain of these receptors, and ii) small molecule tyrosine kinase inhibitors, Context:  Metastatic breast cancer is an incurable disease in a very high percentage of  patients. Despite new progress in endocrine and other systemic therapies, this  evidence remains challenging for patients and clinicians. HER2 protein is a member of the epidermal growth factor family of transmembrane receptors. HER2 is  overexpressed in approximately 20% to 30% of breast cancers. Overexpression of  HER2 has been shown to be associated with increased tumor proliferation and relative resistance to some types of chemotherapy and hormonal therapies.  Trastuzumab, a humanized monoclonal antibody directed against HER2 protein, has  been shown to be an efficacious and well tolerated treatment for","27426127, 16800251",Her-2 belongs to the family of the human epidermal growth factor receptors (EGFRs).,"16707458, 26545934, 15173008, 27993109, 30312728, 15920544, 21896992, 33202212, 11785652, 17536308, 15782071, 11694782, 22505536, 17867585, 12767812, 25620423, 27426127, 30384340, 10480346, 11180765, 19048033, 7612897, 21805036, 19279475, 29389942, 16800251, 18505086"
Which company developed eptinezumab?,I don't know the answer.,"Context: honorarium from Illumina. B.T.L. reports two pending institutional patents at  Memorial Sloan Kettering Cancer Center (US62/685,057, US62/514,661);  consultant/advisory board member roles for Roche/Genentech, Biosceptre  International, Thermo Fisher Scientific, Mersana Therapeutics, Hengrui  Therapeutics, Guardant Health, Eli Lilly and Company; and research funds to his  institution from Roche/Genentech, Daiichi Sankyo, Hengrui Therapeutics,  Illumina, Guardant Health, BioMed Valley Discoveries, AstraZeneca, GRAIL, MORE  Health, Amgen, and Eli Lilly and Company. L.M.S. reports consulting fees from  EMD Serono, scientific advisory board roles for Loxo Oncology and Foghorn Therapeutics, and honorarium from Astra Zeneca. B.S.T. reports honoraria and  research funding from Genentech and discovery board activities for Boehringer  Ingelheim and Loxo Oncology; all stated activities were outside of the work described herein. M. Ladanyi reports ad hoc advisory board roles for Eli Lilly  and Company and Loxo Oncology, and research support from Helsinn Healthcare and  Loxo Oncology. P.A.J. reports consulting fees from AstraZeneca,, Context: of the Roche group, at the time this work was performed and own/owned Roche  stock and/or options. L.W.C. is currently an employee of Principia Biopharma and  owns Principia Biopharma stock and/or options. D.J.H. owns Principia Biopharma  stock. T.T.L. is currently an employee of DiCE Molecules. M. Maurer is or  recently was a speaker and/or advisor for and/or has received research funding  from Allakos, Amgen, Aralez, AstraZeneca, Celldex, Centogene, CSL Behring, FAES,  Genentech, GI Innovation, Innate Pharma, Kyowa Kirin, LEO Pharma, Lilly,  Menarini, Moxie, Merck Sharp & Dohme, Novartis, Roche, Sanofi/Regeneron, Third  Harmonic Bio, UCB and Uriach. R.G. and P.S. declare no competing interests","33082208, 34750553",Eptinezumab was developed by Lundbeck Seattle BioPharmaceuticals.,32266704
