question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,"The implication of histone lysine methylation in medulloblastoma is that it may contribute to the epigenetic silencing of tumor suppressor genes. This is suggested by the transcriptional analysis of medulloblastoma cell lines,","Context: transcription in medulloblastoma cell lines, and RASSF1A expression in these  lines was restored after treatment with the DNA-methyltransferase inhibitor  5-aza-2'-deoxycytidine. No evidence was found of RASSF1A inactivation by genetic, Context: Medulloblastoma arises in the cerebellum and is the most common malignant brain  tumour of childhood, however its molecular basis is not well understood. To  assess the role of aberrant epigenetic events in medulloblastoma and identify, Context: Epigenetic inactivation of the RASSF1A tumor suppressor gene (TSG) at chromosome  3p21.3 was examined in medulloblastoma, the most common malignant brain tumor of  childhood. Seventy-nine % (27 of 34) of primary tumors and 100% (8 of 8) of","12384556, 14688019, 12384556","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
Which lncRNAS are regulated by SAM68?,SR-lncRNA-2 is one of the lncRNAs that is regulated by Sam68.,"Context: depletion of SR-lncRNA-2 in Sam68-deficient 3T3-L1 cells partially rescued the  adipogenesis defect observed in these cells. Collectively, our findings define a  new role for Sam68 as a regulator of lncRNAs during adipogenic differentiation, Context: mechanisms remain fairly complicated. Here, we give a systematic and  comprehensive summary of the existing knowledge of lncRNAs in order to provide a  better understanding of this new studying field. lncRNAs play important roles in, Context: Long non-coding RNAs (lncRNAs) are increasingly being recognized as epigenetic  regulators of gene transcription. The diversity and complexity of lncRNA genes  means that they exert their regulatory effects by a variety of mechanisms","29137239, 23756188, 24149621","Hotair, Mir155hg, as well as SR-lncRNA-1 and SR-lncRNA-2 are regulated by Sam68, and contained consensus Sam68 binding sites.",29137239
Describe RIblast,RIblast is a program that discovers seed regions using suffix arrays and subsequently extends seed regions based on an RNA secondary structure energy model. It achieves high prediction accuracy at speeds over 64 times faster than existing programs.,"Context: RIblast achieves a level of prediction accuracy similar to those of existing  programs, but at speeds over 64 times faster than existing programs. AVAILABILITY AND IMPLEMENTATION: The source code of RIblast is freely available, Context: at https://github.com/fukunagatsu/RIblast . CONTACT: t.fukunaga@kurenai.waseda.jp or mhamada@waseda.jp. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics  online, Context: method based on the seed-and-extension approach. RIblast discovers seed regions  using suffix arrays and subsequently extends seed regions based on an RNA  secondary structure energy model. Computational experiments indicate that","28459942, 28459942, 28459942","LncRNAs play important roles in various biological processes. Although more than 58 000 human lncRNA genes have been discovered, most known lncRNAs are still poorly characterized. One approach to understanding the functions of lncRNAs is the detection of the interacting RNA target of each lncRNA. Because experimental detections of comprehensive lncRNA-RNA interactions are difficult, computational prediction of lncRNA-RNA interactions is an indispensable technique. However, the high computational costs of existing RNA-RNA interaction prediction tools prevent their application to large-scale lncRNA datasets. 'RIblast' is an ultrafast RNA-RNA interaction prediction method based on the seed-and-extension approach. RIblast discovers seed regions using suffix arrays and subsequently extends seed regions based on an RNA secondary structure energy model. Computational experiments indicate that RIblast achieves a level of prediction accuracy similar to those of existing programs, but at speeds over 64 times faster than existing programs.",28459942
Give an overview of visualizing genomes with oligopaint FISH probes.,"Genomicus is a database and online tool that allows comparative genomic visualization in >150 eukaryote genomes using various techniques, including oligopaint FISH probes. Oligopaint FISH probes are used to visualize specific genomic regions or genes","Context: MOTIVATION: Genome plotting is performed using a wide range of visualizations  tools each with emphasis on a different informative dimension of the genome.  These tools can provide a deeper insight into the genomic structure of the  organism, Context: MOTIVATION: Genome plotting is performed using a wide range of visualizations  tools each with emphasis on a different informative dimension of the genome.  These tools can provide a deeper insight into the genomic structure of the  organism, Context: Genomicus (http://www.dyogen.ens.fr/genomicus/) is a database and an online tool  that allows easy comparative genomic visualization in >150 eukaryote genomes. It  provides a way to explore spatial information related to gene organization","29659705, 29659705, 23193262","Oligopaint probes are fluorescently labeled, single-stranded DNA oligonucleotides that can be used to visualize genomic regions ranging in size from tens of kilobases to many megabases. Coupled with fluorescence in situ hybridization (FISH) and a bioinformatic platform, this technology could be extended to any organism whose genome has been sequenced. The oligonucleotide probes are renewable, highly efficient, and able to robustly label chromosomes in cell culture, fixed tissues, and metaphase spreads. The method gives researchers precise control over the sequences they target and allows for single and multicolor imaging of chromosomal regions. It is anticipated that this technology will lead to an enhanced ability to visualize interphase and metaphase chromosomes.","24510436, 23236188"
Which histone marks are deposited by Set7?,H3K4me1 and H3K4me2.,"Context: these two enzyme classes has drawn significant attention from the pharmaceutical  industry. Herein, the authors describe the development and optimization of  homogeneous LANCE Ultra and AlphaLISA antibody-based assays for measuring the, Context: now further investigated this unusual location for H3K9me3 in ZNF genes. Neither  bioinformatic nor experimental approaches support the hypothesis that the 3'  exons of ZNFs are promoters. We further characterized the histone modifications, Context: that signaling through SET7 represents a means of DNMT1 enzyme turnover","21940714, 21347206, 19282482",Set7 is H4K20 monomethyltransferase. Upregulation of PR-Set7 expression upon loss of HCF-1 leads to improper mitotic H4-K20 methylation. Set7 (or some variant) has also been reported to perform mono-methylation on lysine-4 of H3.,"21963854, 12086618, 12208845, 15200950"
What are the targets of pemigatinib?,"FGFR1, FGFR2, and FGFR3.","Context: Pemigatinib (PEMAZYRE™), a small molecule inhibitor of fibroblast growth factor  receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval in April 2020  in the USA for the treatment of adults with previously treated, unresectable,, Context: frequently because of disease progression (61 [42%]); no deaths were deemed to  be treatment related. INTERPRETATION: These data support the therapeutic potential of pemigatinib in, Context: locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other  rearrangement, as detected by a US FDA-approved test. Developed by Incyte  Corporation, it is the first targeted treatment for cholangiocarcinoma in the","32472305, 32203698, 32472305","Pemigatinib is a small molecule inhibitor of fibroblast growth factor receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval  for the treatment of adults with previously treated, unresectable, locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other rearrangement, as detected by a US FDA-approved test.","32677452, 32472305, 32203698, 32315352, 32684989"
How do HBS1L-MYB intergenic variants regulate fetal hemoglobin?,"These variants affect regulatory elements that interact with MYB, a critical regulator of erythroid development and HbF levels.","Context: (HbF) levels and alterations of other clinically important human erythroid  traits. It is unclear how these noncoding sequence variants affect multiple  erythrocyte characteristics. Here, we determined that several HBS1L-MYB, Context: Genetic studies have identified common variants within the intergenic region  (HBS1L-MYB) between GTP-binding elongation factor HBS1L and myeloblastosis  oncogene MYB on chromosome 6q that are associated with elevated fetal hemoglobin, Context: intergenic variants affect regulatory elements that are occupied by key  erythroid transcription factors within this region. These elements interact with  MYB, a critical regulator of erythroid development and HbF levels. We found that","24614105, 24614105, 24614105","HBS1L-MYB intergenic variants modulate fetal hemoglobin via long-range MYB enhancers. Several HBS1L-MYB intergenic variants affect regulatory elements that are occupied by key erythroid transcription factors within this region. These elements interact with MYB, a critical regulator of erythroid development and HbF levels. Several HBS1L-MYB intergenic variants reduce transcription factor binding, affecting long-range interactions with MYB and MYB expression levels.",24614105
Is avelumab effective for bladder cancer?,Yes. Avelumab is mentioned in the context as an agent that inhibits associated protein 4 (CTLA-4) and has been used to treat bladder cancer patients who have received BCG treatment.,"Context: with T1 high-grade NMIBC fitting the new definition of BCG-unresponsive disease,  that is, persistent high-grade disease at 6-12mo, despite an adequate course of  induction and maintenance with BCG. PATIENT SUMMARY: When T1 high-grade, Context: follow-up treatment of bladder cancer patients, Context: associated protein 4 [CTLA4]) have received the most attention in the treatment  of bladder cancer, and have inhibitor agents either approved or in late-stage  development. This review describes the most recent data on agents that inhibit","31307960, 19181545, 28214651","Yes, avelumab is effective treatment of bladder cancer.","29103968, 29606979, 29784744, 29644490, 28864844, 28493171, 29540084, 29069302, 28214651, 29416316, 28982750"
HER-2 belongs to what family of proteins?,I don't know the answer.,"Context: and Perseus were used for protein quantitation and statistical analysis. Both  fetal membranes and placental villi samples were used to validate proteomic  discovery. RESULTS: Proteomics analysis of fetal membranes identified 2,800 proteins across, Context: the subgroups are believed to control their correct assembly into  heterofilaments which have specific roles in membrane remodelling events. Many  different combinations of the 13 proteins are theoretically possible and it is, Context: Here, we report the biochemical and genetic basis of the Vel blood group  antigen, which has been a vexing mystery for decades, especially as anti-Vel  regularly causes severe haemolytic transfusion reactions. The protein carrying","32792973, 23163726, 23505126",Her-2 belongs to the family of the human epidermal growth factor receptors (EGFRs).,"16707458, 26545934, 15173008, 27993109, 30312728, 15920544, 21896992, 33202212, 11785652, 17536308, 15782071, 11694782, 22505536, 17867585, 12767812, 25620423, 27426127, 30384340, 10480346, 11180765, 19048033, 7612897, 21805036, 19279475, 29389942, 16800251, 18505086"
Which company developed eptinezumab?,Eli Lilly and Company.,"Context: (14)Eli Lilly and Company, Erl Wood Manor, Windlesham GU20 6PH, UK.  csmith@lilly.com. (15)Eli Lilly and Company, Erl Wood Manor, Windlesham GU20 6PH, UK.  gueorguieva_ivelina@lilly.com. (16)Eli Lilly and Company, Erl Wood Manor, Windlesham GU20 6PH, UK, Context: Inc, Avanir Pharma, Cipla Ltd, Colucid Pharmaceuticals, Ltd, Dr Reddy's  Laboratories, eNeura, Electrocore LLC, Novartis, Pfizer Inc, Promius Pharma,  Quest Diagnostics, Scion, Teva Pharmaceuticals, Trigemina Inc; MedicoLegal work,, Context: Pharmaceuticals; Lycera; Merck; Mirati Therapeutics; Neovia Oncology; Novartis;  OncoMed Pharmaceuticals; Pfizer; Regeneron Pharmaceuticals; Sanofi; Shattuck  Labs; Stem CentRx; Syndax Pharmaceuticals; Takeda Pharmaceuticals; Tarveda;","28481241, 29255900, 33082208",Eptinezumab was developed by Lundbeck Seattle BioPharmaceuticals.,32266704
