question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,Recent studies showed that frequent mutations in histone H3 lysine 27 (H3K27) demethylases in medulloblastomas suggest a role for H3K27 methylation in these tumors. High expression of polycomb genes,"Context:  Recent studies showed frequent mutations in histone H3 lysine 27 (H3K27)  demethylases in medulloblastomas of Group 3 and Group 4, suggesting a role for  H3K27 methylation in these tumors. Indeed, trimethylated H3K27 (H3K27me3) levels were shown to be higher in Group 3 and 4 tumors compared to WNT and SHH  medulloblastomas, also in tumors without detectable mutations in demethylases.  Here, we report that polycomb genes, required for H3K27 methylation, are consistently upregulated in Group 3 and 4 tumors. These tumors show high  expression of the homeobox transcription factor OTX2. Silencing of OTX2 in D425  medulloblastoma cells resulted in downregulation of polycomb genes such as EZH2,, Context: Epigenetic marks such as histone modifications play roles in various chromosome  dynamics in mitosis and meiosis. Methylation of histones H3 at positions K4 and  K79 is involved in the initiation of recombination and the recombination  checkpoint, respectively, during meiosis in the budding yeast. Set1 promotes  H3K4 methylation while Dot1 promotes H3K79 methylation. In this study, we  carried out detailed analyses of meiosis in mutants of the SET1 and DOT1 genes  as well as methylation-defective mutants of histone H3. We confirmed the role of  Set1-dependent H3K4 methylation in the formation of double-strand breaks (DSBs)  in meiosis for the initiation of meiotic recombination, and we showed the involvement of Dot1 (H3K79 methylation) in DSB formation in the absence of  Set1-dependent H3K4 methylation. In addition, we showed that the histone H3K4  methylation-defective mutants are defective in SC elongation, although they seem to have moderate reduction of DSBs. This suggests that high levels of DSBs  mediated by histone H3K4 methylation promote SC elongation","23179372, 24797370","Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
Which lncRNAS are regulated by SAM68?,"Hotair, Mir155hg, SR-lncRNA-1, and SR-lncRNA-2.","Context: alternative splicing. Herein we profiled the transcriptome of Sam68 wild type  and deficient 3T3-L1 mouse preadipocytes. We identified 652 protein-coding genes  and 9 ncRNAs that were significantly altered with the loss of Sam68. As  expected, downregulated genes were significantly associated with GO terms linked  to cell migration, motility, and fat cell differentiation, while upregulated  genes were mostly associated with GO terms linked to neurogenesis. Of the  lncRNAs, we identified Hotair, Mir155hg, as well as two new lncRNAs (SR-lncRNA-1  and SR-lncRNA-2) that were regulated by Sam68, and contained consensus Sam68  binding sites. RNA stability assays showed that Sam68-deficiency decreased the half-life of Hotair, and increased the half-lives of Mir155hg and SR-lncRNA-2,  while the stability of SR-lncRNA-1 was unaffected. Depletion of Hotair and  SR-lncRNA-1 in wild type 3T3-L1 cells led to defects in adipogenesis, whereas depletion of SR-lncRNA-2 in Sam68-deficient 3T3-L1 cells partially rescued the  adipogenesis defect observed in these cells. Collectively, our findings define a  new role for Sam68 as a regulator of lncRNAs during adipogenic differentiation, Context: alternative splicing. Herein we profiled the transcriptome of Sam68 wild type  and deficient 3T3-L1 mouse preadipocytes. We identified 652 protein-coding genes  and 9 ncRNAs that were significantly altered with the loss of Sam68. As  expected, downregulated genes were significantly associated with GO terms linked  to cell migration, motility, and fat cell differentiation, while upregulated  genes were mostly associated with GO terms linked to neurogenesis. Of the  lncRNAs, we identified Hotair, Mir155hg, as well as two new lncRNAs (SR-lncRNA-1  and SR-lncRNA-2) that were regulated by Sam68, and contained consensus Sam68  binding sites. RNA stability assays showed that Sam68-deficiency decreased the half-life of Hotair, and increased the half-lives of Mir155hg and SR-lncRNA-2,  while the stability of SR-lncRNA-1 was unaffected. Depletion of Hotair and  SR-lncRNA-1 in wild type 3T3-L1 cells led to defects in adipogenesis, whereas depletion of SR-lncRNA-2 in Sam68-deficient 3T3-L1 cells partially rescued the  adipogenesis defect observed in these cells. Collectively, our findings define a  new role for Sam68 as a regulator of lncRNAs during adipogenic differentiation","29137239, 29137239","Hotair, Mir155hg, as well as SR-lncRNA-1 and SR-lncRNA-2 are regulated by Sam68, and contained consensus Sam68 binding sites.",29137239
Describe RIblast,RIblast is an ultrafast RNA-RNA interaction prediction method based on the seed-and-extension approach. It discovers seed regions using suffix arrays and subsequently extends seed regions based on an RNA secondary structure energy model.,"Context: MOTIVATION: LncRNAs play important roles in various biological processes.  Although more than 58 000 human lncRNA genes have been discovered, most known  lncRNAs are still poorly characterized. One approach to understanding the  functions of lncRNAs is the detection of the interacting RNA target of each  lncRNA. Because experimental detections of comprehensive lncRNA-RNA interactions  are difficult, computational prediction of lncRNA-RNA interactions is an  indispensable technique. However, the high computational costs of existing  RNA-RNA interaction prediction tools prevent their application to large-scale  lncRNA datasets. RESULTS: Here, we present 'RIblast', an ultrafast RNA-RNA interaction prediction method based on the seed-and-extension approach. RIblast discovers seed regions  using suffix arrays and subsequently extends seed regions based on an RNA  secondary structure energy model. Computational experiments indicate that RIblast achieves a level of prediction accuracy similar to those of existing  programs, but at speeds over 64 times faster than existing programs. AVAILABILITY AND IMPLEMENTATION: The source code of RIblast is freely available, Context: functions of lncRNAs is the detection of the interacting RNA target of each  lncRNA. Because experimental detections of comprehensive lncRNA-RNA interactions  are difficult, computational prediction of lncRNA-RNA interactions is an  indispensable technique. However, the high computational costs of existing  RNA-RNA interaction prediction tools prevent their application to large-scale  lncRNA datasets. RESULTS: Here, we present 'RIblast', an ultrafast RNA-RNA interaction prediction  method based on the seed-and-extension approach. RIblast discovers seed regions  using suffix arrays and subsequently extends seed regions based on an RNA  secondary structure energy model. Computational experiments indicate that RIblast achieves a level of prediction accuracy similar to those of existing  programs, but at speeds over 64 times faster than existing programs. AVAILABILITY AND IMPLEMENTATION: The source code of RIblast is freely available at https://github.com/fukunagatsu/RIblast . CONTACT: t.fukunaga@kurenai.waseda.jp or mhamada@waseda.jp. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics  online","28459942, 28459942","LncRNAs play important roles in various biological processes. Although more than 58 000 human lncRNA genes have been discovered, most known lncRNAs are still poorly characterized. One approach to understanding the functions of lncRNAs is the detection of the interacting RNA target of each lncRNA. Because experimental detections of comprehensive lncRNA-RNA interactions are difficult, computational prediction of lncRNA-RNA interactions is an indispensable technique. However, the high computational costs of existing RNA-RNA interaction prediction tools prevent their application to large-scale lncRNA datasets. 'RIblast' is an ultrafast RNA-RNA interaction prediction method based on the seed-and-extension approach. RIblast discovers seed regions using suffix arrays and subsequently extends seed regions based on an RNA secondary structure energy model. Computational experiments indicate that RIblast achieves a level of prediction accuracy similar to those of existing programs, but at speeds over 64 times faster than existing programs.",28459942
Give an overview of visualizing genomes with oligopaint FISH probes.,"Oligopaint probes are fluorescently labeled, single-stranded DNA oligonucleotides that can be used to visualize genomic regions ranging in size from tens of kilobases to many megabases. This is achieved through Fluorescence In","Context:  Oligopaint probes are fluorescently labeled, single-stranded DNA  oligonucleotides that can be used to visualize genomic regions ranging in size  from tens of kilobases to many megabases. This unit details how Oligopaint probes can be synthesized using basic molecular biological techniques, and  provides protocols for FISH, 3D-FISH, and sample preparation, Context:  Oligopaint probes are fluorescently labeled, single-stranded DNA  oligonucleotides that can be used to visualize genomic regions ranging in size  from tens of kilobases to many megabases. This unit details how Oligopaint probes can be synthesized using basic molecular biological techniques, and  provides protocols for FISH, 3D-FISH, and sample preparation","24510436, 24510436","Oligopaint probes are fluorescently labeled, single-stranded DNA oligonucleotides that can be used to visualize genomic regions ranging in size from tens of kilobases to many megabases. Coupled with fluorescence in situ hybridization (FISH) and a bioinformatic platform, this technology could be extended to any organism whose genome has been sequenced. The oligonucleotide probes are renewable, highly efficient, and able to robustly label chromosomes in cell culture, fixed tissues, and metaphase spreads. The method gives researchers precise control over the sequences they target and allows for single and multicolor imaging of chromosomal regions. It is anticipated that this technology will lead to an enhanced ability to visualize interphase and metaphase chromosomes.","24510436, 23236188"
Which histone marks are deposited by Set7?,Monomethylation of lysine 20 on histone H4 (H4K20me1) is mediated by PR-Set7.,"Context: H19 and Gtl2 loci in mouse ES cells. Some, but not all, murine H1 subtypes  interact with DNA methyltransferases DNMT1 and DNMT3B. The interactions are  direct and require a portion of the H1 C-terminal domain. Expression of an H1  subtype that interacts with DNMT1 and DNMT3B in ES cells leads to their  recruitment and DNA methylation of the H19 and Gtl2 imprinting control regions.  H1 also interferes with binding of the SET7/9 histone methyltransferase to the  imprinting control regions, inhibiting production of an activating methylation  mark on histone H3 lysine 4. H1-dependent recruitment of DNMT1 and DNMT3B and  interference with the binding of SET7/9 also were observed with chromatin reconstituted in vitro. The data support a model in which H1 plays an active  role in helping direct two processes that lead to the formation of epigenetic  silencing marks. The data also provide evidence for functional differences among the H1 subtypes expressed in somatic mammalian cells, Context: The methylation state of lysine 20 on histone H4 (H4K20) has been linked to  chromatin compaction, transcription, DNA repair and DNA replication.  Monomethylation of H4K20 (H4K20me1) is mediated by the cell cycle-regulated  histone methyltransferase PR-Set7. PR-Set7 depletion in mammalian cells results  in defective S phase progression and the accumulation of DNA damage, which has  been partially attributed to defects in origin selection and activation. However, these studies were limited to only a handful of mammalian origins, and  it remains unclear how PR-Set7 and H4K20 methylation impact the replication  program on a genomic scale. We employed genetic, cytological, and genomic approaches to better understand the role of PR-Set7 and H4K20 methylation in  regulating DNA replication and genome stability in Drosophila cells. We find  that deregulation of H4K20 methylation had no impact on origin activation","23302691, 27131378",Set7 is H4K20 monomethyltransferase. Upregulation of PR-Set7 expression upon loss of HCF-1 leads to improper mitotic H4-K20 methylation. Set7 (or some variant) has also been reported to perform mono-methylation on lysine-4 of H3.,"21963854, 12086618, 12208845, 15200950"
What are the targets of pemigatinib?,"Fibroblast growth factor receptors (FGFR) 1, FGFR2, and FGFR3.","Context:  Pemigatinib (PEMAZYRE™), a small molecule inhibitor of fibroblast growth factor  receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval in April 2020  in the USA for the treatment of adults with previously treated, unresectable, locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other  rearrangement, as detected by a US FDA-approved test. Developed by Incyte  Corporation, it is the first targeted treatment for cholangiocarcinoma in the USA. The recommended dosage of pemigatinib is 13.5 mg once daily, administered  orally with or without food, on days 1-14 of a 21-day cycle until disease  progression or unacceptable toxicity. Pemigatinib received orphan designation, Context:  Pemigatinib (PEMAZYRE™), a small molecule inhibitor of fibroblast growth factor  receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval in April 2020  in the USA for the treatment of adults with previously treated, unresectable, locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other  rearrangement, as detected by a US FDA-approved test. Developed by Incyte  Corporation, it is the first targeted treatment for cholangiocarcinoma in the USA. The recommended dosage of pemigatinib is 13.5 mg once daily, administered  orally with or without food, on days 1-14 of a 21-day cycle until disease  progression or unacceptable toxicity. Pemigatinib received orphan designation","32472305, 32472305","Pemigatinib is a small molecule inhibitor of fibroblast growth factor receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval  for the treatment of adults with previously treated, unresectable, locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other rearrangement, as detected by a US FDA-approved test.","32677452, 32472305, 32203698, 32315352, 32684989"
How do HBS1L-MYB intergenic variants regulate fetal hemoglobin?,"HBS1L-MYB intergenic variants reduce transcription factor binding, affecting long-range interactions with MYB and MYB expression levels. This reduces MYB's ability to regulate fetal hemoglobin (HbF) levels.","Context: (HbF) levels and alterations of other clinically important human erythroid  traits. It is unclear how these noncoding sequence variants affect multiple  erythrocyte characteristics. Here, we determined that several HBS1L-MYB  intergenic variants affect regulatory elements that are occupied by key  erythroid transcription factors within this region. These elements interact with  MYB, a critical regulator of erythroid development and HbF levels. We found that  several HBS1L-MYB intergenic variants reduce transcription factor binding,  affecting long-range interactions with MYB and MYB expression levels. These data  provide a functional explanation for the genetic association of HBS1L-MYB intergenic polymorphisms with human erythroid traits and HbF levels. Our results  further designate MYB as a target for therapeutic induction of HbF to ameliorate  sickle cell and β-thalassemia disease severity, Context: (HbF) levels and alterations of other clinically important human erythroid  traits. It is unclear how these noncoding sequence variants affect multiple  erythrocyte characteristics. Here, we determined that several HBS1L-MYB  intergenic variants affect regulatory elements that are occupied by key  erythroid transcription factors within this region. These elements interact with  MYB, a critical regulator of erythroid development and HbF levels. We found that  several HBS1L-MYB intergenic variants reduce transcription factor binding,  affecting long-range interactions with MYB and MYB expression levels. These data  provide a functional explanation for the genetic association of HBS1L-MYB intergenic polymorphisms with human erythroid traits and HbF levels. Our results  further designate MYB as a target for therapeutic induction of HbF to ameliorate  sickle cell and β-thalassemia disease severity","24614105, 24614105","HBS1L-MYB intergenic variants modulate fetal hemoglobin via long-range MYB enhancers. Several HBS1L-MYB intergenic variants affect regulatory elements that are occupied by key erythroid transcription factors within this region. These elements interact with MYB, a critical regulator of erythroid development and HbF levels. Several HBS1L-MYB intergenic variants reduce transcription factor binding, affecting long-range interactions with MYB and MYB expression levels.",24614105
Is avelumab effective for bladder cancer?,"Yes. Avelumab is among the recent novel therapeutic advances gaining approvals by the FDA for treatment of advanced-stage urothelial carcinoma, which is the predominant histologic type of bladder cancer.","Context: Urothelial carcinoma is the predominant histologic type of bladder cancer. After  30 years of minimal progress in the treatment of advanced-stage disease, recent  advances in the genomic characterization of urothelial cancer and breakthroughs  in bladder cancer therapeutics have rejuvenated the field. Nivolumab,  pembrolizumab, atezolizumab, durvalumab, and avelumab are among the exciting  recent novel therapeutic advances gaining approvals by the FDA for treatment of advanced-stage urothelial carcinoma. Yet the challenge for clinicians is to  determine the optimal choice of agents as first-line or second-line therapy and  which offers the best chance for overall survival for the individual patient in this rapidly changing field, Context: Urothelial carcinoma is the predominant histologic type of bladder cancer. After  30 years of minimal progress in the treatment of advanced-stage disease, recent  advances in the genomic characterization of urothelial cancer and breakthroughs  in bladder cancer therapeutics have rejuvenated the field. Nivolumab,  pembrolizumab, atezolizumab, durvalumab, and avelumab are among the exciting  recent novel therapeutic advances gaining approvals by the FDA for treatment of advanced-stage urothelial carcinoma. Yet the challenge for clinicians is to  determine the optimal choice of agents as first-line or second-line therapy and  which offers the best chance for overall survival for the individual patient in this rapidly changing field","29784744, 29784744","Yes, avelumab is effective treatment of bladder cancer.","29103968, 29606979, 29784744, 29644490, 28864844, 28493171, 29540084, 29069302, 28214651, 29416316, 28982750"
HER-2 belongs to what family of proteins?,Tyrosine kinase transmembrane proteins.,"Context:  Her-2/neu belongs to the family of tyrosine kinase transmembrane proteins whose  overexpression has been associated with a poor prognosis in patients with breast  cancer. The product of this proto-oncogene is overexpressed in 25-30% of human breast cancer and is the target of selective immunotherapy. Concerned about the  ethnic differences on the expression of this oncogene, we have evaluated 143  consecutive specimens of primary breast cancer diagnosed in San Pablo Hospital, Puerto Rico. The specimens were analyzed for Her-2/neu expression using  immunohistochemistry assays (Hercept test). We have related the expression of  hormone receptor status, percent cells in S phase, DNA ploidy, tumor size, nodal, Context:  Her-2/neu belongs to the family of tyrosine kinase transmembrane proteins whose  overexpression has been associated with a poor prognosis in patients with breast  cancer. The product of this proto-oncogene is overexpressed in 25-30% of human breast cancer and is the target of selective immunotherapy. Concerned about the  ethnic differences on the expression of this oncogene, we have evaluated 143  consecutive specimens of primary breast cancer diagnosed in San Pablo Hospital, Puerto Rico. The specimens were analyzed for Her-2/neu expression using  immunohistochemistry assays (Hercept test). We have related the expression of  hormone receptor status, percent cells in S phase, DNA ploidy, tumor size, nodal","11785652, 11785652",Her-2 belongs to the family of the human epidermal growth factor receptors (EGFRs).,"16707458, 26545934, 15173008, 27993109, 30312728, 15920544, 21896992, 33202212, 11785652, 17536308, 15782071, 11694782, 22505536, 17867585, 12767812, 25620423, 27426127, 30384340, 10480346, 11180765, 19048033, 7612897, 21805036, 19279475, 29389942, 16800251, 18505086"
Which company developed eptinezumab?,Lundbeck Seattle BioPharmaceuticals.   This is mentioned in the context as the company developing eptinezumab for the prevention of migraine.,"Context:  Eptinezumab-jjmr (referred to as eptinezumab hereafter; Vyepti™) is a humanised  monoclonal antibody that binds to calcitonin gene-related peptide (CGRP) and  blocks its binding to the receptor. CGRP is believed to play a major role in the pathophysiology of migraine. Eptinezumab, delivered by intravenous (IV)  administration, is being developed by Lundbeck Seattle BioPharmaceuticals for  the prevention of migraine. In February 2020, eptinezumab was approved in the USA for the preventive treatment of migraine in adults. This article summarizes  the milestones in the development of eptinezumab leading to this first approval, Context:  Eptinezumab-jjmr (referred to as eptinezumab hereafter; Vyepti™) is a humanised  monoclonal antibody that binds to calcitonin gene-related peptide (CGRP) and  blocks its binding to the receptor. CGRP is believed to play a major role in the pathophysiology of migraine. Eptinezumab, delivered by intravenous (IV)  administration, is being developed by Lundbeck Seattle BioPharmaceuticals for  the prevention of migraine. In February 2020, eptinezumab was approved in the USA for the preventive treatment of migraine in adults. This article summarizes  the milestones in the development of eptinezumab leading to this first approval","32266704, 32266704",Eptinezumab was developed by Lundbeck Seattle BioPharmaceuticals.,32266704
