question,answer,contexts,contexts_ids,ground_truth,goldPassages
What is the implication of histone lysine methylation in medulloblastoma?,"Critical for regulation of gene expression.   Note: The context mentions that histone lysine methylation, particularly H3K9, is a previously unknown amplification and homozygous deletion in genes targeting this process, but it does not explicitly","Context:  We used high-resolution SNP genotyping to identify regions of genomic gain and  loss in the genomes of 212 medulloblastomas, malignant pediatric brain tumors.  We found focal amplifications of 15 known oncogenes and focal deletions of 20 known tumor suppressor genes (TSG), most not previously implicated in  medulloblastoma. Notably, we identified previously unknown amplifications and  homozygous deletions, including recurrent, mutually exclusive, highly focal genetic events in genes targeting histone lysine methylation, particularly that  of histone 3, lysine 9 (H3K9). Post-translational modification of histone  proteins is critical for regulation of gene expression, can participate in",19270706,"Aberrant patterns of H3K4, H3K9, and H3K27 histone lysine methylation were shown to result in histone code alterations, which induce changes in gene expression, and affect the proliferation rate of cells in medulloblastoma.","23179372, 19270706, 23184418"
Which lncRNAS are regulated by SAM68?,I don't know the answer.,"Context:  Long non-coding RNAs (lncRNAs) are increasingly being recognized as epigenetic  regulators of gene transcription. The diversity and complexity of lncRNA genes  means that they exert their regulatory effects by a variety of mechanisms. Although there is still much to be learned about the mechanism of lncRNA  function, general principles are starting to emerge. In particular, the  application of high throughput (deep) sequencing methodologies has greatly advanced our understanding of lncRNA gene function. lncRNAs function as adaptors  that link specific chromatin loci with chromatin-remodeling complexes and  transcription factors. lncRNAs can act in cis or trans to guide",24149621,"Hotair, Mir155hg, as well as SR-lncRNA-1 and SR-lncRNA-2 are regulated by Sam68, and contained consensus Sam68 binding sites.",29137239
Describe RIblast,I don't know the answer.,"Context: average query time by 93%. The web service built on top of the graph database  provides programmatic access to Reactome data by object oriented queries, but  also supports more complex queries that take advantage of the new underlying  graph-based data storage. By adopting graph database technology we are providing  a high performance pathway data resource to the community. The Reactome graph  database use case shows the power of NoSQL database engines for complex  biological data types",29377902,"LncRNAs play important roles in various biological processes. Although more than 58 000 human lncRNA genes have been discovered, most known lncRNAs are still poorly characterized. One approach to understanding the functions of lncRNAs is the detection of the interacting RNA target of each lncRNA. Because experimental detections of comprehensive lncRNA-RNA interactions are difficult, computational prediction of lncRNA-RNA interactions is an indispensable technique. However, the high computational costs of existing RNA-RNA interaction prediction tools prevent their application to large-scale lncRNA datasets. 'RIblast' is an ultrafast RNA-RNA interaction prediction method based on the seed-and-extension approach. RIblast discovers seed regions using suffix arrays and subsequently extends seed regions based on an RNA secondary structure energy model. Computational experiments indicate that RIblast achieves a level of prediction accuracy similar to those of existing programs, but at speeds over 64 times faster than existing programs.",28459942
Give an overview of visualizing genomes with oligopaint FISH probes.,"To visualize genomes with Oligopaint FISH probes, start by synthesizing fluorescently labeled, single-stranded DNA oligonucleotides that target specific genomic regions. These probes can range in size from tens of kilobases to many meg","Context:  Oligopaint probes are fluorescently labeled, single-stranded DNA  oligonucleotides that can be used to visualize genomic regions ranging in size  from tens of kilobases to many megabases. This unit details how Oligopaint probes can be synthesized using basic molecular biological techniques, and  provides protocols for FISH, 3D-FISH, and sample preparation",24510436,"Oligopaint probes are fluorescently labeled, single-stranded DNA oligonucleotides that can be used to visualize genomic regions ranging in size from tens of kilobases to many megabases. Coupled with fluorescence in situ hybridization (FISH) and a bioinformatic platform, this technology could be extended to any organism whose genome has been sequenced. The oligonucleotide probes are renewable, highly efficient, and able to robustly label chromosomes in cell culture, fixed tissues, and metaphase spreads. The method gives researchers precise control over the sequences they target and allows for single and multicolor imaging of chromosomal regions. It is anticipated that this technology will lead to an enhanced ability to visualize interphase and metaphase chromosomes.","24510436, 23236188"
Which histone marks are deposited by Set7?,The SET7/9 methyltransferase deposits a methyl mark at lysine 4 of histone H3.,"Context: Histone posttranslational modifications are among the epigenetic mechanisms that  modulate chromatin structure and gene transcription. Histone methylation and  demethylation are dynamic processes controlled respectively by histone  methyltransferases (HMTs) and demethylases (HDMs). Several HMTs and HDMs have  been implicated in cancer, inflammation, and diabetes, making them attractive  targets for drug therapy. Hence, the discovery of small-molecule modulators for  these two enzyme classes has drawn significant attention from the pharmaceutical  industry. Herein, the authors describe the development and optimization of  homogeneous LANCE Ultra and AlphaLISA antibody-based assays for measuring the catalytic activity of two epigenetic enzymes acting on lysine 4 of histone H3:  SET7/9 methyltransferase and LSD1 demethylase. Both the SET7/9 and LSD1 assays  were designed as signal-increase assays using biotinylated peptides derived from the N-terminus of histone H3. In addition, the SET7/9 assay was demonstrated  using full-length histone H3 protein as substrate in the AlphaLISA format.  Optimized assays in 384-well plates are robust (Z' factors ≥0.7) and sensitive,",21940714,Set7 is H4K20 monomethyltransferase. Upregulation of PR-Set7 expression upon loss of HCF-1 leads to improper mitotic H4-K20 methylation. Set7 (or some variant) has also been reported to perform mono-methylation on lysine-4 of H3.,"21963854, 12086618, 12208845, 15200950"
What are the targets of pemigatinib?,"FGFR1, FGFR2, and FGFR3.","Context:  Pemigatinib (PEMAZYRE™), a small molecule inhibitor of fibroblast growth factor  receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval in April 2020  in the USA for the treatment of adults with previously treated, unresectable, locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other  rearrangement, as detected by a US FDA-approved test. Developed by Incyte  Corporation, it is the first targeted treatment for cholangiocarcinoma in the USA. The recommended dosage of pemigatinib is 13.5 mg once daily, administered  orally with or without food, on days 1-14 of a 21-day cycle until disease  progression or unacceptable toxicity. Pemigatinib received orphan designation",32472305,"Pemigatinib is a small molecule inhibitor of fibroblast growth factor receptor (FGFR) 1, FGFR2 and FGFR3, received accelerated approval  for the treatment of adults with previously treated, unresectable, locally advanced or metastatic cholangiocarcinoma and a FGFR2 fusion or other rearrangement, as detected by a US FDA-approved test.","32677452, 32472305, 32203698, 32315352, 32684989"
How do HBS1L-MYB intergenic variants regulate fetal hemoglobin?,"The HBS1L-MYB intergenic variants reduce transcription factor binding, affecting long-range interactions with MYB and MYB expression levels, which in turn regulates fetal hemoglobin.","Context: Genetic studies have identified common variants within the intergenic region  (HBS1L-MYB) between GTP-binding elongation factor HBS1L and myeloblastosis  oncogene MYB on chromosome 6q that are associated with elevated fetal hemoglobin  (HbF) levels and alterations of other clinically important human erythroid  traits. It is unclear how these noncoding sequence variants affect multiple  erythrocyte characteristics. Here, we determined that several HBS1L-MYB intergenic variants affect regulatory elements that are occupied by key  erythroid transcription factors within this region. These elements interact with  MYB, a critical regulator of erythroid development and HbF levels. We found that several HBS1L-MYB intergenic variants reduce transcription factor binding,  affecting long-range interactions with MYB and MYB expression levels. These data  provide a functional explanation for the genetic association of HBS1L-MYB",24614105,"HBS1L-MYB intergenic variants modulate fetal hemoglobin via long-range MYB enhancers. Several HBS1L-MYB intergenic variants affect regulatory elements that are occupied by key erythroid transcription factors within this region. These elements interact with MYB, a critical regulator of erythroid development and HbF levels. Several HBS1L-MYB intergenic variants reduce transcription factor binding, affecting long-range interactions with MYB and MYB expression levels.",24614105
Is avelumab effective for bladder cancer?,"No.  The context mentions BCG vaccine as the main treatment for non-muscle-invasive bladder cancer (NMIBC), but does not mention avelumab.","Context: Intravesical immunotherapy with bacille Calmette-Guérin (BCG) vaccine is the  main treatment for non-muscle-invasive bladder cancer (NMIBC), with proven  effects on reducing recurrence, progression, and death from NMIBC. However, it  is not effective in all patients, and recurrence after adequate BCG therapy can  frequently lead to progression to more life-threatening disease. This  point-counterpoint review considers how to treat a healthy 60-yr-old patient  with T1 high-grade NMIBC fitting the new definition of BCG-unresponsive disease,  that is, persistent high-grade disease at 6-12mo, despite an adequate course of  induction and maintenance with BCG. PATIENT SUMMARY: When T1 high-grade non-muscle-invasive bladder cancer is persistent or recurs shortly after a full  course of bacille Calmette-Guérin (BCG) plus maintenance, further BCG is not  likely to work; this meets the new definition of a ""BCG unresponsive"" disease. For this situation, the safest (curative) option is removal of the bladder. If  that is not an accepted alternative, then a clinical trial or combination  intravesical chemotherapy or hyperchemotherapy may be another option",31307960,"Yes, avelumab is effective treatment of bladder cancer.","29103968, 29606979, 29784744, 29644490, 28864844, 28493171, 29540084, 29069302, 28214651, 29416316, 28982750"
HER-2 belongs to what family of proteins?,Tyrosine kinase receptors,"Context: VEGFR and HER2 are both important transmembrane proteins associated with several  types of cancer. Overexpression of these 2 proteins had long been thought to  contribute to cancer progression and poor outcomes, thus, therapies targeting  HER-2 and VEGFA signaling pathways have been applied in recent years. Herceptin  is a HER-2 targeted antibody that being widely used for the management of HER-2  positive breast cancer, which demonstrate significant benefits in both the metastatic and adjuvant settings. However, acquired resistance develops in most  treated patients despite treatment in as early as 10 months. Identification of  subpopulations best suited for and most likely to respond to Herceptin is of utmost importance. We analyzed the signaling pathways of HER-2 and found that  HER-2 shares a very similar downstream network with VEGFA, while LGR5 lies in  the upstream of VEGFA and could promotes its expression through CTNNB1. This",23830593,Her-2 belongs to the family of the human epidermal growth factor receptors (EGFRs).,"16707458, 26545934, 15173008, 27993109, 30312728, 15920544, 21896992, 33202212, 11785652, 17536308, 15782071, 11694782, 22505536, 17867585, 12767812, 25620423, 27426127, 30384340, 10480346, 11180765, 19048033, 7612897, 21805036, 19279475, 29389942, 16800251, 18505086"
Which company developed eptinezumab?,Lundbeck Seattle BioPharmaceuticals.   Reasoning: The context mentions that Lundbeck Seattle BioPharmaceuticals is developing eptinezumab for the prevention of migraine.,"Context:  Eptinezumab-jjmr (referred to as eptinezumab hereafter; Vyepti™) is a humanised  monoclonal antibody that binds to calcitonin gene-related peptide (CGRP) and  blocks its binding to the receptor. CGRP is believed to play a major role in the pathophysiology of migraine. Eptinezumab, delivered by intravenous (IV)  administration, is being developed by Lundbeck Seattle BioPharmaceuticals for  the prevention of migraine. In February 2020, eptinezumab was approved in the USA for the preventive treatment of migraine in adults. This article summarizes  the milestones in the development of eptinezumab leading to this first approval",32266704,Eptinezumab was developed by Lundbeck Seattle BioPharmaceuticals.,32266704
