question,answer,contexts,contexts_ids,ground_truth,goldPassages
Was Abraham Lincoln the sixteenth President of the United States?,"Yes, based on the context provided, Abraham Lincoln was indeed the sixteenth President of the United States.","Context: Abraham Lincoln's official White House portrait, Context: .  He was faced with the same opponent as in 1918, Richard Long, but this time Coolidge defeated him by 125,101 votes, more than ten times his margin of victory from a year earlier. The tally was Coolidge 317,774, Long 192,673. Fuess, 238, Context: Lincoln's birthplace and family home are national historic memorials: the Abraham Lincoln Birthplace National Historic Site in Hodgenville, and the Lincoln Home National Historic Site in Springfield, Illinois, Context: .""  Abe Lincoln resource page, Context: . The Abraham Lincoln Presidential Library and Museum opened in Springfield in 2005; it is a major tourist attraction, with state-of-the-art exhibits. The Abraham Lincoln National Cemetery is located in Elwood, Illinois","373, 423, 389, 301, 389",yes,
Was Abraham Lincoln the first President of the United States?,"No, Abraham Lincoln was not the first President of the United States. He was the sixteenth President, serving from March 4, 1861 until his assassination. This information can be found in the context provided.","Context: Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination, Context: . He was a prominent supporter of Abraham Lincoln and the Union effort during the American Civil War. His mother Mittie Bulloch was a Southern belle from a slave-owning family in Savannah, Georgia and had quiet Confederate sympathies, Context: Shortly after Confederate forces fired upon Fort Sumter, President  Abraham Lincoln put out a call for 75,000 volunteers. Grant helped recruit a company of volunteers and accompanied it to Springfield, the capital of Illinois, Context: Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination, Context: . Grant pressed for a field command; Yates appointed him colonel of the undisciplined and rebellious  21st Illinois Infantry in June 1861","278, 2885, 1782, 278, 1782",No,
Do scholars rank lincoln among the top three presidents?,"Yes, surveys of scholars have consistently ranked Abraham Lincoln from #3 to #7 on the list of greatest American presidents. This ranking is provided in the context you gave, specifically in the source ""The Rector and Visitors of the University of","Context: . In recent years, however, his reputation as president has improved somewhat among scholars impressed by his support for civil rights for African Americans, Context: ."" Historians typically rank Roosevelt among the top five presidents. The Rector and Visitors of the University of Virginia (2005).  ""Biography: Impact and Legacy"". Retrieved March 7 2006.   ""Legacy"". Retrieved March 7 2006, Context: Presidential experts typically rank Grant in the lowest quartile of U.S. presidents, primarily for his tolerance of corruption, Context: .  Surveys of scholars have consistently ranked him from #3 to #7 on the list of greatest American presidents, Context: . See Skidmore (2005); Bunting (2004), Scaturro (1998), Smith (2001) and Simpson (1998)   Unsuccessful in winning a third term in 1880, bankrupted by bad investments, and terminally ill with throat cancer, Grant wrote his Memoirs, which was enormously successful among veterans, the public, and the critics","1771, 3015, 1771, 2882, 1771",Yes,
Who is most noted for his contributions to the theory of molarity and molecular weight?,"Lorenzo Romano Amedeo Carlo Avogadro, Count of Quaregna and Cerreto is most noted for his contributions to the theory of molarity and molecular weight. He is the person after whom Avogad","Context: In honour of Avogadro's contributions to the theory of molarity and molecular weights, the number of molecules in one mole was renamed Avogadro's number, N A . It is approximately 6.0221415   10 23, Context: Lorenzo Romano Amedeo Carlo Avogadro, Count of Quaregna and Cerreto (August 9, 1776 July 9, 1856) was an Italian savant.  He is most noted for his contributions to the theory of molarity and molecular weight, Context: Lorenzo Romano Amedeo Carlo Avogadro, Count of Quaregna and Cerreto (August 9, 1776 July 9, 1856) was an Italian savant.  He is most noted for his contributions to the theory of molarity and molecular weight, Context: In 1811, he published an article with the title Essai d'une manière de déterminer les masses relatives des molécules élémentaires des corps, et les proportions selon lesquelles elles entrent dans ces combinaisons, which contains the famous Avogadro's hypothesis, Context: . As a tribute to him, the number of elementary entities (atoms, molecules, ions or other particles) in one mole of a substance, 6.02214199x10 23 , is known as Avogadro's number","736, 725, 725, 729, 725",Amedeo Avogadro,
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,"Yes, Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction. This information was provided in the context.","Context: Loschmidt first calculated the value of Avogadro's number, now called Avogadro's constant, which is still sometimes referred to as the Loschmidt number in German-language countries (Loschmidt constant now has another meaning), Context: .  Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction, Context: .  Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction, Context: In honour of Avogadro's contributions to the theory of molarity and molecular weights, the number of molecules in one mole was renamed Avogadro's number, N A . It is approximately 6.0221415   10 23, Context: In honour of Avogadro's contributions to the theory of molarity and molecular weights, the number of molecules in one mole was renamed Avogadro's number, N A . It is approximately 6.0221415   10 23","737, 737, 737, 736, 736",yes,
Was Celsius born in Uppsala in Sweden?,"I don't know for certain, but based on the context provided, it is not mentioned where Anders Celsius was born.","Context: Anders Celsius (November 27, 1701   April 25, 1744) was a Swedish astronomer, Context: Anders Celsius, Context: Celsius founded the Uppsala Astronomical Observatory in 1741, and in 1742 he proposed the Celsius temperature scale in a paper to the Royal Swedish Academy of Sciences. His thermometer had 100 for the freezing point of water and 0 for the boiling point, Context: Anders Celsius (November 27, 1701   April 25, 1744) was a Swedish astronomer, Context: . The scale was reversed by Carolus Linnaeus in 1745, to how it is today  Linnaeus' thermometer","141, 139, 144, 141, 144",Yes,
What happened from 1730 to 1744?,"From 1730 to 1744, Anders Celsius was a professor of astronomy at Uppsala University in Sweden. However, he spent the years 1732 to 1735 traveling","Context: Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France, Context: *Hills, Rev. Dr. Richard L., James Watt, Vol 1, His time in Scotland, 1736-1774 (2002); Vol 2, The years of toil, 1775-1785; Vol 3 Triumph through adversity 1785-1819.  Landmark Publishing Ltd, ISBN 1-84306-045-0, Context: Anders Celsius (November 27, 1701   April 25, 1744) was a Swedish astronomer, Context: ."" The amendment passed, but the bill never reemerged from committee and was never finally voted upon.  House Journal, 30th Session (1848) pp.183-184, Context: In 1744 he died of tuberculosis in Uppsala, and was buried in the Old Uppsala Church","142, 1989, 141, 300, 146",He was professor of astronomy at Uppsala University,
What do beetles eat?,"Beetles have diverse diets. Some feed on plants, both externally and internally, like certain leaf beetle larvae. Others are predatory, such as ground beetles, ladybirds, and ro","Context: . The larval period varies between species but can be as long as several years, Context: Besides being abundant and varied, the Coleoptera are able to exploit the wide diversity of food sources available in their many habitats. Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet, Context: The larva is usually the principal feeding stage of the beetle life cycle. Larvae tend to feed voraciously once they emerge from their eggs. Some feed externally on plants, such as those of certain leaf beetles, while others feed within their food sources, Context: The larva is usually the principal feeding stage of the beetle life cycle. Larvae tend to feed voraciously once they emerge from their eggs. Some feed externally on plants, such as those of certain leaf beetles, while others feed within their food sources, Context: . Examples of internal feeders are most Buprestidae and longhorn beetles. The larvae of many beetle families are predatory like the adults (ground beetles, ladybirds, rove beetles)","2396, 2412, 2396, 2396, 2396","Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet.",
Is the Adephaga suborder larger than the Polyphaga suborder?,"No, the Adephaga suborder is not larger than the Polyphaga suborder. In fact, Polyphaga is the largest suborder of beetles, containing more than 300,000 described species in","Context: These suborders diverged in the Permian and Triassic, Context: . Their phylogenetic relationship is uncertain, with the most popular hypothesis being that Polyphaga and Myxophaga are most closely related, with Adephaga as the sister group to those two, and Archostemata as sister to the other three collectively, Context: . Their phylogenetic relationship is uncertain, with the most popular hypothesis being that Polyphaga and Myxophaga are most closely related, with Adephaga as the sister group to those two, and Archostemata as sister to the other three collectively, Context: * Polyphaga is the largest suborder, containing more than 300,000 described species in more than 170 families, including rove beetles (Staphylinidae), scarab beetles (Scarabaeidae), blister beetles (Meloidae), stag beetles (Lucanidae) and true weevils (Curculionidae), Context: * Polyphaga is the largest suborder, containing more than 300,000 described species in more than 170 families, including rove beetles (Staphylinidae), scarab beetles (Scarabaeidae), blister beetles (Meloidae), stag beetles (Lucanidae) and true weevils (Curculionidae)","2422, 2422, 2422, 2418, 2418",no,
Have coleopterists formed organisations to facilitate the study of beetles ?,"Yes, coleopterists have formed organizations to facilitate the study of beetles. The Coleopterists Society is an example of such an organization, which is based in the United States and has both professionals and amateurs interested in beetles","Context: The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles, Context: The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles, Context: . Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members, Context: There is a thriving industry in the collection of beetle specimens for amateur and professional collectors. Many coleopterists prefer to collect beetle specimens for themselves, recording detailed information about each specimen and its habitat, Context: There is a thriving industry in the collection of beetle specimens for amateur and professional collectors. Many coleopterists prefer to collect beetle specimens for themselves, recording detailed information about each specimen and its habitat","2440, 2440, 2440, 2442, 2442",Yes.,
