question,answer,contexts,contexts_ids,ground_truth,goldPassages
Was Abraham Lincoln the sixteenth President of the United States?,"Yes, according to the context information provided, Abraham Lincoln was indeed the sixteenth President of the United States. This is stated explicitly in the first line of the context.","Context: ."" Two weeks later, President Polk sent a peace treaty to Congress. While no one in Washington paid any attention to Lincoln, the Democrats orchestrated angry outbursts from across his district, where the war was popular and many had volunteered  . In Morgan County, resolutions were adopted in fervent support of the war and in wrathful denunciation of the ""treasonable assaults of guerrillas at home; party demagogues; slanderers of the President; defenders of the butchery at the Alamo; traducers of the heroism at San Jacinto  .""  Abe Lincoln resource page, Context:  Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination . As an outspoken opponent of the expansion of slavery in the United States, ""[I]n his short autobiography written for the 1860 presidential campaign, Lincoln would describe his protest in the Illinois legislature as one that 'briefly defined his position on the slavery question, and so far as it goes, it was then the same that it is now ."" This was in reference to the anti-expansion sentiments he had then expressed. Doris Kearns Goodwin, Team of Rivals: The Political Genius of Abraham Lincoln (2005) p. 91.  Holzer pg. 232, Context:  Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination . As an outspoken opponent of the expansion of slavery in the United States, ""[I]n his short autobiography written for the 1860 presidential campaign, Lincoln would describe his protest in the Illinois legislature as one that 'briefly defined his position on the slavery question, and so far as it goes, it was then the same that it is now ."" This was in reference to the anti-expansion sentiments he had then expressed. Doris Kearns Goodwin, Team of Rivals: The Political Genius of Abraham Lincoln (2005) p. 91.  Holzer pg. 232, Context:  On November 6, 1860, Lincoln was elected as the 16th President of the United States, beating Democrat Stephen A. Douglas, John C. Breckinridge of the Southern Democrats, and John Bell of the new Constitutional Union Party . He was the first Republican president, winning entirely on the strength of his support in the North: he was not even on the ballot in nine states in the South, and won only 2 of 996 counties in the other Southern states . Lincoln gained 1,865,908 votes (39.9% of the total), for 180 electoral votes; Douglas, 1,380,202 (29.5%) for 12 electoral votes; Breckenridge, 848,019 (18.1%) for 72 electoral votes; and Bell, 590,901 (12.5%) for 39 electoral votes, Context:  Abraham Lincoln's birthday, February 12, was formerly a national holiday, now commemorated as Presidents' Day. However, it is still observed in Illinois and many other states as a separate legal holiday, Lincoln's Birthday . A dozen states have legal holidays celebrating the third Monday in February as 'Presidents' Day' as a combination Washington-Lincoln Day.","301, 278, 278, 319, 387",yes,
Was Abraham Lincoln the first President of the United States?,"No, Abraham Lincoln was not the first President of the United States. He was the sixteenth President, serving from March 4, 1861 until his assassination. The first President of the United States was George Washington. This information","Context:  Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination . As an outspoken opponent of the expansion of slavery in the United States, ""[I]n his short autobiography written for the 1860 presidential campaign, Lincoln would describe his protest in the Illinois legislature as one that 'briefly defined his position on the slavery question, and so far as it goes, it was then the same that it is now ."" This was in reference to the anti-expansion sentiments he had then expressed. Doris Kearns Goodwin, Team of Rivals: The Political Genius of Abraham Lincoln (2005) p. 91.  Holzer pg. 232, Context:  Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination . As an outspoken opponent of the expansion of slavery in the United States, ""[I]n his short autobiography written for the 1860 presidential campaign, Lincoln would describe his protest in the Illinois legislature as one that 'briefly defined his position on the slavery question, and so far as it goes, it was then the same that it is now ."" This was in reference to the anti-expansion sentiments he had then expressed. Doris Kearns Goodwin, Team of Rivals: The Political Genius of Abraham Lincoln (2005) p. 91.  Holzer pg. 232, Context:  Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination . As an outspoken opponent of the expansion of slavery in the United States, ""[I]n his short autobiography written for the 1860 presidential campaign, Lincoln would describe his protest in the Illinois legislature as one that 'briefly defined his position on the slavery question, and so far as it goes, it was then the same that it is now ."" This was in reference to the anti-expansion sentiments he had then expressed. Doris Kearns Goodwin, Team of Rivals: The Political Genius of Abraham Lincoln (2005) p. 91.  Holzer pg. 232, Context:  #He was the first President to approve a coin, the Lincoln cent, with a man's face on it, in 1909, just in time for the centennial of Lincoln's birth. Lincoln was Roosevelt's presidential hero., Context: For some time, Lincoln continued earlier plans to set up colonies for the newly freed slaves. He commented favorably on colonization in the Emancipation Proclamation, but all attempts at such a massive undertaking failed  . As Frederick Douglass observed, Lincoln was, ""The first great man that I talked with in the United States freely who in no single instance reminded me of the difference between himself and myself, of the difference of color ."" Life and Times of Frederick Douglass, by Frederick Douglass, 1895","278, 278, 278, 2971, 334",No,
Do scholars rank lincoln among the top three presidents?,"Yes, scholars do rank Lincoln among the top three Presidents. This is stated explicitly in the context where it mentions that ""Scholars now rank Lincoln among the top three U.S. Presidents, with the majority of those surveyed","Context:  Scholars now rank Lincoln among the top three U.S. Presidents, with the majority of those surveyed placing him first. He is noted for his lasting influence on U.S. politics, including a redefinition of republicanism .  As Diggins explains, ""Lincoln presented Americans a theory of history that offers a profound contribution to the theory and destiny of republicanism itself ."" John Patrick Diggins, The Lost Soul of American Politics: Virtue, Self-interest, and the Foundations of Liberalism (1986) p. 307. Foner (1970) p. 215 noted that, ""Lincoln stressed the moral basis of Republicanism."" Jaffa (2000) p, Context:  Scholars now rank Lincoln among the top three U.S. Presidents, with the majority of those surveyed placing him first. He is noted for his lasting influence on U.S. politics, including a redefinition of republicanism .  As Diggins explains, ""Lincoln presented Americans a theory of history that offers a profound contribution to the theory and destiny of republicanism itself ."" John Patrick Diggins, The Lost Soul of American Politics: Virtue, Self-interest, and the Foundations of Liberalism (1986) p. 307. Foner (1970) p. 215 noted that, ""Lincoln stressed the moral basis of Republicanism."" Jaffa (2000) p, Context:  Scholars now rank Lincoln among the top three U.S. Presidents, with the majority of those surveyed placing him first. He is noted for his lasting influence on U.S. politics, including a redefinition of republicanism .  As Diggins explains, ""Lincoln presented Americans a theory of history that offers a profound contribution to the theory and destiny of republicanism itself ."" John Patrick Diggins, The Lost Soul of American Politics: Virtue, Self-interest, and the Foundations of Liberalism (1986) p. 307. Foner (1970) p. 215 noted that, ""Lincoln stressed the moral basis of Republicanism."" Jaffa (2000) p, Context:  Scholars now rank Lincoln among the top three U.S. Presidents, with the majority of those surveyed placing him first. He is noted for his lasting influence on U.S. politics, including a redefinition of republicanism .  As Diggins explains, ""Lincoln presented Americans a theory of history that offers a profound contribution to the theory and destiny of republicanism itself ."" John Patrick Diggins, The Lost Soul of American Politics: Virtue, Self-interest, and the Foundations of Liberalism (1986) p. 307. Foner (1970) p. 215 noted that, ""Lincoln stressed the moral basis of Republicanism."" Jaffa (2000) p, Context:  Scholars now rank Lincoln among the top three U.S. Presidents, with the majority of those surveyed placing him first. He is noted for his lasting influence on U.S. politics, including a redefinition of republicanism .  As Diggins explains, ""Lincoln presented Americans a theory of history that offers a profound contribution to the theory and destiny of republicanism itself ."" John Patrick Diggins, The Lost Soul of American Politics: Virtue, Self-interest, and the Foundations of Liberalism (1986) p. 307. Foner (1970) p. 215 noted that, ""Lincoln stressed the moral basis of Republicanism."" Jaffa (2000) p","281, 281, 281, 281, 281",Yes,
Who is most noted for his contributions to the theory of molarity and molecular weight?,"Yes, Lorenzo Romano Amedeo Carlo Avogadro, Count of Quaregna and Cerreto is most noted for his contributions to the theory of molarity and molecular weight. This information is provided in the context","Context:  Lorenzo Romano Amedeo Carlo Avogadro, Count of Quaregna and Cerreto (August 9, 1776 July 9, 1856) was an Italian savant.  He is most noted for his contributions to the theory of molarity and molecular weight . As a tribute to him, the number of elementary entities (atoms, molecules, ions or other particles) in one mole of a substance, 6.02214199x10 23 , is known as Avogadro's number., Context:  Lorenzo Romano Amedeo Carlo Avogadro, Count of Quaregna and Cerreto (August 9, 1776 July 9, 1856) was an Italian savant.  He is most noted for his contributions to the theory of molarity and molecular weight . As a tribute to him, the number of elementary entities (atoms, molecules, ions or other particles) in one mole of a substance, 6.02214199x10 23 , is known as Avogadro's number., Context:  In honour of Avogadro's contributions to the theory of molarity and molecular weights, the number of molecules in one mole was renamed Avogadro's number, N A . It is approximately 6.0221415   10 23 ., Context:  In honour of Avogadro's contributions to the theory of molarity and molecular weights, the number of molecules in one mole was renamed Avogadro's number, N A . It is approximately 6.0221415   10 23 ., Context:  In honour of Avogadro's contributions to the theory of molarity and molecular weights, the number of molecules in one mole was renamed Avogadro's number, N A . It is approximately 6.0221415   10 23 .","725, 725, 736, 736, 736",Amedeo Avogadro,
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,"Yes, Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction by helping them understand how many particles are involved in that reaction.","Context: Loschmidt first calculated the value of Avogadro's number, now called Avogadro's constant, which is still sometimes referred to as the Loschmidt number in German-language countries (Loschmidt constant now has another meaning)  .  Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction., Context: Loschmidt first calculated the value of Avogadro's number, now called Avogadro's constant, which is still sometimes referred to as the Loschmidt number in German-language countries (Loschmidt constant now has another meaning)  .  Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction., Context: Loschmidt first calculated the value of Avogadro's number, now called Avogadro's constant, which is still sometimes referred to as the Loschmidt number in German-language countries (Loschmidt constant now has another meaning)  .  Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction., Context: Loschmidt first calculated the value of Avogadro's number, now called Avogadro's constant, which is still sometimes referred to as the Loschmidt number in German-language countries (Loschmidt constant now has another meaning)  .  Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction., Context:  In honour of Avogadro's contributions to the theory of molarity and molecular weights, the number of molecules in one mole was renamed Avogadro's number, N A . It is approximately 6.0221415   10 23 .","737, 737, 737, 737, 736",yes,
Was Celsius born in Uppsala in Sweden?,"Yes, Anders Celsius was born in Uppsala, Sweden. The context states that he was born in Uppsala, which is a city in Sweden.","Context:  Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France., Context:  Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France., Context:  Anders Celsius (November 27, 1701   April 25, 1744) was a Swedish astronomer., Context:  Anders Celsius (November 27, 1701   April 25, 1744) was a Swedish astronomer., Context:  Anders Celsius (November 27, 1701   April 25, 1744) was a Swedish astronomer.","142, 142, 141, 141, 141",Yes,
What happened from 1730 to 1744?,"Yes, from 1730 to 1744, Celsius was a professor of astronomy at Uppsala University. He traveled from 1732 to 1735 visiting observatories in","Context:  *Hills, Rev. Dr. Richard L., James Watt, Vol 1, His time in Scotland, 1736-1774 (2002); Vol 2, The years of toil, 1775-1785; Vol 3 Triumph through adversity 1785-1819.  Landmark Publishing Ltd, ISBN 1-84306-045-0., Context:  Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France., Context:  Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France., Context:  In 1744 he died of tuberculosis in Uppsala, and was buried in the Old Uppsala Church., Context:  In 1744 he died of tuberculosis in Uppsala, and was buried in the Old Uppsala Church.","1989, 142, 142, 146, 146",He was professor of astronomy at Uppsala University,
What do beetles eat?,"Yes, beetles are quite varied in their diets. Some are generalists, eating both plants and animals, while others are highly specialized and feed only on specific types of food. Many species of leaf beetles, longhorn beet","Context: Besides being abundant and varied, the Coleoptera are able to exploit the wide diversity of food sources available in their many habitats. Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet  . Many species of leaf beetles, longhorn beetles, and weevils are very host specific, feeding on only a single species of plant  . Ground beetles and rove beetles (family Staphylinidae), among others, are primarily carnivorous and will catch and consume many other arthropods and small prey such as earthworms and snails . While most predatory beetles are generalists, a few species have more specific prey requirements or preferences., Context:  * Archostemata contains four families of mainly wood-eating beetles, including reticulated beetles (Cupedidae) and the telephone-pole beetle., Context: Besides being abundant and varied, the Coleoptera are able to exploit the wide diversity of food sources available in their many habitats. Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet  . Many species of leaf beetles, longhorn beetles, and weevils are very host specific, feeding on only a single species of plant  . Ground beetles and rove beetles (family Staphylinidae), among others, are primarily carnivorous and will catch and consume many other arthropods and small prey such as earthworms and snails . While most predatory beetles are generalists, a few species have more specific prey requirements or preferences., Context: Besides being abundant and varied, the Coleoptera are able to exploit the wide diversity of food sources available in their many habitats. Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet  . Many species of leaf beetles, longhorn beetles, and weevils are very host specific, feeding on only a single species of plant  . Ground beetles and rove beetles (family Staphylinidae), among others, are primarily carnivorous and will catch and consume many other arthropods and small prey such as earthworms and snails . While most predatory beetles are generalists, a few species have more specific prey requirements or preferences., Context: Besides being abundant and varied, the Coleoptera are able to exploit the wide diversity of food sources available in their many habitats. Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet  . Many species of leaf beetles, longhorn beetles, and weevils are very host specific, feeding on only a single species of plant  . Ground beetles and rove beetles (family Staphylinidae), among others, are primarily carnivorous and will catch and consume many other arthropods and small prey such as earthworms and snails . While most predatory beetles are generalists, a few species have more specific prey requirements or preferences.","2412, 2420, 2412, 2412, 2412","Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet.",
Is the Adephaga suborder larger than the Polyphaga suborder?,"No, Polyphaga is larger. It contains more than 300,000 described species while Adephaga only contains around 40,000 described species. This is because Polyphaga beetles have","Context: These suborders diverged in the Permian and Triassic  . Their phylogenetic relationship is uncertain, with the most popular hypothesis being that Polyphaga and Myxophaga are most closely related, with Adephaga as the sister group to those two, and Archostemata as sister to the other three collectively., Context:  These suborders diverged in the Permian and Triassic . Their phylogenetic relationship is uncertain, with the most popular hypothesis being that Polyphaga and Myxophaga are most closely related, with Adephaga as the sister group to those two, and Archostemata as sister to the other three collectively., Context:  * Polyphaga is the largest suborder, containing more than 300,000 described species in more than 170 families, including rove beetles (Staphylinidae), scarab beetles (Scarabaeidae), blister beetles (Meloidae), stag beetles (Lucanidae) and true weevils (Curculionidae) . These beetles can be identified by the cervical sclerites (hardened parts of the head used as points of attachment for muscles) absent in the other suborders., Context:  * Polyphaga is the largest suborder, containing more than 300,000 described species in more than 170 families, including rove beetles (Staphylinidae), scarab beetles (Scarabaeidae), blister beetles (Meloidae), stag beetles (Lucanidae) and true weevils (Curculionidae) . These beetles can be identified by the cervical sclerites (hardened parts of the head used as points of attachment for muscles) absent in the other suborders., Context:  * Polyphaga is the largest suborder, containing more than 300,000 described species in more than 170 families, including rove beetles (Staphylinidae), scarab beetles (Scarabaeidae), blister beetles (Meloidae), stag beetles (Lucanidae) and true weevils (Curculionidae) . These beetles can be identified by the cervical sclerites (hardened parts of the head used as points of attachment for muscles) absent in the other suborders.","2422, 2422, 2418, 2418, 2418",no,
Have coleopterists formed organisations to facilitate the study of beetles ?,"Yes, coleopterists have formed organizations to facilitate the study of beetles. This is explicitly stated in the context information provided. The Coleopterists Society is an example of such an organization.","Context:  The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles . Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members., Context:  The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles . Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members., Context:  The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles . Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members., Context:  The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles . Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members., Context: The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles  . Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members.","2440, 2440, 2440, 2440, 2440",Yes.,
