question,answer,contexts,contexts_ids,ground_truth,goldPassages
Was Abraham Lincoln the sixteenth President of the United States?,"Yes, Abraham Lincoln was indeed the sixteenth President of the United States. This is not explicitly stated in the provided context, but it is widely known historical fact.","Context: Abraham Lincoln's birthday, February 12, was formerly a national holiday, now commemorated as Presidents' Day. However, it is still observed in Illinois and many other states as a separate legal holiday, Lincoln's Birthday  . A dozen states have legal holidays celebrating the third Monday in February as 'Presidents' Day' as a combination Washington-Lincoln Day",387,yes,
Was Abraham Lincoln the first President of the United States?,"No, Abraham Lincoln was not the first President of the United States. He was the 16th president, serving from March 1861 until his assassination in April 1865. The first U.S. President","Context:  The assassination of Abraham Lincoln. From left to right: Henry Rathbone, Clara Harris, Mary Todd Lincoln, Abraham Lincoln and John Wilkes Booth",364,No,
Do scholars rank lincoln among the top three presidents?,"Yes, in many polls of historians, Lincoln has been ranked as either the greatest or one of the top three presidents in U.S. history. This is due to his strong association with classical values such as honesty, integrity,","Context: Lincoln's death made the President a martyr to many. Repeated polls of historians have ranked Lincoln as among the greatest presidents in U.S. history, often appearing in the first position  . Among contemporary admirers, Lincoln is usually seen as personifying classical values of honesty and integrity, as well as respect for individual and minority rights, and human freedom in general",383,Yes,
Who is most noted for his contributions to the theory of molarity and molecular weight?,"Yes, Avogadro is most noted for his contributions to the theory of molarity and molecular weight. His significant work in this area led to the concept of Avogadro's number (N_A), which is approximately","Context:  In honour of Avogadro's contributions to the theory of molarity and molecular weights, the number of molecules in one mole was renamed Avogadro's number, N A . It is approximately 6.0221415   10 23",736,Amedeo Avogadro,
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,"Yes, Avogadro's number is commonly used in computing the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction by accounting for the number of atoms or molecules involved.","Context:  Loschmidt first calculated the value of Avogadro's number, now called Avogadro's constant, which is still sometimes referred to as the Loschmidt number in German-language countries (Loschmidt constant now has another meaning) .  Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction",737,yes,
Was Celsius born in Uppsala in Sweden?,"Yes, Celsius was born in Uppsala, Sweden. This is explicitly stated in the context given.","Context:  Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France",142,Yes,
What happened from 1730 to 1744?,"Celsius was a professor of astronomy at Uppsala University. He held this position for fourteen years, from 1730 to 1744. However, the context also mentions that he traveled from 1","Context:  Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France",142,He was professor of astronomy at Uppsala University,
What do beetles eat?,"Yes, beetles are quite diverse in their diet. Some are herbivores, eating various parts of plants such as leaves, stems, and roots. Certain types of beetles, like leaf beetles, longhorn be","Context:  Besides being abundant and varied, the Coleoptera are able to exploit the wide diversity of food sources available in their many habitats. Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet . Many species of leaf beetles, longhorn beetles, and weevils are very host specific, feeding on only a single species of plant . Ground beetles and rove beetles (family Staphylinidae), among others, are primarily carnivorous and will catch and consume many other arthropods and small prey such as earthworms and snails",2412,"Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet.",
Is the Adephaga suborder larger than the Polyphaga suborder?,"No, based on the information provided in the context, Polyphaga is suggested to be a larger suborder compared to Adephaga.","Context:  These suborders diverged in the Permian and Triassic . Their phylogenetic relationship is uncertain, with the most popular hypothesis being that Polyphaga and Myxophaga are most closely related, with Adephaga as the sister group to those two, and Archostemata as sister to the other three collectively",2422,no,
Have coleopterists formed organisations to facilitate the study of beetles ?,"Yes, according to the context provided, coleopterists have indeed formed organizations to facilitate the study of beetles. The Coleopterists Society is an example of such an organization, as mentioned in the text.","Context: The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles  . Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members",2440,Yes.,
When did Coolidge meet and marry Grace Anna Goodhue?,Coolidge met and married Grace Anna Goodhue in 1905. The context does not provide exact details of their wedding date but specifies that they got married after meeting in 1905.,"Context:  In 1905 Coolidge met and married Grace Anna Goodhue, a local schoolteacher and fellow Vermonter. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious . Greenberg, 58â59  Not long after their marriage, Coolidge handed her a bag with fifty-two pairs of socks in it, all of them full of holes . Grace's reply was ""Did you marry me to darn your socks?"" Without cracking a smile and with his usual seriousness, Calvin answered, ""No, but I find it mighty handy."" Telleen, Maurice.  The Days Before Yesterday: 75 years ago",407,1905,
Where did Coolidge's grandfather had government offices?,"No, the context does not provide information about Coolidge's grandfather. The context is focused on President John Adams, his role as president of the Senate, and his political views. Therefore, I don't have enough information to answer this question","Context: As president of the Senate, Adams cast 31 tie-breaking votesâa record that only John C. Calhoun came close to tying, with 28  .  Ferling (1992) p 311  His votes protected the president's sole authority over the removal of appointees and influenced the location of the national capital . On at least one occasion, he persuaded senators to vote against legislation that he opposed, and he frequently lectured the Senate on procedural and policy matters . Adams's political views and his active role in the Senate made him a natural target for critics of the Washington administration",673,Plymouth,
What fraternity was Coolidge a member of?,"Yes, Coolidge was a member of the Fraternity of Phi Gamma Delta. The context mentions that while at Amherst College, Coolidge joined this fraternity.","Context:  Coolidge graduated from Black River Academy, Vermont, but failed his initial entrance exam to Amherst College.  Vermont Historical Society biography of Calvin Coolidge accessed December 6 2007  He spent one term at St . Johnsbury Academy, Vermont before entering Amherst.  Accomplished alumni. Amherst College, where he was a member of the Fraternity of Phi Gamma Delta. Retrieved on May 18, 2007  He dropped John from his name upon graduating from college . At Amherst, Coolidge became a member of the Fraternity of Phi Gamma Delta and joined the College Republicans in 1892. White, 35  While there, Coolidge met Dwight Morrow, who would become a life-long friend",405,Phi Gamma Delta,
