question,answer,contexts,contexts_ids,ground_truth,goldPassages
Was Abraham Lincoln the sixteenth President of the United States?,"Yes, he was. Lincoln served as the sixteenth president from March 4, 1861 until his assassination in April 1865.","Context: Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination",278,yes,
Was Abraham Lincoln the first President of the United States?,"No, Abraham Lincoln was the 16th President of the United States. The context states that a dozen states celebrate Presidents' Day as a combination Washington-Lincoln Day, implying that both presidents have their own holiday, but it",Context: . A dozen states have legal holidays celebrating the third Monday in February as 'Presidents' Day' as a combination Washington-Lincoln Day,387,No,
Do scholars rank lincoln among the top three presidents?,"No, the context does not provide information about scholars ranking Lincoln among the top three presidents.","Context: After experiencing the vigorous presidencies from William McKinley and Theodore Roosevelt, Wilson no longer entertained thoughts of parliamentary government at home",2145,Yes,
Who is most noted for his contributions to the theory of molarity and molecular weight?,"Yes, Avogadro is most noted for his contributions to the theory of molarity and molecular weights. This is evident in the naming of Avogadro's number (N_A) in his honor, representing the number","Context: In honour of Avogadro's contributions to the theory of molarity and molecular weights, the number of molecules in one mole was renamed Avogadro's number, N A . It is approximately 6.0221415   10 23",736,Amedeo Avogadro,
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,"Yes, because as stated in the context, Avogadro's number is commonly used to compute the results of chemical reactions. It provides chemists with an exact amount of substances produced in a given reaction.",Context: .  Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction,737,yes,
Was Celsius born in Uppsala in Sweden?,"Yes, Celsius was born in Uppsala, Sweden. The context states that he was born in Uppsala, which is a city in Sweden.","Context: Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France",142,Yes,
What happened from 1730 to 1744?,"Yes, Celsius was a professor of astronomy at Uppsala University from 1730 to 1744. However, it should be noted that he traveled from 1732 to 173","Context: Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France",142,He was professor of astronomy at Uppsala University,
What do beetles eat?,"Yes, beetles are omnivores as they eat both plants and animals. Some are even specialized herbivores or predators. This is stated in the context given.","Context: Besides being abundant and varied, the Coleoptera are able to exploit the wide diversity of food sources available in their many habitats. Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet",2412,"Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet.",
Is the Adephaga suborder larger than the Polyphaga suborder?,"No, based on the context information, the Adephaga suborder is not larger than the Polyphaga suborder. The context states that these two suborders diverged in the Permian and Triassic, but it does not provide",Context: These suborders diverged in the Permian and Triassic,2422,no,
Have coleopterists formed organisations to facilitate the study of beetles ?,"Yes, The Coleopterists Society is an example of such an organization. It is an international group focused on the study of beetles with both professionals and amateurs as members. This demonstrates that coleopterists have indeed formed organizations to","Context: . Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members",2440,Yes.,
When did Coolidge meet and marry Grace Anna Goodhue?,"Yes, according to the context, Coolidge met and married Grace Anna Goodhue in 1905. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious.","Context: In 1905 Coolidge met and married Grace Anna Goodhue, a local schoolteacher and fellow Vermonter. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious",407,1905,
Where did Coolidge's grandfather had government offices?,"No, the context does not provide information about President Calvin Coolidge or his grandparents. Therefore, it is not possible to answer this question without additional information.","Context: Singapore is a republic with a Westminster system of unicameral parliamentary government representing different constituencies. The bulk of the executive powers rests with the Cabinet, headed by the Prime Minister",2719,Plymouth,
What fraternity was Coolidge a member of?,"No, the context does not provide information about Calvin Coolidge being a member of any fraternity. The text only mentions his time at Black River Academy and Amherst College, without providing details about any fraternity membership.","Context: Coolidge graduated from Black River Academy, Vermont, but failed his initial entrance exam to Amherst College.  Vermont Historical Society biography of Calvin Coolidge accessed December 6 2007  He spent one term at St",405,Phi Gamma Delta,
"In addition to Port Royal, where else did Samuel de Champlain establish a S08_settlement?","Yes, Samuel de Champlain established a settlement in Quebec City. This is stated in the context as he founded Quebec City in 1608, which became the capital of Canada.",Context: French explorer Samuel de Champlain arrived in 1603 and established the first permanent European settlements at Port Royal in 1605 and Quebec City in 1608. These would become respectively the capitals of Acadia and Canada,2280,Quebec City,
What is Canada's national unemployment rate?,"I don't know the exact national unemployment rate of Canada from the provided context. However, it mentions that provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in",Context: . Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador,2336,"While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years. Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador. ",
How do cuba and declining participation relate?,"No, the context does not provide any information about Cuba or declining participation. The context focuses on the relationship between Canada and the United States.","Context: Canada and the United States share the world's longest undefended border, co-operate on military campaigns and exercises, and are each other's largest trading partners",2310,Canada maintains full relations with both.,
Did continental European immigrants not S08_settle the prairies ?,"No, according to the context, continental European immigrants did settle the prairies. The text states: ""Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies...""","Context: . Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies, and Alberta and Saskatchewan became provinces in 1905",2290,no,
Who is Daffy Duck?,"No, the context does not provide information about who Daffy Duck is. Daffy Duck is a popular cartoon character created by Leon Schlesinger Productions (later Warner Bros.) and voiced by Mel Blanc","Context: ."" The word ""duck"" may have become an inherently funny word in many languages because ducks are seen as a silly animal, and their odd appearance compared to other birds",3189,A silly cartoon character,
What are some common predators of ducks?,"Yes, there are several common predators of ducks. Animals such as foxes, raccoons, birds of prey like hawks and eagles, and even large fish and crocodilians can prey on ducks. These",Context: Duck is the common name for a number of species in the Anatidae family of birds. The ducks are divided between several subfamilies listed in full in the Anatidae article,3163,"Pike, crocodilians, herons, hawks and eagles.",
What expression is part of a conceptual framework for testing computer systems?,"Yes, the Duck test is an expression that forms part of a conceptual framework for testing certain aspects of computer systems. The duck test is used to determine the type or nature of something by observing its behavior if it looks like a duck,",Context: The expression is part of a conceptual framework for testing (see Duck test) of some computer systems,3193,Quacks like a duck,
Are there a large number of Jews living in Egypt today?,"No, there are not a large number of Jews living in Egypt today. Based on the context, the Jewish Community Council (JCC) of Cairo reported that Jews in Egypt number less than 500 in 2006.","Context: . A steady stream of migration of Egyptian Jews followed, reaching a peak after the Six-Day War with Israel in 1967. Today, Jews in Egypt number less than 500. Jewish Community Council (JCC) of Cairo.  Bassatine News. 2006",918,no,
Does snow fall in Egypt?,"No, it does not snow in Egypt. The context states that Egypt receives the least rainfall in the world, with areas south of Cairo averaging only 2 to 5 mm (0.1 to 0.2 inches) of","Context: Egypt receives the least rainfall in the world. South of Cairo, rainfall averages only around 2 to 5 mm (0.1 to 0.2 in) per year and at intervals of many years",944,Yes.,
How much do elephants weight at birth?,"No, the context does not provide information about the weight of elephants at birth. The context only specifies that under the new two species classification, Loxodonta africana now refers to the Savanna Elephant, which","Context: Under the new two species classification, Loxodonta africana refers specifically to the Savanna Elephant, the largest of all elephants",1192,120 kilograms,
What are the elephant's ears important for?,"Yes, the ears of an elephant are important for thermoregulation. Elephants have large ears filled with blood vessels that help dissipate heat and maintain body temperature. The flapping of their ears also aids in cooling down the","Context: Successful hybridisation between African and Asian Elephant species is much more unlikely, as is animal hybridization across different genera in general",1185,temperature regulation,
What land animal is larger than an elephant?,"No, there is no land animal larger than an elephant. Elephants are already the largest land animals alive today. The statement in the context is ""elephants are the largest land animals alive today,"" which implies that there are no larger","Context: Elephants are mammals, and the largest land animals alive today.    The elephant's gestation period is 22 months, the longest of any land animal. At birth it is common for an elephant calf to weigh 120 kilograms (265 lb)",1177,"None, the elephant is the largest land animal.",
Name an animal that is growing in number due to recent conservation efforts,"Yes, bison are an example of an animal whose numbers have been increasing recently due to conservation efforts. This is because there has been careful conservation of this species, as well as the establishment of vast national parks that provide a protected habitat for them.","Context: . However, their numbers have increased again in the 2000s, mainly as a result of careful conservation and the establishment of vast national parks",1589,"Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)",
Where is Finland located?,I don't know the answer. The context does not provide any information about the location of Finland.,"Context: Statue of Thomas Stamford Raffles by Thomas Woolner, erected at the location where he first landed at Singapore. He is recognized as the founder of modern Singapore",2711,Northern Europe,
Do women live longer than men?,"Yes, according to data from the World Health Organization (WHO), women generally have a longer life expectancy than men. This trend has been observed across different countries and populations. However, this fact is not directly related to the context provided about Cleveland","Context: Cleveland was a stout opponent of the women's suffrage (voting) movement.  In a 1905 article in The Ladies Home Journal, Cleveland wrote, ""Sensible and responsible women do not want to vote",512,Yes,
