question,answer,contexts,contexts_ids,ground_truth,goldPassages
Was Abraham Lincoln the sixteenth President of the United States?,"Yes, based on the context provided, Abraham Lincoln was indeed the sixteenth President of the United States. This fact is mentioned twice in the given text.","Context: .""  Abe Lincoln resource page, Context: Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination, Context: ."" When a general asked Lincoln how the defeated Confederates should be treated, Lincoln replied, ""Let 'em up easy.""  Donald (1995) 576, 580,   ""President Lincoln Enters Richmond, 1865"" EyeWitness to History, www.eywitnesstohistory.com (2000)., Context: Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination, Context: . 551   Though he never saw combat, Lincoln did assist in burying the dead from the Battle of Stillman's Run the day after Major Isaiah Stillman's troops fled the field of battle.  Abraham Lincoln Online Retrieved on March 11, 2007","301, 278, 353, 278, 290",yes,
Was Abraham Lincoln the first President of the United States?,"No, Abraham Lincoln was not the first President of the United States. He was the sixteenth president, serving from March 4, 1861 until his assassination in April 1865. The first President of the United","Context: Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination, Context: Abraham Lincoln (February 12, 1809 â April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination, Context: ... .'""  Lincoln won the Republican Party nomination in 1860 and was elected president later that year. During his term, he helped preserve the United States by leading the defeat of the secessionist Confederate States of America in the American Civil War, Context: . As Frederick Douglass observed, Lincoln was, ""The first great man that I talked with in the United States freely who in no single instance reminded me of the difference between himself and myself, of the difference of color, Context: #He was the first President to approve a coin, the Lincoln cent, with a man's face on it, in 1909, just in time for the centennial of Lincoln's birth. Lincoln was Roosevelt's presidential hero.","278, 278, 278, 334, 2971",No,
Do scholars rank lincoln among the top three presidents?,"Yes, scholars do rank Lincoln among the top three presidents. This is stated explicitly in the context where it's mentioned that ""Scholars now rank Lincoln among the top three U.S. Presidents, with the majority of those survey","Context: Scholars now rank Lincoln among the top three U.S. Presidents, with the majority of those surveyed placing him first. He is noted for his lasting influence on U.S. politics, including a redefinition of republicanism, Context: Scholars now rank Lincoln among the top three U.S. Presidents, with the majority of those surveyed placing him first. He is noted for his lasting influence on U.S. politics, including a redefinition of republicanism, Context: Lincoln's death made the President a martyr to many. Repeated polls of historians have ranked Lincoln as among the greatest presidents in U.S. history, often appearing in the first position, Context: .""  Abe Lincoln resource page, Context: . 551   Though he never saw combat, Lincoln did assist in burying the dead from the Battle of Stillman's Run the day after Major Isaiah Stillman's troops fled the field of battle.  Abraham Lincoln Online Retrieved on March 11, 2007","281, 281, 383, 301, 290",Yes,
Who is most noted for his contributions to the theory of molarity and molecular weight?,"Yes, Lorenzo Romano Amedeo Carlo Avogadro, Count of Quaregna and Cerreto is most noted for his contributions to the theory of molarity and molecular weight. This is specifically due to his work","Context: Lorenzo Romano Amedeo Carlo Avogadro, Count of Quaregna and Cerreto (August 9, 1776 July 9, 1856) was an Italian savant.  He is most noted for his contributions to the theory of molarity and molecular weight, Context: Lorenzo Romano Amedeo Carlo Avogadro, Count of Quaregna and Cerreto (August 9, 1776 July 9, 1856) was an Italian savant.  He is most noted for his contributions to the theory of molarity and molecular weight, Context: In 1821 he published another memoria, Nouvelles considérations sur la théorie des proportions déterminées dans les combinaisons, et sur la détermination des masses des molécules des corps and little after Mémoire sur la manière de ramener les composès organiques aux lois ordinaires des proportions déterminées, Context: In 1811, he published an article with the title Essai d'une manière de déterminer les masses relatives des molécules élémentaires des corps, et les proportions selon lesquelles elles entrent dans ces combinaisons, which contains the famous Avogadro's hypothesis, Context: In 1814 he published Mémoire sur les masses relatives des molécules des corps simples, ou densités présumées de leur gaz, et sur la constitution de quelques-uns de leur composés, pour servir de suite à l'Essai sur le même sujet, publié dans le Journal de Physique, juillet 1811 (), about gas densities","725, 725, 743, 729, 742",Amedeo Avogadro,
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,"Yes, because Avogadro's number allows chemists to determine the exact amounts of substances produced in a given reaction.","Context: .  Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction., Context: .  Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction., Context: In honour of Avogadro's contributions to the theory of molarity and molecular weights, the number of molecules in one mole was renamed Avogadro's number, N A . It is approximately 6.0221415   10 23 ., Context: . Thus Avogadro's great contribution to chemistry was recognised and he is recognised as a great Italian chemist. (Note: In 1911, Victor Emmanuel III was the King of a unified Italy with Rome instead or Turin as its capital, Context: Loschmidt first calculated the value of Avogadro's number, now called Avogadro's constant, which is still sometimes referred to as the Loschmidt number in German-language countries (Loschmidt constant now has another meaning)","737, 737, 736, 748, 737",yes,
Was Celsius born in Uppsala in Sweden?,"Yes, Celsius was born in Uppsala, Sweden. The context states that he was born in Uppsala, which is a city in Sweden.","Context: Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France., Context: Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France., Context: Anders Celsius (November 27, 1701   April 25, 1744) was a Swedish astronomer., Context: Celsius founded the Uppsala Astronomical Observatory in 1741, and in 1742 he proposed the Celsius temperature scale in a paper to the Royal Swedish Academy of Sciences. His thermometer had 100 for the freezing point of water and 0 for the boiling point, Context: Anders Celsius","142, 142, 141, 144, 139",Yes,
What happened from 1730 to 1744?,From 1,"Context: * Knollenberg, Bernard. Growth of the American Revolution: 1766-1775,(2003).  Online edition., Context: Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France., Context: *Hills, Rev. Dr. Richard L., James Watt, Vol 1, His time in Scotland, 1736-1774 (2002); Vol 2, The years of toil, 1775-1785; Vol 3 Triumph through adversity 1785-1819.  Landmark Publishing Ltd, ISBN 1-84306-045-0., Context: ."" (1786), Context: * Sharp, James. American Politics in the Early Republic: The New Nation in Crisis. (1995), detailed political narrative of 1790s.","711, 142, 1989, 2676, 716",He was professor of astronomy at Uppsala University,
What do beetles eat?,"Beetles have a varied diet. Some are generalists and consume both plants and animals, while others specialize in specific types of food. For example, ground beetles (family Carabidae) are common predators that eat various insect","Context: . Ground beetles and rove beetles (family Staphylinidae), among others, are primarily carnivorous and will catch and consume many other arthropods and small prey such as earthworms and snails, Context: * Archostemata contains four families of mainly wood-eating beetles, including reticulated beetles (Cupedidae) and the telephone-pole beetle., Context: Besides being abundant and varied, the Coleoptera are able to exploit the wide diversity of food sources available in their many habitats. Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet, Context: *  The Beetle Ring - A group of websites about beetles (Coleoptera)., Context: * Ground beetles (family Carabidae) are common predators of many different insects and other arthropods, including fly eggs, caterpillars, wireworms and others.","2412, 2420, 2412, 2443, 2432","Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet.",
Is the Adephaga suborder larger than the Polyphaga suborder?,"No, Polyphaga is larger. It contains more than 300,00","Context: . Their phylogenetic relationship is uncertain, with the most popular hypothesis being that Polyphaga and Myxophaga are most closely related, with Adephaga as the sister group to those two, and Archostemata as sister to the other three collectively., Context: . Their phylogenetic relationship is uncertain, with the most popular hypothesis being that Polyphaga and Myxophaga are most closely related, with Adephaga as the sister group to those two, and Archostemata as sister to the other three collectively., Context: * Polyphaga is the largest suborder, containing more than 300,000 described species in more than 170 families, including rove beetles (Staphylinidae), scarab beetles (Scarabaeidae), blister beetles (Meloidae), stag beetles (Lucanidae) and true weevils (Curculionidae), Context: . These beetles can be identified by the cervical sclerites (hardened parts of the head used as points of attachment for muscles) absent in the other suborders., Context: . It is not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage, or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae - were they considered valid -, or whether there was a wide size range present in the Palaeeudyptinae as delimited as usually done these days (i","2422, 2422, 2418, 2418, 981",no,
Have coleopterists formed organisations to facilitate the study of beetles ?,"Yes, there are organizations formed by coleopterists to facilitate the study of beetles. The Coleopterists Society is an example of such an organization, as mentioned in the context. This society is an international organization based in the United States","Context: The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles, Context: The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles, Context: There is a thriving industry in the collection of beetle specimens for amateur and professional collectors. Many coleopterists prefer to collect beetle specimens for themselves, recording detailed information about each specimen and its habitat, Context: . Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members., Context: Research in this field is often published in peer-reviewed journals specific to the field of coleopterology, though journals dealing with general entomology also publish many papers on various aspects of beetle biology","2440, 2440, 2442, 2440, 2441",Yes.,
When did Coolidge meet and marry Grace Anna Goodhue?,"Yes, based on the context, Coolidge met and married Grace Anna Goodhue in 1905. The text states that they got married in the same year they met, and both were from Vermont.","Context: In 1905 Coolidge met and married Grace Anna Goodhue, a local schoolteacher and fellow Vermonter. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious, Context: In 1905 Coolidge met and married Grace Anna Goodhue, a local schoolteacher and fellow Vermonter. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious, Context: Calvin and Grace Coolidge, about 1918., Context: .   Coolidge Family Papers, 1802â1932, Vermont Historical Society Library. Retrieved on May 18, 2007  Coolidge received an honorary Doctor of Laws from Bates College in Lewiston, Maine., Context: Coolidge as an Amherst undergraduate","407, 407, 409, 456, 403",1905,
Where did Coolidge's grandfather had government offices?,"Yes, Coolidge's grandfather, Calvin Coolidge, held some local government offices in Plymouth. The context does not provide specific details about which offices he held.","Context: . Did he support these measures while president? No, because in the 1920s, such matters were considered the responsibilities of state and local governments."" Sobel, Robert.  Coolidge and American Business. John F. Kennedy Library and Museum, Context: Coolidge's grandfather, Calvin Coolidge, held some local government offices in Plymouth and was best remembered as a man with ""a fondness for practical jokes"". Fuess, 14  His grandmother, Sarah Brewer, was also of New England, Context: . The more well-known Coolidges, such as architect Charles Allerton Coolidge, and diplomat Archibald Cary Coolidge, were descended from other branches of the family that had stayed in Massachusetts, Context: . Fuess, 12  Coolidge's great-great-grandfather, also named John Coolidge, was an American army officer in the American Revolution, and was one of the first selectmen of the town of Plymouth Notch. Fuess, 7  Most of Coolidge's ancestors were farmers, Context: Coolidge's grandfather, Calvin Coolidge, held some local government offices in Plymouth and was best remembered as a man with ""a fondness for practical jokes"". Fuess, 14  His grandmother, Sarah Brewer, was also of New England","442, 404, 402, 402, 404",Plymouth,
