question,answer,contexts,contexts_ids,ground_truth,goldPassages
What has happended in the year 0?,I don't know the answer. The provided text does not mention any events that occurred in the year 0.,"Context: and 2011. The median survival time for live births with full trisomy 18 was 14  days and with full trisomy 13 was 10 days, the 3-month survival was 20% and 18%,  respectively, and the 1-year survival for both syndromes was 8%. The 1-year, Context: hospitals may already institute more robust staffing during this time,  preventing any significant increase in LOS. Multiple factors contribute to long  stays in the ED. While patients seen by residents stay longer in the ED, there, Context: appear to a factor in ED LOS. This has implications as overcrowding and patient  boarding become more of a concern in our increasingly busy EDs. These results  question the need for additional staffing early in the academic year. Teaching, Context: superior, inferior, maximum, minimum, mean, midperipheral, and variability data. RESULTS: Group A comprised 175 treated keratoconic eyes (Athens protocol); Group  B, 193 untreated keratoconic eyes; and Group C, 160 healthy eyes. The 1-year, Context: 3.5, and during a flare 7.9 +/- 5.1. CONCLUSION: This is the first large study to report a flare rate (0.46  flares/patient-year of followup) in pSLE. The flare rate was similar to what has","23949924, 24578770, 24578770, 25176050, 17477466",Event 0 has happended in the year 0.,
What has happended in the year 1?,I don't know the answer. The context does not mention any specific events that occurred in the year 1.,"Context: and 2011. The median survival time for live births with full trisomy 18 was 14  days and with full trisomy 13 was 10 days, the 3-month survival was 20% and 18%,  respectively, and the 1-year survival for both syndromes was 8%. The 1-year, Context: rotigotine have been established as effective for up to 6 months in treating  RLS/WED (Level A). The following drugs have been established as probably  effective (Level B) in treating RLS/WED for durations ranging from 1 to 5 years:, Context: review of 61 papers meeting inclusion criteria, and using a modified  evidence-grading scheme. Pregabalin has been established as effective for up to  1 year in treating RLS/WED (Level A evidence). Pramipexole, ropinirole, and, Context: superior, inferior, maximum, minimum, mean, midperipheral, and variability data. RESULTS: Group A comprised 175 treated keratoconic eyes (Athens protocol); Group  B, 193 untreated keratoconic eyes; and Group C, 160 healthy eyes. The 1-year, Context: Mozart's Sonata for two pianos in D major, K.448 (Mozart K.448), has been shown  to improve mental function, leading to what is known as the Mozart effect. Our  previous work revealed that epileptiform discharges in children with epilepsy","23949924, 23859128, 23859128, 25176050, 21292560",Event 1 has happended in the year 1.,
What has happended in the year 2?,I don't know the answer. The context does not mention any specific events or details related to the year 2.,"Context: cell differentiation. Pluripotency genes Oct4, Sox2 and Nanog were not impacted  in relation to patterns of H3K27me3 and H3K4me3 and showed no changes in the  rates of transcript down-regulation in response to RA. The most striking changes, Context: review of 61 papers meeting inclusion criteria, and using a modified  evidence-grading scheme. Pregabalin has been established as effective for up to  1 year in treating RLS/WED (Level A evidence). Pramipexole, ropinirole, and, Context: rotigotine have been established as effective for up to 6 months in treating  RLS/WED (Level A). The following drugs have been established as probably  effective (Level B) in treating RLS/WED for durations ranging from 1 to 5 years:, Context: consisted of two parts. In the first part, treating physicians shared their  experiences on current erenumab treatment with regard to patient profiles,  treatment patterns and treatment responses. In the second part, a retrospective, Context: disease (RLS/WED). The Task Force reviewed the results of all studies of RLS/WED  treatments with durations of 6 months or longer presented at meetings over the  past 2 years, posted on Web sites of pharmaceutical companies, or published in","24040281, 23859128, 23859128, 34742252, 23859128",Event 2 has happended in the year 2.,
What has happended in the year 3?,I don't know the answer.,"Context: several methods for the observation of GFP-tagged MPRs. Photobleaching the  peripheral region of a cell before a time-lapse observation allows us to monitor  TGN-derived transport carriers for longer periods (more than 4min). Events of, Context: Mozart's Sonata for two pianos in D major, K.448 (Mozart K.448), has been shown  to improve mental function, leading to what is known as the Mozart effect. Our  previous work revealed that epileptiform discharges in children with epilepsy, Context: 3.5, and during a flare 7.9 +/- 5.1. CONCLUSION: This is the first large study to report a flare rate (0.46  flares/patient-year of followup) in pSLE. The flare rate was similar to what has, Context: cell differentiation. Pluripotency genes Oct4, Sox2 and Nanog were not impacted  in relation to patterns of H3K27me3 and H3K4me3 and showed no changes in the  rates of transcript down-regulation in response to RA. The most striking changes, Context: been reported in pSLE previously but significantly lower than that reported in  adults with lupus. The average change in the SELENA SLEDAI score with disease  flare is 2 points.","22264539, 21292560, 17477466, 24040281, 17477466",Event 3 has happended in the year 3.,
What has happended in the year 4?,I don't know the answer. The context does not mention any specific events that occurred in the year 4.,"Context: innumerable flickering dots throughout the visual field, similar to ""TV static.""  Though visual snow was originally described in 1995, there were still fewer than  10 cases in the literature prior to 2014. In the last 4 years, this has grown to, Context: Mozart's Sonata for two pianos in D major, K.448 (Mozart K.448), has been shown  to improve mental function, leading to what is known as the Mozart effect. Our  previous work revealed that epileptiform discharges in children with epilepsy, Context: 3.5, and during a flare 7.9 +/- 5.1. CONCLUSION: This is the first large study to report a flare rate (0.46  flares/patient-year of followup) in pSLE. The flare rate was similar to what has, Context: several methods for the observation of GFP-tagged MPRs. Photobleaching the  peripheral region of a cell before a time-lapse observation allows us to monitor  TGN-derived transport carriers for longer periods (more than 4min). Events of, Context: been reported in pSLE previously but significantly lower than that reported in  adults with lupus. The average change in the SELENA SLEDAI score with disease  flare is 2 points.","29934719, 21292560, 17477466, 22264539, 17477466",Event 4 has happended in the year 4.,
What has happended in the year 5?,I don't know the answer. The context does not mention any specific events that occurred in the year 5.,"Context: 2005 will be discussed here., Context: rotigotine have been established as effective for up to 6 months in treating  RLS/WED (Level A). The following drugs have been established as probably  effective (Level B) in treating RLS/WED for durations ranging from 1 to 5 years:, Context: been reported in pSLE previously but significantly lower than that reported in  adults with lupus. The average change in the SELENA SLEDAI score with disease  flare is 2 points., Context: several methods for the observation of GFP-tagged MPRs. Photobleaching the  peripheral region of a cell before a time-lapse observation allows us to monitor  TGN-derived transport carriers for longer periods (more than 4min). Events of, Context: review of 61 papers meeting inclusion criteria, and using a modified  evidence-grading scheme. Pregabalin has been established as effective for up to  1 year in treating RLS/WED (Level A evidence). Pramipexole, ropinirole, and","17092503, 23859128, 17477466, 22264539, 23859128",Event 5 has happended in the year 5.,
What has happended in the year 6?,I don't know the answer. The context does not mention any specific events or details related to the year 6.,"Context: in healthy subjects and DMD patients. An exploratory categorical covariate  analysis indicated that there was no apparent effect of corticosteroid  administration on DMD disease progression. The population predicted 6MWT began, Context: review of 61 papers meeting inclusion criteria, and using a modified  evidence-grading scheme. Pregabalin has been established as effective for up to  1 year in treating RLS/WED (Level A evidence). Pramipexole, ropinirole, and, Context: Mozart's Sonata for two pianos in D major, K.448 (Mozart K.448), has been shown  to improve mental function, leading to what is known as the Mozart effect. Our  previous work revealed that epileptiform discharges in children with epilepsy, Context: several methods for the observation of GFP-tagged MPRs. Photobleaching the  peripheral region of a cell before a time-lapse observation allows us to monitor  TGN-derived transport carriers for longer periods (more than 4min). Events of, Context: CONCLUSIONS: The immunologic response rate is considerable compared with  previous GV1001 trials without concomitant chemotherapy, although low toxicity  is retained. The results warrant further studies of GV1001/temozolomide","31960231, 23859128, 21292560, 22264539, 21586625",Event 6 has happended in the year 6.,
What has happended in the year 7?,The manuscript was accepted on September 7.,"Context: that the manuscript met the ICMJE recommendation for biomedical  papers.Submitted: 31. 8. 2017Accepted: 7. 9. 2017., Context: been reported in pSLE previously but significantly lower than that reported in  adults with lupus. The average change in the SELENA SLEDAI score with disease  flare is 2 points., Context: 3.5, and during a flare 7.9 +/- 5.1. CONCLUSION: This is the first large study to report a flare rate (0.46  flares/patient-year of followup) in pSLE. The flare rate was similar to what has, Context: limited improvement compared to best supportive care in second line treatment.  In addition, gemcitabine/cisplatin has been established as an alternative to  methotrexate, vinblastine, doxorubicin, and cisplatin (MVAC). The advent of, Context: A considerable number of new drugs were introduced over the last few years. In  this report we analyze to what extent they have come to be used in clinical  practice and what changes in drug use have resulted from the availability of the","29239189, 17477466, 17477466, 29606979, 15052512",Event 7 has happended in the year 7.,
What has happended in the year 8?,I don't know the answer. The provided context does not mention any information about the year 8.,"Context: cell differentiation. Pluripotency genes Oct4, Sox2 and Nanog were not impacted  in relation to patterns of H3K27me3 and H3K4me3 and showed no changes in the  rates of transcript down-regulation in response to RA. The most striking changes, Context: hospitals may already institute more robust staffing during this time,  preventing any significant increase in LOS. Multiple factors contribute to long  stays in the ED. While patients seen by residents stay longer in the ED, there, Context: new compounds. For this purpose, data on drug use in 1995 and 2001 assessed at  two reference days per year and per hospital within the drug safety program AMSP  were compared for 10 hospitals that had been participating in both years., Context: several methods for the observation of GFP-tagged MPRs. Photobleaching the  peripheral region of a cell before a time-lapse observation allows us to monitor  TGN-derived transport carriers for longer periods (more than 4min). Events of, Context: stretching, casts, injection of botulinum toxin A, and surgical procedures. The  purpose of this cohort study was to document the natural history of this  condition. METHODS: In a population-based cohort of 1,401 healthy 5.5-year-old Swedish","24040281, 24578770, 15052512, 22264539, 29664850",Event 8 has happended in the year 8.,
What has happended in the year 9?,I don't know the answer. The provided context does not mention any events or details related to the year 9.,"Context: cell differentiation. Pluripotency genes Oct4, Sox2 and Nanog were not impacted  in relation to patterns of H3K27me3 and H3K4me3 and showed no changes in the  rates of transcript down-regulation in response to RA. The most striking changes, Context: 3.5, and during a flare 7.9 +/- 5.1. CONCLUSION: This is the first large study to report a flare rate (0.46  flares/patient-year of followup) in pSLE. The flare rate was similar to what has, Context: been reported in pSLE previously but significantly lower than that reported in  adults with lupus. The average change in the SELENA SLEDAI score with disease  flare is 2 points., Context: several methods for the observation of GFP-tagged MPRs. Photobleaching the  peripheral region of a cell before a time-lapse observation allows us to monitor  TGN-derived transport carriers for longer periods (more than 4min). Events of, Context: A considerable number of new drugs were introduced over the last few years. In  this report we analyze to what extent they have come to be used in clinical  practice and what changes in drug use have resulted from the availability of the","24040281, 17477466, 17477466, 22264539, 15052512",Event 9 has happended in the year 9.,
What has happended in the year 10?,"I don't know the answer. The context mentions that one-year survival after heart transplantation is approximately 85%, but it does not provide any information about what happened in the year 10.","Context: with severe and persistent side effects including avolition, apathy and change  of personality. With the introduction of psychopharmacological treatments in the  1950s, the frequency of ablative procedures declined rapidly. The past decade,, Context: transplantation were immunosuppression, the current issue at hand is organ  availability. Approximately 2500 heart transplants are done yearly, but the list  of candidates exceeds 50,000. What is perhaps even more alarming is the fact, Context: that while the number of heart transplants performed in the United States has  dropped every year since 1994, the prevalence of heart failure increases every  year and is predicted to do so into the year 2030. Nevertheless, the last 20, Context: paramyxovirus, a single-stranded RNA virus. The vaccine can provide lifelong  immunity if administered properly, though prior to 1967 and introduction of the  vaccine, the virus was common. In the past decade, there have been several, Context: is considered the gold standard therapy for end-stage heart failure refractory  to medical treatment. One-year survival is now approximately 85%, and 10-year  survival approaches 60%. While the main obstacles in the early years of heart","19137233, 15056065, 15056065, 29110978, 15056065",Event 10 has happended in the year 10.,
What has happended in the year 11?,A survey was performed in a sample of non-institutionalised elderly subjects (= 65 years) selected by cluster sampling in 11 of 20 regions.,"Context: several methods for the observation of GFP-tagged MPRs. Photobleaching the  peripheral region of a cell before a time-lapse observation allows us to monitor  TGN-derived transport carriers for longer periods (more than 4min). Events of, Context: Mozart's Sonata for two pianos in D major, K.448 (Mozart K.448), has been shown  to improve mental function, leading to what is known as the Mozart effect. Our  previous work revealed that epileptiform discharges in children with epilepsy, Context: decreased during and immediately after listening to Mozart K.448. In this study,  we evaluated the long-term effects of Mozart K.448 on children with refractory  epilepsy. Eleven children with refractory epilepsy were enrolled. All of the, Context: cell differentiation. Pluripotency genes Oct4, Sox2 and Nanog were not impacted  in relation to patterns of H3K27me3 and H3K4me3 and showed no changes in the  rates of transcript down-regulation in response to RA. The most striking changes, Context: type of prescription check may be performed by primary care physicians. DESIGN: A survey was performed in a sample of non-institutionalised elderly  subjects (= 65 years). These were selected by cluster sampling in 11 of 20","22264539, 21292560, 21292560, 24040281, 17206165",Event 11 has happended in the year 11.,
What has happended in the year 12?,I don't know the answer. The context does not provide any information about events that occurred in the year 12.,"Context: several methods for the observation of GFP-tagged MPRs. Photobleaching the  peripheral region of a cell before a time-lapse observation allows us to monitor  TGN-derived transport carriers for longer periods (more than 4min). Events of, Context: been reported in pSLE previously but significantly lower than that reported in  adults with lupus. The average change in the SELENA SLEDAI score with disease  flare is 2 points., Context: 3.5, and during a flare 7.9 +/- 5.1. CONCLUSION: This is the first large study to report a flare rate (0.46  flares/patient-year of followup) in pSLE. The flare rate was similar to what has, Context: suspended PrEP use at some point. Participants' reasons for an extended break  from PrEP were related to partnership dynamics (e.g., perceived low risk of a  stable partner) and phases of life (e.g., trying to conceive). Life events, Context: hospitals may already institute more robust staffing during this time,  preventing any significant increase in LOS. Multiple factors contribute to long  stays in the ED. While patients seen by residents stay longer in the ED, there","22264539, 17477466, 17477466, 27093238, 24578770",Event 12 has happended in the year 12.,
What has happended in the year 13?,I don't know the answer. The provided context does not mention any specific events or details related to the year 13.,"Context: several methods for the observation of GFP-tagged MPRs. Photobleaching the  peripheral region of a cell before a time-lapse observation allows us to monitor  TGN-derived transport carriers for longer periods (more than 4min). Events of, Context: hospitals may already institute more robust staffing during this time,  preventing any significant increase in LOS. Multiple factors contribute to long  stays in the ED. While patients seen by residents stay longer in the ED, there, Context: BACKGROUND: Cellphone and cordless phone use is very prevalent among early  adolescents, but the extent and types of use is not well documented. This paper  explores how, and to what extent, New Zealand adolescents are typically using, Context: cell differentiation. Pluripotency genes Oct4, Sox2 and Nanog were not impacted  in relation to patterns of H3K27me3 and H3K4me3 and showed no changes in the  rates of transcript down-regulation in response to RA. The most striking changes, Context: transplantation were immunosuppression, the current issue at hand is organ  availability. Approximately 2500 heart transplants are done yearly, but the list  of candidates exceeds 50,000. What is perhaps even more alarming is the fact","22264539, 24578770, 23302218, 24040281, 15056065",Event 13 has happended in the year 13.,
What has happended in the year 14?,"On day 14, the expressions of TNF-α and IL-1β in the thalidomide treatment group were lower than in the TNBS model group.","Context: other two groups they were already expressed at a significantly higher level on  day 4. On day 7 the expressions of TNF-α and IL-1β in the thalidomide treatment  group were lower than in the TNBS model group. On day 14, the expressions of, Context: 3.5, and during a flare 7.9 +/- 5.1. CONCLUSION: This is the first large study to report a flare rate (0.46  flares/patient-year of followup) in pSLE. The flare rate was similar to what has, Context: or a positive antibody to Smith nuclear antigen at the time of diagnosis had a  significantly higher flare rate than those who did not. The average SELENA  SLEDAI score at presentation was 12.5 +/- 5.4, at the pre-flare visit 6.3 +/-, Context: several methods for the observation of GFP-tagged MPRs. Photobleaching the  peripheral region of a cell before a time-lapse observation allows us to monitor  TGN-derived transport carriers for longer periods (more than 4min). Events of, Context: hospitals may already institute more robust staffing during this time,  preventing any significant increase in LOS. Multiple factors contribute to long  stays in the ED. While patients seen by residents stay longer in the ED, there","24931258, 17477466, 17477466, 22264539, 24578770",Event 14 has happended in the year 14.,
What has happended in the year 15?,I don't know the answer.,"Context: and further in the direction of more densely populated regions. The results  suggest that intensified human migration from endemic villages led to the  emergence of this disease in new communities. Recent social and demographic, Context: 3.5, and during a flare 7.9 +/- 5.1. CONCLUSION: This is the first large study to report a flare rate (0.46  flares/patient-year of followup) in pSLE. The flare rate was similar to what has, Context: epidemiological data and clinical behaviour., Context: cell differentiation. Pluripotency genes Oct4, Sox2 and Nanog were not impacted  in relation to patterns of H3K27me3 and H3K4me3 and showed no changes in the  rates of transcript down-regulation in response to RA. The most striking changes, Context: hospitals may already institute more robust staffing during this time,  preventing any significant increase in LOS. Multiple factors contribute to long  stays in the ED. While patients seen by residents stay longer in the ED, there","20010208, 17477466, 15921641, 24040281, 24578770",Event 15 has happended in the year 15.,
What has happended in the year 16?,I don't know the answer.,"Context: several methods for the observation of GFP-tagged MPRs. Photobleaching the  peripheral region of a cell before a time-lapse observation allows us to monitor  TGN-derived transport carriers for longer periods (more than 4min). Events of, Context: CONCLUSIONS: The immunologic response rate is considerable compared with  previous GV1001 trials without concomitant chemotherapy, although low toxicity  is retained. The results warrant further studies of GV1001/temozolomide, Context: A considerable number of new drugs were introduced over the last few years. In  this report we analyze to what extent they have come to be used in clinical  practice and what changes in drug use have resulted from the availability of the, Context: suspended PrEP use at some point. Participants' reasons for an extended break  from PrEP were related to partnership dynamics (e.g., perceived low risk of a  stable partner) and phases of life (e.g., trying to conceive). Life events, Context: to what is expected from chemotherapy. Five patients developed partial tumor  regression and six more recorded stable disease. One patient has no remaining  disease on fluorodeoxyglucose positron emission tomography scans after 5 years.","22264539, 21586625, 15052512, 27093238, 21586625",Event 16 has happended in the year 16.,
